"タブ名","第1層イニシャル","第1層","第1層説明","編集用シート","第2層","第2層説明","第2層メモ","第3層","UID","第4層","メモ","H28対応項目","H28の記述","査読への返答","A","B","C","D","E","F","G","H","I","情報チーム"
"社会","SO","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","https://docs.google.com/spreadsheets/d/10J6QQhkBnSAPc9c6bmSGkr87qaZU6o0T4WwoJH647t8/edit?usp=sharing","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","地域保健","JkxoNtU","8020、フッ化物の利用、全身の健康との関連等、歯科保健施策を説明できる。","B-01-08-na-13は　障害者福祉・精神保健医療福祉。
D-14-04-01-09　歯科疾患（う蝕、歯周病等）とその全身への影響や口腔機能管理を概説できる　を追加。","B-01-08-na-13,D-14-04-01-09","障害者福祉・精神保健医療福祉の現状と制度を説明できる。,歯科疾患（う蝕、歯周病等）とその全身への影響や口腔機能管理を概説できる。","","","","","","","","8020「運動」でしょうか。","","",""
"社会","SO","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","https://docs.google.com/spreadsheets/d/10J6QQhkBnSAPc9c6bmSGkr87qaZU6o0T4WwoJH647t8/edit?usp=sharing","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","産業保健・環境保健","JkxoNtY","産業保健の意義、労働衛生の3管理など、産業保健の基本的な考え方を説明できる。","","B-01-06-na-04,B-01-08-na-04","各ライフステージの健康問題（母子保健、学校保健、産業保健、成人・高齢者保健）を説明できる。,産業保健（労働基準法等の労働関連法規を含む）を概説できる。","","","","","","","","","","",""
"社会","SO","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","https://docs.google.com/spreadsheets/d/10J6QQhkBnSAPc9c6bmSGkr87qaZU6o0T4WwoJH647t8/edit?usp=sharing","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","産業保健・環境保健","JkxoNtc","産業医の選任義務、労働安全衛生法、労働基準法等、産業保健の基本的な法令を説明できる。","","B-01-08-na-04","産業保健（労働基準法等の労働関連法規を含む）を概説できる。","ご指摘のように各論の説明を避けるため、産業保健・環境保健に関連する基本的な制度や法律を説明できる、とし各論はまとめました。","","","","","","","","","",""
"社会","SO","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","https://docs.google.com/spreadsheets/d/10J6QQhkBnSAPc9c6bmSGkr87qaZU6o0T4WwoJH647t8/edit?usp=sharing","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","産業保健・環境保健","JkxoNtg","労働災害及び職業性疾病とのその対策を説明できる。","","B-01-06-na-03","仕事と健康、環境と適応、生体環境系、病因と保健行動、環境基準と環境影響評価、公害と環境保全が健康と生活に与える影響を概説できる。","","","","","","","","","","",""
"社会","SO","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","https://docs.google.com/spreadsheets/d/10J6QQhkBnSAPc9c6bmSGkr87qaZU6o0T4WwoJH647t8/edit?usp=sharing","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","産業保健・環境保健","JkxoNtk","有害物質による産業中毒とその対策を説明できる。","","E-05-03-01-02,E-05-03-01-03,E-05-03-01-04","一酸化炭素中毒の発生機序、症候、診断と治療法を説明できる。,有機リン剤、有機塩素剤と有機溶剤による中毒の機序、診断と治療を説明できる。,重金属、青酸、ヒ素、パラコート、自然毒による中毒を概説できる。","","","","","","","","","","",""
"社会","SO","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","https://docs.google.com/spreadsheets/d/10J6QQhkBnSAPc9c6bmSGkr87qaZU6o0T4WwoJH647t8/edit?usp=sharing","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","産業保健・環境保健","JkxoNto","水道、建築物における衛生的環境の確保に関する法律（建築物衛生法）、住宅環境等、生活環境衛生施策を説明できる。","新規","","","統合したため削除","新設する理由はなんでしょうか？
 国試出題基準にも出てきますが、本当に法律を「説明できる」能力が必要なのか疑問です","","","","","","","","",""
"社会","SO","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","https://docs.google.com/spreadsheets/d/10J6QQhkBnSAPc9c6bmSGkr87qaZU6o0T4WwoJH647t8/edit?usp=sharing","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","産業保健・環境保健","JkxoNts","環境基本法、公害、廃棄物の処理及び清掃に関する法律（廃棄物処理法）等、環境保全施策を説明できる。","","B-01-06-na-03","仕事と健康、環境と適応、生体環境系、病因と保健行動、環境基準と環境影響評価、公害と環境保全が健康と生活に与える影響を概説できる。","統合したため削除","医学生が細かい個別の法律を説明できる・・・は、外科の手術術式を選択できるや白血病の抗がん剤3種併用療法を述べられる、などと同様コアカリからも国試出題基準からも削除してはどうかと思います","","","","","","","","",""
"社会","SO","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","https://docs.google.com/spreadsheets/d/10J6QQhkBnSAPc9c6bmSGkr87qaZU6o0T4WwoJH647t8/edit?usp=sharing","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","健康危機管理","JkxoNtw","健康危機の概念と種類、それらへの対応を説明できる","新規","","","24と統合し、まとめました。","","","句点","","","","","","",""
"社会","SO","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","https://docs.google.com/spreadsheets/d/10J6QQhkBnSAPc9c6bmSGkr87qaZU6o0T4WwoJH647t8/edit?usp=sharing","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","健康危機管理","JkxoNt0","健康危機時のリスクコミュニケーションを説明できる。","新規","","","","健康危機時のリスクコミュニケーションの意味が読み手に通じるでしょうか？
健康危機に関する上の項目まではよしとして、その際のコミュニケーションを学生に求めるのはいかがか（しかも説明できる・・・はナンセンス）","","","","","","","23と違いはありますでしょうか？","",""
"社会","SO","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","https://docs.google.com/spreadsheets/d/10J6QQhkBnSAPc9c6bmSGkr87qaZU6o0T4WwoJH647t8/edit?usp=sharing","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","健康危機管理","JkxoNt4","食品衛生法、食品営業、食中毒の状況等、食品衛生施策を説明できる。","","B-01-08-na-11","感染症法・食品衛生法の概要と届出義務を説明できる。","ご指摘のように各論の説明を避けるため、健康危機管理（食品感染症、放射線事故、災害などさまざまな有事）に関連する基本的な制度や法律を説明できる。としました","","","","","","","","","",""
"社会","SO","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","https://docs.google.com/spreadsheets/d/10J6QQhkBnSAPc9c6bmSGkr87qaZU6o0T4WwoJH647t8/edit?usp=sharing","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","健康危機管理","JkxoNt8","感染症の予防及び感染症の患者に対する医療に関する法律（感染症法）、検疫法、予防接種法、新型インフルエンザ等対策特別措置法等、感染症対策を説明できる","","B-01-08-na-11,C-03-01-02-02,E-02-02-na-07,E-02-02-na-08,E-02-01-na-07","感染症法・食品衛生法の概要と届出義務を説明できる。,ワクチンによるウイルス感染症予防の原理を説明できる。,予防接種について、適応と意義、種類とそれぞれの投与方法を説明できる。,感染症法を概説できる。,新興・再興感染症（中東呼吸器症候群(Middle East respiratory syndrome <MERS>)、ジカ熱、劇症型A群レンサ球菌感染症等）、人獣共通感染症、バイオテロに関連する感染症を列挙できる。","統合したため削除","旧Eの感染症領域との相談はされているでしょうか
社会チームは法律に特化して、その他は関係ないということと理解しました","","句点","","","","","","",""
"社会","SO","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","https://docs.google.com/spreadsheets/d/10J6QQhkBnSAPc9c6bmSGkr87qaZU6o0T4WwoJH647t8/edit?usp=sharing","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","健康危機管理","JkxoNuA","災害対策基本法、災害救助法等、自然災害の対応を説明できる。","","A-07-01-na-06,G-04-01-07-06","災害医療（災害時保健医療、医療救護班、災害派遣医療チーム(Disaster Medical Assistance Team <DMAT>)、災害派遣精神医療チーム(Disaster Psychiatric Assistance Team <DPAT>)、日本医師会災害医療チーム(Japan Medical Association Team <JMAT>)、災害拠点病院、トリアージ等）を説明できる。,地域の災害医療体制について学ぶ。","統合したため削除","法律を知っておくのが重要で、自然災害の対応の説明は二の次という意味ですね","","","","","","","","",""
"社会","SO","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","https://docs.google.com/spreadsheets/d/10J6QQhkBnSAPc9c6bmSGkr87qaZU6o0T4WwoJH647t8/edit?usp=sharing","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","健康危機管理","JkxoNuE","災害拠点病院、種々の活動チーム等、災害保健医療 を説明できる。","","G-04-01-07-06,B-01-07-na-06","地域の災害医療体制について学ぶ。,災害医療（災害時保健医療、医療救護班、災害派遣医療チーム<DMAT>、災害派遣精神医療チーム<DPAT>、日本医師会災害医療チーム<JMAT>、災害拠点病院、トリアージ等）を説明できる。","意義を理解できる、という表現に変更。","多くの卒業生は医師となり災害専門家ではないと思われるのですが、そういう卒業生にとっても災害時の医療で担う責務は大きいと思います。
６年間で災害医療（すぐに経験するかもしれない）について何を学ぶべきかというメッセージを投げてほしいです","","","","","","","","「を説明できる」の前の半角スペース削除。",""
"社会","SO","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","https://docs.google.com/spreadsheets/d/10J6QQhkBnSAPc9c6bmSGkr87qaZU6o0T4WwoJH647t8/edit?usp=sharing","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","健康危機管理","JkxoNuI","放射線事故、テロリズム、国民保護法の適用事象等、種々の健康危機の種類別の対応を説明できる。","","E-06-04-na-02,E-02-01-na-07","放射線災害・原子力災害でのメンタルヘルスを説明できる。,新興・再興感染症（中東呼吸器症候群(Middle East respiratory syndrome <MERS>)、ジカ熱、劇症型A群レンサ球菌感染症等）、人獣共通感染症、バイオテロに関連する感染症を列挙できる。","統合したため削除","","","","","","","","","",""
"社会","SO","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","https://docs.google.com/spreadsheets/d/10J6QQhkBnSAPc9c6bmSGkr87qaZU6o0T4WwoJH647t8/edit?usp=sharing","疫学・医学統計","人間集団を対象とする研究法である疫学の考え方と意義、主な研究デザインを学ぶ。医学、生物学における統計手法の基本的な考え方を理解する。","","保健統計","JkxoNuM","主な人口統計（人口静態と人口動態）、疾病・障害の分類・統計（疾病及び関連保健問題の国際統計分類：International Statistical Classification of Diseases and Related Health Problems〈ICD〉等）を説明できる。","","B-01-04-na-01","人口統計（人口静態と人口動態）、疾病・障害の分類・統計（国際疾病分類(International Classification of Diseases <ICD>)等）を説明できる。","","","","","","","","ICDの和名は不要ではないでしょうか（略語集にも記載予定とのこと）。","","",""
"社会","SO","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","https://docs.google.com/spreadsheets/d/10J6QQhkBnSAPc9c6bmSGkr87qaZU6o0T4WwoJH647t8/edit?usp=sharing","疫学・医学統計","人間集団を対象とする研究法である疫学の考え方と意義、主な研究デザインを学ぶ。医学、生物学における統計手法の基本的な考え方を理解する。","","保健統計","JkxoNuQ","平均寿命、健康寿命を説明できる。","","B-01-04-na-02","平均寿命、健康寿命を説明できる。","","なぜこの二つだけ特別に挙げられるのでしょうか？
保健統計は大きな視野で2つの第四層くらいにまとめられませんか？","","","","","","","","",""
"社会","SO","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","https://docs.google.com/spreadsheets/d/10J6QQhkBnSAPc9c6bmSGkr87qaZU6o0T4WwoJH647t8/edit?usp=sharing","疫学・医学統計","人間集団を対象とする研究法である疫学の考え方と意義、主な研究デザインを学ぶ。医学、生物学における統計手法の基本的な考え方を理解する。","","保健統計","JkxoNuU","e-Stat（政府統計の窓口）を利用できる。","新規","","","方略に送るため削除。","二つ上の項目と統合できると思います
利用できる・・・は到達目標なのか方略なのかも含めてご検討ください","","","","e-Statをとりあげるのであれば、せめてOECDのデータ利用も追記したい。あるいは全削除で良いのでは？","","","","",""
"社会","SO","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","https://docs.google.com/spreadsheets/d/10J6QQhkBnSAPc9c6bmSGkr87qaZU6o0T4WwoJH647t8/edit?usp=sharing","疫学・医学統計","人間集団を対象とする研究法である疫学の考え方と意義、主な研究デザインを学ぶ。医学、生物学における統計手法の基本的な考え方を理解する。","","疫学","JkxoNuY","疫学の役割を公衆衛生と臨床の視点で説明できる。","新規","","","","","","","","","","","","",""
"社会","SO","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","https://docs.google.com/spreadsheets/d/10J6QQhkBnSAPc9c6bmSGkr87qaZU6o0T4WwoJH647t8/edit?usp=sharing","疫学・医学統計","人間集団を対象とする研究法である疫学の考え方と意義、主な研究デザインを学ぶ。医学、生物学における統計手法の基本的な考え方を理解する。","","疫学","JkxoNuc","割合・比・率の違いを理解し、代表的な疫学指標（有病割合、リスク比、罹患率等）を説明できる。","","B-01-04-na-03","罹患率と発生割合の違いを説明できる。","","","","","","","","","","",""
"社会","SO","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","https://docs.google.com/spreadsheets/d/10J6QQhkBnSAPc9c6bmSGkr87qaZU6o0T4WwoJH647t8/edit?usp=sharing","疫学・医学統計","人間集団を対象とする研究法である疫学の考え方と意義、主な研究デザインを学ぶ。医学、生物学における統計手法の基本的な考え方を理解する。","","疫学","JkxoNug","主なバイアス・交絡を（例をあげて）説明できる。","","B-01-04-na-04","疫学とその応用（疫学の概念、疫学指標（リスク比、リスク差、オッズ比）とその比較（年齢調整率、標準化死亡比(standardized mortality ratio <SMR>)）、バイアス、交絡）を説明できる。","","","","","","","","","","",""
"社会","SO","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","https://docs.google.com/spreadsheets/d/10J6QQhkBnSAPc9c6bmSGkr87qaZU6o0T4WwoJH647t8/edit?usp=sharing","疫学・医学統計","人間集団を対象とする研究法である疫学の考え方と意義、主な研究デザインを学ぶ。医学、生物学における統計手法の基本的な考え方を理解する。","","疫学","JkxoNuk","年齢調整における直接法と間接法の違いを説明できる。","","B-01-04-na-04","疫学とその応用（疫学の概念、疫学指標（リスク比、リスク差、オッズ比）とその比較（年齢調整率、標準化死亡比(standardized mortality ratio <SMR>)）、バイアス、交絡）を説明できる。","","","","","","","","","","",""
"社会","SO","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","https://docs.google.com/spreadsheets/d/10J6QQhkBnSAPc9c6bmSGkr87qaZU6o0T4WwoJH647t8/edit?usp=sharing","疫学・医学統計","人間集団を対象とする研究法である疫学の考え方と意義、主な研究デザインを学ぶ。医学、生物学における統計手法の基本的な考え方を理解する。","","疫学","JkxoNuo","主な疫学の研究デザイン（観察研究［記述研究、横断研究、症例対照研究、コホート研究］、介入研究（ランダム化比較試験等）を説明できる。","","B-01-03-na-03,F-02-02-na-03","研究デザイン（観察研究（記述研究、横断研究、症例対照研究、コホート研究）、介入研究（臨床研究、ランダム化比較試験）、システマティックレビュー、メタ分析（メタアナリシス））を概説できる。,研究デザイン（観察研究（記述研究、横断研究、症例対照研究、コホート研究）、介入研究（臨床研究、ランダム化比較試験）、システマティックレビュー、メタ分析（メタアナリシス）を概説できる。","","","","","","","","","","",""
"社会","SO","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","https://docs.google.com/spreadsheets/d/10J6QQhkBnSAPc9c6bmSGkr87qaZU6o0T4WwoJH647t8/edit?usp=sharing","疫学・医学統計","人間集団を対象とする研究法である疫学の考え方と意義、主な研究デザインを学ぶ。医学、生物学における統計手法の基本的な考え方を理解する。","","疫学","JkxoNus","急性感染症と慢性疾患の疫学的アプローチの違いを説明できる。","新規","","","疫学者との協議の結果であったが、「慢性疾患との対比」を削除した。","この項目のレベル感
旧性感染症と慢性疾患？ はたして第四層に入れるべきものか？","","","","各論知識で絶対必要とまでは言えないので割愛で良いのでは？","","","","",""
"社会","SO","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","https://docs.google.com/spreadsheets/d/10J6QQhkBnSAPc9c6bmSGkr87qaZU6o0T4WwoJH647t8/edit?usp=sharing","疫学・医学統計","人間集団を対象とする研究法である疫学の考え方と意義、主な研究デザインを学ぶ。医学、生物学における統計手法の基本的な考え方を理解する。","","疫学","JkxoNuw","不確実性を含む、限られた情報を評価し、人間の生命や健康を守る意思決定につなげていくには何が必要か考えることができる。","新規","","","不確実性を含む、限られた情報を評価し、人間の生命や健康を守る意思決定につなげていくには何が必要か考えることが","何をしてよいかわからず、禅問答のようでもあり、分野別認証に出てくる意味不明な小項目（将来起こるべき云々）と似ています
達成可能な具体的記述のほうが望ましいです。
情報チームの記載に任せては？","","やや漠然としていて、カリキュラム開発者が具体的にどのような学習機会を設けるべきかに結びつきにくいと思います。「得られる情報の不確実性や制限の中で、生命や健康を守るための意思決定に必要な対応策を挙げることができる」という意味でしょうか？","","重要だが、疫学、統計学で教えられるのか疑問∴割愛または他所へ統合で良いのでは？","","","","",""
"社会","SO","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","https://docs.google.com/spreadsheets/d/10J6QQhkBnSAPc9c6bmSGkr87qaZU6o0T4WwoJH647t8/edit?usp=sharing","疫学・医学統計","人間集団を対象とする研究法である疫学の考え方と意義、主な研究デザインを学ぶ。医学、生物学における統計手法の基本的な考え方を理解する。","","データ解析と統計手法","JkxoNu0","尺度（間隔、比、順序、名義）を説明できる。","新規","","","疫学者から整理していただいた結果であり採用","データ解析と統計手法の第三層は、個別に5つの方法を書くのがよいのでしょうか？別表化も一案です
別にするなら、学生が到達すべきレベルを動詞で明示したいところです","","EBMでの「批判的吟味」「患者への適用」で適用するレベルが求められていますが、「説明できる」でよい？「〜の知識を適用できる」にする？","","","","","","",""
"社会","SO","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","https://docs.google.com/spreadsheets/d/10J6QQhkBnSAPc9c6bmSGkr87qaZU6o0T4WwoJH647t8/edit?usp=sharing","疫学・医学統計","人間集団を対象とする研究法である疫学の考え方と意義、主な研究デザインを学ぶ。医学、生物学における統計手法の基本的な考え方を理解する。","","データ解析と統計手法","JkxoNu4","データの分布（欠損値を含む）を記述できる。","","B-01-01-na-01","データの記述と要約（記述統計を含む）ができる。","疫学者から整理していただいた結果であり採用","同上","","","","","","","","",""
"社会","SO","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","https://docs.google.com/spreadsheets/d/10J6QQhkBnSAPc9c6bmSGkr87qaZU6o0T4WwoJH647t8/edit?usp=sharing","疫学・医学統計","人間集団を対象とする研究法である疫学の考え方と意義、主な研究デザインを学ぶ。医学、生物学における統計手法の基本的な考え方を理解する。","","データ解析と統計手法","JkxoNu8","正規分布の母平均の信頼区間を説明できる。","","B-01-01-na-03","正規分布の母平均の信頼区間を計算できる。","疫学者から整理していただいた結果であり採用","同上","","EBMでの「批判的吟味」「患者への適用」で適用するレベルが求められていますが、「説明できる」でよい？「〜の知識を適用できる」にする？","","","","","","",""
"社会","SO","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","https://docs.google.com/spreadsheets/d/10J6QQhkBnSAPc9c6bmSGkr87qaZU6o0T4WwoJH647t8/edit?usp=sharing","疫学・医学統計","人間集団を対象とする研究法である疫学の考え方と意義、主な研究デザインを学ぶ。医学、生物学における統計手法の基本的な考え方を理解する。","","データ解析と統計手法","JkxoNvA","相関分析、平均値と割合の検定等を実施できる。","","B-01-02-na-01,B-01-02-na-02,B-01-02-na-03,B-01-02-na-04,B-01-02-na-05,B-01-02-na-06","２群間の平均値の差を検定できる（群間の対応のあり、なしを含む）。,パラメトリック検定とノンパラメトリック検定の違いを説明できる。,カイ２乗検定法を実施できる。,一元配置分散分析を利用できる。,２変量の散布図を描き、回帰と相関の違いを説明できる。,線形重回帰分析、多重ロジスティック回帰分析と交絡調整を概説できる。","疫学者から整理していただいた結果であり採用","同上","","","","","","","","",""
"社会","SO","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","https://docs.google.com/spreadsheets/d/10J6QQhkBnSAPc9c6bmSGkr87qaZU6o0T4WwoJH647t8/edit?usp=sharing","疫学・医学統計","人間集団を対象とする研究法である疫学の考え方と意義、主な研究デザインを学ぶ。医学、生物学における統計手法の基本的な考え方を理解する。","","データ解析と統計手法","JkxoNvE","多変量解析の意義を説明できる。","","B-01-02-na-06","線形重回帰分析、多重ロジスティック回帰分析と交絡調整を概説できる。","疫学者から整理していただいた結果であり採用","同上","","EBMでの「批判的吟味」「患者への適用」で適用するレベルが求められていますが、「説明できる」でよい？「〜の知識を適用できる」にする？","","","","","","",""
"社会","SO","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","https://docs.google.com/spreadsheets/d/10J6QQhkBnSAPc9c6bmSGkr87qaZU6o0T4WwoJH647t8/edit?usp=sharing","法医学","死の判定や死亡診断と死体検案を理解する。
","","死と法","JkxoNvI","植物状態、脳死、心臓死及び脳死判定を説明できる。","","B-02-01-na-01,B-02-01-na-01","植物状態、脳死、心臓死及び脳死判定を説明できる。,植物状態、脳死、心臓死及び脳死判定を説明できる。","","","","","","","","","","",""
"社会","SO","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","https://docs.google.com/spreadsheets/d/10J6QQhkBnSAPc9c6bmSGkr87qaZU6o0T4WwoJH647t8/edit?usp=sharing","法医学","死の判定や死亡診断と死体検案を理解する。
","","死と法","JkxoNvM","異状死・異状死体の取扱いと死体検案を説明できる。","","B-02-01-na-02,B-02-01-na-02","異状死・異状死体の取扱いと死体検案を説明できる。,異状死・異状死体の取扱いと死体検案を説明できる。","","","","","","","","","","",""
"社会","SO","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","https://docs.google.com/spreadsheets/d/10J6QQhkBnSAPc9c6bmSGkr87qaZU6o0T4WwoJH647t8/edit?usp=sharing","法医学","死の判定や死亡診断と死体検案を理解する。
","","死と法","JkxoNvQ","死亡診断書と死体検案書を作成できる。","","B-02-01-na-03,B-02-01-na-03","死亡診断書と死体検案書を作成できる。,死亡診断書と死体検案書を作成できる。","すべての医行為は指導医とともに行う前提であると考えられる。方略などで述べる。","死亡診断書/死体検案書は、厚労省医行為検討部会でも、学生単独では発行できないことになっているので、作成できるレベルは修正が必要です","","指導医とともに作成できる","","","","","","記載方法を説明できる",""
"社会","SO","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","https://docs.google.com/spreadsheets/d/10J6QQhkBnSAPc9c6bmSGkr87qaZU6o0T4WwoJH647t8/edit?usp=sharing","法医学","死の判定や死亡診断と死体検案を理解する。
","","死と法","JkxoNvU","個人識別の方法を説明できる。","","B-02-01-na-04,B-02-01-na-04","個人識別の方法を説明できる。,個人識別の方法を説明できる。","","","","","","","","","","",""
