"","タブ名","第1層イニシャル","第1層","第1層説明","第2層","第2層説明","第2層メモ","第3層","第4層","メモ"
798,"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","検査(計画・分析評価)","術中迅速診断の利点、欠点を説明できる。",""
799,"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","検査(計画・分析評価)","デジタル画像を用いた病理診断（遠隔診断を含む）の利点、欠点を説明できる。",""
800,"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","検査(計画・分析評価)","病理解剖の医療における位置付けと法的事項、手続等を説明できる。",""
801,"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","検査(計画・分析評価)","エックス線撮影、コンピュータ断層撮影<CT>、磁気共鳴画像法<MRI>と核医学検査の原理を説明できる。",""
802,"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","検査(計画・分析評価)","内視鏡検査の適応を説明できる","内視鏡検査の適応を説明できるに修正を提案(近藤)"
803,"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","検査(計画・分析評価)","超音波検査の適応を説明できる。","超音波検査の適応を説明できるに修正を提案(近藤)"
804,"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","検査(計画・分析評価)","臨床検査の特性（感度、特異度、偽陽性、偽陰性、検査前確率（事前確率）・検査後確率（事後確率）、尤度比、receiver operating characteristic <ROC>曲線）と判定基準（基準値・基準範囲、カットオフ値、パニック値）を説明できる。",""
805,"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","検査(計画・分析評価)","臨床検査の生理的変動、測定誤差、精度管理、ヒューマンエラーを説明できる。",""
806,"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","検査(計画・分析評価)","小児、高齢者、妊産婦の検査値特性を説明し、結果を解釈できる。",""
807,"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","検査(計画・分析評価)","生体機能検査（心電図、心臓機能検査、呼吸機能検査、超音波検査、内分泌・代謝機能検査、脳波検査、針筋電図検査、末梢神経伝導検査）の目的と適応を説明し、結果を解釈できる。","計画と解釈両方を含んでいる(近藤)"
808,"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","検査(計画・分析評価)","細菌学検査（細菌の塗抹、培養、同定、薬剤感受性試験）の目的と適応を説明し、結果を解釈できる。","計画と解釈両方を含んでいる(近藤)"
809,"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","検査(計画・分析評価)","動脈血ガス分析の目的と適応を説明し、結果を解釈できる。","経皮的酸素飽和度モニターについては身体所見に移動を(近藤)"
810,"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","検査(計画・分析評価)","脳脊髄液・胸水・腹水検査の目的と適応を説明し、結果を解釈できる。","計画と解釈両方を含んでいる(近藤)"
811,"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","検査(計画・分析評価)","病理診断、細胞診の適切な検体の取扱い、標本作製及び診断過程が説明できる。","計画と解釈両方を含んでいる(近藤)"
812,"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","検査(計画・分析評価)","エックス線撮影、コンピュータ断層撮影<CT>、磁気共鳴画像法<MRI>と核医学検査の読影の基本を説明できる。",""
813,"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","検査(計画・分析評価)","主な疾患、病態のエコー像を概説できる。",""
814,"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","検査(計画・分析評価)","臨床疫学的指標（感度・特異度、尤度比等）を考慮して、検査計画を立てられる。","検査計画も"
815,"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","治療(計画・経過の評価)","基本症候[^table:基本症候]について初期対応を計画し、専門的治療が必要な状態を概説できる。","治療の要点とあったが、まだ「症候」の状態であり初期対応に変更。また初期対応を説明→初期対応を計画とした(Doesに近づけるため)(近藤)"
816,"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","治療(計画・経過の評価)","治療やマネジメントに関して意思決定するために、患者側と情報共有や摺り合わせをすることができる。",""
817,"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","治療(計画・経過の評価)","放射線治療の原理を説明し、主な放射線治療法を列挙できる。",""
818,"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","治療(計画・経過の評価)","放射線診断・治療による利益と不利益を説明できる。",""
819,"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","治療(計画・経過の評価)","インターベンショナルラジオロジー（画像誘導下治療）を概説できる。",""
820,"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","治療(計画・経過の評価)","内視鏡を用いる治療を概説できる。","内視鏡治療の適応を説明できるに修正を提案(近藤)"
821,"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","治療(計画・経過の評価)","超音波を用いる治療を概説できる。",""
822,"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","治療(計画・経過の評価)","薬物（オピオイドを含む）の蓄積、耐性、タキフィラキシー、依存、習慣性や嗜癖を説明できる。",""
823,"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","治療(計画・経過の評価)","主な薬物アレルギーの症候、診察、診断を列挙し、予防策と対処法を説明できる。",""
824,"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","治療(計画・経過の評価)","各臓器系統（中枢・末梢神経、循環器、呼吸器、消化器、腎泌尿器、血液、内分泌等）に作用する薬の薬理作用、適応、有害事象、投与時の注意事項を説明できる。",""
825,"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","治療(計画・経過の評価)","抗微生物薬の薬理作用、適応、有害事象、投与時の注意事項を説明できる。",""
826,"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","治療(計画・経過の評価)","抗腫瘍薬の適応、有害事象、投与時の注意事項を説明できる。",""
827,"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","治療(計画・経過の評価)","妊娠反応検査が必要な状況とその解釈を説明できる。",""
828,"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","治療(計画・経過の評価)","麻薬性鎮痛薬・鎮静薬の適応、有害事象、投与時の注意事項を説明できる。",""
829,"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","治療(計画・経過の評価)","主な薬物の有害事象を概説できる。",""
830,"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","治療(計画・経過の評価)","年齢や臓器障害に応じた薬物動態の特徴を考慮して薬剤投与の注意点を説明できる。",""
831,"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","治療(計画・経過の評価)","薬物動態的相互作用について例を挙げて説明できる。",""
832,"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","治療(計画・経過の評価)","処方箋の書き方、服薬の基本・アドヒアランスを説明できる。",""
833,"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","治療(計画・経過の評価)","分子標的薬の薬理作用と有害事象を説明できる。",""
834,"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","治療(計画・経過の評価)","漢方医学の特徴や、主な和漢薬（漢方薬）の適応、薬理作用を概説できる。",""
835,"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","治療(計画・経過の評価)","ポリファーマシー、使用禁忌、特定条件下での薬物使用（アンチ・ドーピング等）を説明できる。",""
836,"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","治療(計画・経過の評価)","清潔の概念と必要性を説明できる。",""
837,"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","治療(計画・経過の評価)","手洗いの意味と手技を説明できる。",""
838,"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","治療(計画・経過の評価)","ガウンテクニックの必要性と手技を説明できる。",""
839,"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","治療(計画・経過の評価)","消毒の意味と方法を説明でき、被覆材の種類と適応、効果を説明できる。",""
840,"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","治療(計画・経過の評価)","外科的治療の適応と合併症を説明できる。",""
841,"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","治療(計画・経過の評価)","手術の危険因子を列挙し、その対応の基本を説明できる。",""
842,"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","治療(計画・経過の評価)","主な術後合併症を列挙し、その予防の基本を説明できる。",""
843,"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","治療(計画・経過の評価)","手術に関するインフォームド・コンセントの注意点を列挙できる。",""
844,"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","治療(計画・経過の評価)","周術期管理における事前のリスク評価を説明できる。",""
845,"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","治療(計画・経過の評価)","周術期における主な薬剤の服薬管理（継続、中止等）の必要性とそれに伴うリスクの基本を説明できる。",""
846,"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","治療(計画・経過の評価)","周術期管理における輸液・輸血の基本を説明できる。",""
847,"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","治療(計画・経過の評価)","術後痛の管理を説明できる。",""
848,"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","治療(計画・経過の評価)","術後回復室の役割を概説できる。",""
849,"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","治療(計画・経過の評価)","集中治療室の役割を概説できる。",""
850,"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","治療(計画・経過の評価)","麻酔の概念、種類と麻酔時の生体反応を説明できる。",""
851,"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","治療(計画・経過の評価)","麻酔管理を安全に行うための術前評価と呼吸管理を概説できる。",""
852,"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","治療(計画・経過の評価)","麻酔薬と筋弛緩薬の種類と使用上の原則を説明できる。",""
853,"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","治療(計画・経過の評価)","吸入麻酔と静脈麻酔の適応、禁忌、方法、事故と合併症を概説できる。",""
854,"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","治療(計画・経過の評価)","局所麻酔、末梢神経ブロック、神経叢ブロック、脊髄くも膜下麻酔、硬膜外麻酔の適応、禁忌と合併症を概説できる。",""
855,"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","治療(計画・経過の評価)","安全な麻酔のためのモニタリングの方法、重要な異常所見と対処法を概説できる。",""
856,"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","治療(計画・経過の評価)","悪性高熱症や神経筋疾患患者における麻酔管理上の注意点を概説できる。",""
857,"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","治療(計画・経過の評価)","食行動、食事摂取基準、食事バランス、日本食品標準成分表、補助食品、食物繊維・プロバイオティクス・プレバイオティクスを概説できる。",""
858,"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","治療(計画・経過の評価)","栄養アセスメント、栄養ケア・マネジメント、栄養サポートチーム(nutrition support team <NST>)、疾患別の栄養療法を説明できる。",""
859,"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","治療(計画・経過の評価)","各種補液製剤（ビタミン、微量元素を含む）の特徴と病態に合わせた適応、投与時の注意事項を説明できる。",""
860,"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","治療(計画・経過の評価)","経静脈栄養と経管・経腸栄養の適応、方法と合併症、長期投与時の注意事項を説明できる。",""
861,"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","治療(計画・経過の評価)","乳幼児と小児の輸液療法を説明できる。",""
862,"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","治療(計画・経過の評価)","主な医療機器の種類と原理を概説できる。",""
863,"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","治療(計画・経過の評価)","主な人工臓器の種類と原理を概説できる。",""
864,"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","治療(計画・経過の評価)","血液製剤及び血漿分画製剤の種類と適応を説明できる。",""
865,"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","治療(計画・経過の評価)","血液型(ABO、RhD)検査、血液交差適合（クロスマッチ）試験、不規則抗体検査を説明できる。",""
866,"技能","CS","患者ケアのための診療技能","安全で質の高い医療を実践するために、匠（たくみ）としての技（診療技能）を磨き、それを遺憾無く発揮して診療を実践する。","患者情報の統合、分析と評価、診療計画","得られたすべての情報を統合し、様々な観点から分析し、必要な医療について評価した上で提供すべき医療を計画できる。","","治療(計画・経過の評価)","輸血副反応、輸血使用記録保管義務、不適合輸血の防止手順を説明できる。",""
