"","タブ名","第1層イニシャル","第1層","第1層説明","第2層","第2層説明","第2層メモ","第3層","第4層","メモ","temp_id"
776,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","真菌感染症診断における直接塗抹、培養検査、抗原検査、核酸増幅検査を説明できる。","","0776知識"
777,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","病原微生物及び感染臓器ごとの適切な抗微生物薬を説明できる。","","0777知識"
778,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","抗菌薬適正使用(antimicrobial stewardship <AMS>)を説明できる。","","0778知識"
779,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","予防接種について、適応と意義、種類とそれぞれの投与方法を説明できる。","","0779知識"
780,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","感染症法を概説できる。","","0780知識"
781,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","ショック","","0781知識"
782,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","発熱","","0782知識"
783,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","けいれん","","0783知識"
784,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","意識障害・失神","","0784知識"
785,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","脱水","","0785知識"
786,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","全身倦怠感","","0786知識"
787,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","黄疸","","0787知識"
788,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","発疹","","0788知識"
789,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","リンパ節腫脹","","0789知識"
790,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","浮腫","","0790知識"
791,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","胸水","","0791知識"
792,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","胸痛・胸部圧迫感","","0792知識"
793,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","呼吸困難・息切れ","","0793知識"
794,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","咳・痰","","0794知識"
795,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","血痰・喀血","","0795知識"
796,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","頭痛・頭重感","","0796知識"
797,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","腹痛","","0797知識"
798,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","悪心、嘔吐","","0798知識"
799,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","便秘・下痢・血便","","0799知識"
800,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","吐血・下血","","0800知識"
801,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","血尿・タンパク尿","","0801知識"
802,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","㉒関節痛、関節腫脹","","0802知識"
803,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","㉓腰背部痛","","0803知識"
804,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","インフルエンザの症候と診断と治療を説明できる。","","0804知識"
805,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","麻疹の症候と診断と合併症及び予防法を説明できる。","","0805知識"
806,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","風疹の症候と診断と合併症及び予防法を説明できる。","","0806知識"
807,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","水痘・帯状疱疹の症候と診断と治療及び予防法を説明できる。","","0807知識"
808,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","流行性耳下腺炎（ムンプス）の症候と診断と合併症及び予防法を説明できる。","","0808知識"
809,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","ヒト免疫不全ウイルス<HIV>感染症の症候と診断と治療及び感染対策を説明できる。","","0809知識"
810,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","単純ヘルペスウイルス感染症、伝染性紅斑、手足口病、突発性発疹、咽頭結膜熱、伝染性単核(球)症を説明できる。","","0810知識"
811,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","サイトメガロウイルス<CMV>感染症を説明できる。","","0811知識"
812,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","ヒトT細胞白血病ウイルス(human T-cell leukemia virus type 1 <HTLV-I>)感染症を説明できる。","","0812知識"
813,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","プリオン病を説明できる。","","0813知識"
814,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","黄色ブドウ球菌感染症の症候と診断と治療を説明できる。","","0814知識"
815,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","A群β溶血性レンサ球菌感染症の症候と診断と治療を説明できる。","","0815知識"
816,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","肺炎球菌感染症の症候と診断と治療と予防法を説明できる。","","0816知識"
817,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","インフルエンザ(桿)菌感染症とMoraxella catarrhalis感染症を説明できる。","","0817知識"
818,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","緑膿菌感染症の症候と診断と治療を説明できる。","","0818知識"
819,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","大腸菌感染症の症候と診断と治療を説明できる。","","0819知識"
820,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","Clostridium difficile感染症の症候と診断と治療を説明できる。","","0820知識"
821,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","結核症、非結核性（非定型）抗酸菌症の症候と診断と治療及び予防法を説明できる。","","0821知識"
822,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","マイコプラズマ感染症を説明できる。","","0822知識"
823,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","クラミジア感染症を説明できる。","","0823知識"
824,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","レジオネラ感染症を説明できる。","","0824知識"
825,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","リケッチア感染症を説明できる。","","0825知識"
826,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","カンピロバクター、サルモネラ、リステリア感染症を説明できる。","","0826知識"
827,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","カンジダ症、クリプトコックス症、アスペルギルス症の症候と診断と治療を説明できる。","","0827知識"
828,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","ニューモシスチス肺炎の症候と診断と治療を説明できる。","","0828知識"
829,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","主な寄生虫感染症（回虫症、アニサキス症、吸虫症）を説明できる。","","0829知識"
830,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","主な原虫感染症（マラリア、トキソプラズマ症、アメーバ赤痢）を説明できる。","","0830知識"
831,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","性感染症の原因微生物を説明できる","","0831知識"
832,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","梅毒の症候と診断と治療を説明できる。","","0832知識"
833,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","淋菌感染症の診断と治療を説明できる。","","0833知識"
834,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","性器クラミジア、性器ヘルペス、尖圭コンジローマの診断と治療を説明できる。","","0834知識"
835,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","標準予防策(standard precautions)、感染経路別予防策（飛沫感染予防策、接触感染予防策や空気感染予防策等）が必要となる病原微生物を説明できる。","","0835知識"
836,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","患者から医療従事者への病原微生物曝露を防ぐための個人防護具、予防接種等を概説できる。","","0836知識"
837,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","感染症","医療従事者の体液曝露後の感染予防策を概説できる。","","0837知識"
838,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","腫瘍","腫瘍の定義と病態を説明できる。","","0838知識"
839,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","腫瘍","腫瘍の症候を説明できる","","0839知識"
840,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","腫瘍","腫瘍のグレード、ステージを概説できる","","0840知識"
841,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","腫瘍","腫瘍の検査所見を説明できる。","","0841知識"
842,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","腫瘍","腫瘍の画像所見や診断を説明できる。","","0842知識"
843,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","腫瘍","腫瘍の病理所見や診断を説明できる。","","0843知識"
844,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","腫瘍","腫瘍の集学的治療を概説できる。","","0844知識"
845,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","腫瘍","腫瘍の手術療法を概説できる。","","0845知識"
846,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","腫瘍","腫瘍の放射線療法を概説できる。","","0846知識"
847,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","腫瘍","腫瘍の薬物療法（殺細胞性抗癌薬、分子標的薬、免疫チェックポイント阻害薬）を概説できる。","","0847知識"
848,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","腫瘍","腫瘍の生物学的療法を概説できる。","","0848知識"
849,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","腫瘍","腫瘍における支持療法を概説できる。","","0849知識"
850,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","腫瘍","腫瘍における緩和ケアを概説できる。","","0850知識"
851,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","腫瘍","腫瘍の診療におけるチーム医療を概説できる。","","0851知識"
852,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","腫瘍","腫瘍の診療における生命倫理（バイオエシックス）を概説できる。","","0852知識"
853,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","腫瘍","腫瘍性疾患をもつ患者の置かれている状況を深く認識できる。","","0853知識"
854,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","腫瘍","血液・造血器・リンパ系：急性白血病、慢性骨髄性白血病、骨髄異形成症候群<MDS>、成人T細胞白血病、真正赤血球増加症、本態性血小板血症、骨髄線維症、悪性リンパ腫、多発性骨髄腫","","0854知識"
855,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","腫瘍","神経系：脳・脊髄腫瘍、転移性脳腫瘍","","0855知識"
856,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","腫瘍","皮膚系：皮膚良性腫瘍、皮膚悪性リンパ腫、血管肉腫、基底細胞上皮腫(癌)、扁平上皮癌、悪性黒色腫","","0856知識"
857,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","腫瘍","運動器（筋骨格系）：転移性脊椎腫瘍、骨肉腫","","0857知識"
858,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","腫瘍","循環器系：粘液腫","","0858知識"
859,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","腫瘍","呼吸器系：肺癌、転移性肺腫瘍、縦隔腫瘍、胸膜中皮腫","","0859知識"
860,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","腫瘍","消化器系：食道癌、胃癌、大腸ポリープ、大腸癌、胆嚢・胆管癌、原発性肝癌、膵内分泌腫瘍、嚢胞性膵腫瘍、膵癌","","0860知識"
861,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","腫瘍","腎・尿路系：腎癌、膀胱癌を含む尿路上皮癌","","0861知識"
862,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","腫瘍","生殖機能：前立腺癌、精巣腫瘍、子宮頸癌、子宮体癌（子宮内膜癌）、卵巣腫瘍（卵巣癌、卵巣嚢腫）、絨毛性疾患（胞状奇胎、絨毛癌）","","0862知識"
863,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","腫瘍","乳房：原発性乳癌","","0863知識"
864,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","腫瘍","内分泌・栄養・代謝系：甲状腺腫瘍（腺腫様甲状腺腫、甲状腺癌）、褐色細胞腫","","0864知識"
865,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","腫瘍","眼・視覚系：網膜芽細胞腫","","0865知識"
866,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","腫瘍","耳鼻・咽喉・口腔系：舌癌、咽頭癌、喉頭癌","","0866知識"
867,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","腫瘍","小児腫瘍：神経芽腫","","0867知識"
868,"知識","PS,CK","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","全身に及ぶ生理的変化、病態、診断、治療","","","免疫・アレルギー","自己抗体の種類と臨床的意義を説明できる。","","0868知識"
