"","第1層","第2層","第3層","第4層"
866,"患者ケアのための診療技能","患者情報の統合、分析と評価、診療計画","治療計画","周術期における主な薬剤の服薬管理（継続、中止等）の必要性とそれに伴うリスクの基本を説明できる。"
867,"患者ケアのための診療技能","患者情報の統合、分析と評価、診療計画","治療計画","周術期管理における輸液・輸血の基本を説明できる。"
868,"患者ケアのための診療技能","患者情報の統合、分析と評価、診療計画","治療計画","術後痛の管理を説明できる。"
869,"患者ケアのための診療技能","患者情報の統合、分析と評価、診療計画","治療計画","術後回復室の役割を概説できる。"
870,"患者ケアのための診療技能","患者情報の統合、分析と評価、診療計画","治療計画","集中治療室の役割を概説できる。"
871,"患者ケアのための診療技能","患者情報の統合、分析と評価、診療計画","治療計画","麻酔の概念、種類と麻酔時の生体反応を説明できる。"
872,"患者ケアのための診療技能","患者情報の統合、分析と評価、診療計画","治療計画","麻酔管理を安全に行うための術前評価と呼吸管理を概説できる。"
873,"患者ケアのための診療技能","患者情報の統合、分析と評価、診療計画","治療計画","麻酔薬と筋弛緩薬の種類と使用上の原則を説明できる。"
874,"患者ケアのための診療技能","患者情報の統合、分析と評価、診療計画","治療計画","吸入麻酔と静脈麻酔の適応、禁忌、方法、事故と合併症を概説できる。"
875,"患者ケアのための診療技能","患者情報の統合、分析と評価、診療計画","治療計画","局所麻酔、末梢神経ブロック、神経叢ブロック、脊髄くも膜下麻酔、硬膜外麻酔の適応、禁忌と合併症を概説できる。"
876,"患者ケアのための診療技能","患者情報の統合、分析と評価、診療計画","治療計画","安全な麻酔のためのモニタリングの方法、重要な異常所見と対処法を概説できる。"
877,"患者ケアのための診療技能","患者情報の統合、分析と評価、診療計画","治療計画","悪性高熱症や神経筋疾患患者における麻酔管理上の注意点を概説できる。"
878,"患者ケアのための診療技能","患者情報の統合、分析と評価、診療計画","治療計画","食行動、食事摂取基準、食事バランス、日本食品標準成分表、補助食品、食物繊維・プロバイオティクス・プレバイオティクスを概説できる。"
879,"患者ケアのための診療技能","患者情報の統合、分析と評価、診療計画","治療計画","栄養アセスメント、栄養ケア・マネジメント、栄養サポートチーム(nutrition support team <NST>)、疾患別の栄養療法を説明できる。"
880,"患者ケアのための診療技能","患者情報の統合、分析と評価、診療計画","治療計画","各種補液製剤（ビタミン、微量元素を含む）の特徴と病態に合わせた適応、投与時の注意事項を説明できる。"
881,"患者ケアのための診療技能","患者情報の統合、分析と評価、診療計画","治療計画","経静脈栄養と経管・経腸栄養の適応、方法と合併症、長期投与時の注意事項を説明できる。"
882,"患者ケアのための診療技能","患者情報の統合、分析と評価、診療計画","治療計画","乳幼児と小児の輸液療法を説明できる。"
883,"患者ケアのための診療技能","患者情報の統合、分析と評価、診療計画","治療計画","主な医療機器の種類と原理を概説できる。"
884,"患者ケアのための診療技能","患者情報の統合、分析と評価、診療計画","治療計画","主な人工臓器の種類と原理を概説できる。"
885,"患者ケアのための診療技能","患者情報の統合、分析と評価、診療計画","治療計画","血液製剤及び血漿分画製剤の種類と適応を説明できる。"
886,"患者ケアのための診療技能","患者情報の統合、分析と評価、診療計画","治療計画","血液型(ABO、RhD)検査、血液交差適合（クロスマッチ）試験、不規則抗体検査を説明できる。"
887,"患者ケアのための診療技能","患者情報の統合、分析と評価、診療計画","治療計画","輸血副反応、輸血使用記録保管義務、不適合輸血の防止手順を説明できる。"
888,"患者ケアのための診療技能","患者情報の統合、分析と評価、診療計画","治療計画","輸血の適正使用、成分輸血、自己血輸血、緊急時の輸血を説明できる。"
889,"患者ケアのための診療技能","患者情報の統合、分析と評価、診療計画","治療計画","臓器移植、造血幹細胞移植の種類と適応を説明できる。"
890,"患者ケアのための診療技能","患者情報の統合、分析と評価、診療計画","治療計画","移植と組織適合性の関係を説明できる。"
891,"患者ケアのための診療技能","患者情報の統合、分析と評価、診療計画","治療計画","移植後の拒絶反応、移植片対宿主病の病態生理と発症時の対応を説明できる。"
892,"患者ケアのための診療技能","患者情報の統合、分析と評価、診療計画","治療計画","免疫抑制薬の種類、適応と副作用を説明できる。"
893,"患者ケアのための診療技能","患者情報の統合、分析と評価、診療計画","治療計画","リハビリテーションの概念と適応（心大血管疾患、呼吸器疾患、癌等の内部障害を含む）を説明できる。"
894,"患者ケアのための診療技能","患者情報の統合、分析と評価、診療計画","治療計画","福祉・介護との連携におけるリハビリテーションの役割を説明できる。"
895,"患者ケアのための診療技能","患者情報の統合、分析と評価、診療計画","治療計画","機能障害と日常生活動作(activities of daily living <ADL>)の評価ができる。"
896,"患者ケアのための診療技能","患者情報の統合、分析と評価、診療計画","治療計画","理学療法、作業療法と言語聴覚療法を概説できる。"
897,"患者ケアのための診療技能","患者情報の統合、分析と評価、診療計画","治療計画","主な歩行補助具、車椅子、義肢（義手、義足）と装具を概説できる。"
898,"患者ケアのための診療技能","患者情報の統合、分析と評価、診療計画","治療計画","在宅医療の在り方、今後の必要性と課題を概説できる。"
899,"患者ケアのための診療技能","患者情報の統合、分析と評価、診療計画","治療計画","在宅における人生の最終段階における医療、看取りの在り方と課題を概説できる。"
900,"患者ケアのための診療技能","患者情報の統合、分析と評価、診療計画","治療計画","介護の定義と種類を説明できる。"
901,"患者ケアのための診療技能","患者情報の統合、分析と評価、診療計画","治療計画","日常生活動作<ADL>（排泄、摂食、入浴等）に応じた介護と環境整備の要点を概説できる。"
902,"患者ケアのための診療技能","患者情報の統合、分析と評価、診療計画","治療計画","地域包括ケアシステムと介護保険制度、障害者総合支援法等の医療保健福祉制度を概説できる。"
903,"患者ケアのための診療技能","患者情報の統合、分析と評価、診療計画","治療計画","全人的苦痛を説明できる。"
904,"患者ケアのための診療技能","患者情報の統合、分析と評価、診療計画","治療計画","緩和ケアにおいて頻度の高い身体的苦痛、心理社会的苦痛を列挙することができる。"
905,"患者ケアのための診療技能","患者情報の統合、分析と評価、診療計画","治療計画","疼痛のアセスメント、疼痛緩和の薬物療法、癌疼痛治療法を説明できる。"
906,"患者ケアのための診療技能","患者情報の統合、分析と評価、診療計画","治療計画","オピオイドの適応と課題を説明できる。"
907,"患者ケアのための診療技能","患者情報の統合、分析と評価、診療計画","治療計画","緩和ケアにおける患者・家族の心理を説明できる。"
908,"患者ケアのための診療技能","患者情報の統合、分析と評価、診療計画","治療計画","科学的根拠に基づいた治療法を述べることができる。"
909,"患者ケアのための診療技能","患者情報の統合、分析と評価、診療計画","治療計画","治療の立案・実施に可能な範囲で参加できる。"
910,"患者ケアのための診療技能","患者情報の統合、分析と評価、診療計画","治療計画","内科的治療の立案・実施に可能な範囲で参加する。"
911,"患者ケアのための診療技能","患者情報の統合、分析と評価、診療計画","治療計画","外科的治療の適応を知る。"
912,"患者ケアのための診療技能","患者情報の統合、分析と評価、診療計画","治療計画","手術計画の立案に可能な範囲で参加する。"
913,"患者ケアのための診療技能","患者情報の統合、分析と評価、診療計画","治療計画","周術期管理に可能な範囲で参加する。"
914,"患者ケアのための診療技能","患者情報の統合、分析と評価、診療計画","治療計画","手術を含めた婦人科的治療に可能な範囲で参加する。"
915,"患者ケアのための診療技能","患者情報の統合、分析と評価、診療計画","治療計画","健康問題に対する包括的アプローチ（複数の健康問題の相互作用等）を体験する。"
916,"患者ケアのための診療技能","患者情報の統合、分析と評価、診療計画","治療計画","家族や地域といった視点をもち、心理・社会的背景により配慮した診療に可能な範囲で参加する。"
917,"患者ケアのための診療技能","患者情報の統合、分析と評価、診療計画","治療計画","在宅医療を体験する。"
918,"患者ケアのための診療技能","患者情報の統合、分析と評価、診療計画","治療計画","基本診療科[^table:基本診療科]の治療に可能な範囲で参加する。"
919,"患者ケアのための診療技能","患者情報の統合、分析と評価、診療計画","治療の分析評価",""
920,"患者ケアのための診療技能","患者情報の統合、分析と評価、診療計画","教育計画",""
921,"患者ケアのための診療技能","治療を含む対応の実施","検査手技","皮膚消毒を実施できる。"
922,"患者ケアのための診療技能","治療を含む対応の実施","検査手技","静脈採血をシミュレータで実施できる。"
923,"患者ケアのための診療技能","治療を含む対応の実施","検査手技","尿検査（尿沈渣を含む）を実施できる。"
924,"患者ケアのための診療技能","治療を含む対応の実施","検査手技","末梢血塗抹標本を作成し、観察できる。"
925,"患者ケアのための診療技能","治療を含む対応の実施","検査手技","微生物学検査（Gram染色を含む）を実施できる。"
926,"患者ケアのための診療技能","治療を含む対応の実施","検査手技","12誘導心電図を記録できる。"
927,"患者ケアのための診療技能","治療を含む対応の実施","検査手技","静脈採血を実施できる。"
928,"患者ケアのための診療技能","治療を含む対応の実施","検査手技","動脈血採血・動脈ラインの確保を見学し、介助する。"
929,"患者ケアのための診療技能","治療を含む対応の実施","検査手技","腰椎穿刺を見学し、介助する。"
930,"患者ケアのための診療技能","治療を含む対応の実施","検査手技","尿検査（尿沈渣を含む）を実施できる。"
931,"患者ケアのための診療技能","治療を含む対応の実施","検査手技","末梢血塗抹標本を作成し、観察できる。"
932,"患者ケアのための診療技能","治療を含む対応の実施","検査手技","微生物学検査（Gram染色を含む）を実施できる。"
933,"患者ケアのための診療技能","治療を含む対応の実施","検査手技","妊娠反応検査を実施できる。"
934,"患者ケアのための診療技能","治療を含む対応の実施","検査手技","血液型判定を実施できる。"
935,"患者ケアのための診療技能","治療を含む対応の実施","検査手技","視力、視野、聴力、平衡機能検査を実施できる。"
936,"患者ケアのための診療技能","治療を含む対応の実施","検査手技","12誘導心電図を記録できる。"
937,"患者ケアのための診療技能","治療を含む対応の実施","検査手技","脳波検査の記録ができる。"
938,"患者ケアのための診療技能","治療を含む対応の実施","検査手技","眼球に直接触れる検査を見学し、介助する。"
939,"患者ケアのための診療技能","治療を含む対応の実施","検査手技","心臓、腹部の超音波検査を実施できる。"
940,"患者ケアのための診療技能","治療を含む対応の実施","検査手技","経皮的酸素飽和度を測定できる。"
941,"患者ケアのための診療技能","治療を含む対応の実施","検査手技","エックス線撮影、コンピュータ断層撮影<CT>、磁気共鳴画像法<MRI>、核医学検査、内視鏡検査を見学し、介助する。"
942,"患者ケアのための診療技能","治療を含む対応の実施","検査手技","無菌操作を実施できる。"
943,"患者ケアのための診療技能","治療を含む対応の実施","初期対応","体位交換、移送ができる。"
944,"患者ケアのための診療技能","治療を含む対応の実施","初期対応","末梢静脈の血管確保を実施できる。"
945,"患者ケアのための診療技能","治療を含む対応の実施","治療手技","無菌操作を実施できる。"
946,"患者ケアのための診療技能","治療を含む対応の実施","治療手技","手術や手技のための手洗いができる。"
947,"患者ケアのための診療技能","治療を含む対応の実施","治療手技","手術室におけるガウンテクニックができる。"
948,"患者ケアのための診療技能","治療を含む対応の実施","治療手技","皮膚消毒ができる。"
949,"患者ケアのための診療技能","治療を含む対応の実施","治療手技","外用薬の貼付・塗布ができる。"
950,"患者ケアのための診療技能","治療を含む対応の実施","治療手技","気道内吸引、ネブライザーを実施できる。"
951,"患者ケアのための診療技能","治療を含む対応の実施","治療手技","中心静脈カテーテル挿入を見学し、介助する。"
952,"患者ケアのための診療技能","治療を含む対応の実施","治療手技","胃管の挿入と抜去ができる。"
953,"患者ケアのための診療技能","治療を含む対応の実施","治療手技","尿道カテーテルの挿入と抜去を実施できる。"
954,"患者ケアのための診療技能","治療を含む対応の実施","治療手技","ドレーンの挿入と抜去を見学し、介助する。"
955,"患者ケアのための診療技能","治療を含む対応の実施","治療手技","注射（皮内、皮下、筋肉、静脈内）を実施できる。"
956,"患者ケアのための診療技能","治療を含む対応の実施","治療手技","全身麻酔、局所麻酔、輸血を見学し、介助する。"
957,"患者ケアのための診療技能","治療を含む対応の実施","治療手技","眼球に直接触れる治療を見学し、介助する。"
958,"患者ケアのための診療技能","治療を含む対応の実施","治療手技","手術や手技のための手洗いができる。"
959,"患者ケアのための診療技能","治療を含む対応の実施","治療手技","手術室におけるガウンテクニックができる。"
960,"患者ケアのための診療技能","治療を含む対応の実施","治療手技","基本的な縫合と抜糸ができる。"
961,"患者ケアのための診療技能","治療を含む対応の実施","治療手技","創の消毒やガーゼ交換ができる。"
962,"患者ケアのための診療技能","治療を含む対応の実施","治療手技","手術、術前・術中・術後管理を見学し、介助する。"
963,"患者ケアのための診療技能","治療を含む対応の実施","治療手技","手術等の外科的治療に可能な範囲で参加する。"
964,"患者ケアのための診療技能","治療を含む対応の実施","治療手技","基本的な外科的手技について学ぶ。"
965,"患者ケアのための診療技能","治療を含む対応の実施","治療手技","妊婦の周産期診察及び分娩に可能な範囲で参加する。"
966,"患者ケアのための診療技能","治療を含む対応の実施","治療手技","精神科的治療に可能な範囲で参加する。"
967,"患者ケアのための診療技能","治療を含む対応の実施","治療手技","基本的な精神科面接技法について学ぶ。"
968,"患者ケアのための診療技能","治療を含む対応の実施","救命処置","緊急性の高い状況かどうかをある程度判断できるようになる。"
969,"患者ケアのための診療技能","治療を含む対応の実施","救命処置","一次救命処置を実施できる。"
970,"患者ケアのための診療技能","治療を含む対応の実施","救命処置","身体徴候、バイタルサインから緊急性の高い状況であることを判断できる。"
971,"患者ケアのための診療技能","治療を含む対応の実施","救命処置","一次救命処置を実施できる。"
972,"患者ケアのための診療技能","治療を含む対応の実施","救命処置","二次救命処置を含む緊急性の高い患者の初期対応に可能な範囲で参加する。"
973,"患者ケアのための診療技能","治療を含む対応の実施","書類の作成","各種診断書・検案書・証明書の作成を見学し、介助する。"
974,"患者ケアのための診療技能","治療を含む対応の実施","患者ケアに必要な連携","コンサルテーションや紹介の必要な状況を説明できる。"
975,"患者ケアのための診療技能","治療を含む対応の実施","患者ケアに必要な連携","多職種連携を体験してその重要性を認識する。"
976,"患者ケアのための診療技能","治療を含む対応の実施","患者ケアに必要な連携","臨床現場において、保健・医療・福祉・介護に関する制度に触れる。"
977,"患者ケアのための診療技能","治療を含む対応の実施","患者ケアに必要な連携","チーム医療の一員として良好なコミュニケーションを実践できる。"
978,"患者ケアのための診療技能","治療を含む対応の実施","患者ケアに必要な連携","家族や地域といった視点をもち、保健・医療・福祉・介護との連携を学ぶ。"
979,"患者ケアのための診療技能","治療を含む対応の実施","患者ケアに必要な連携","救急隊員との連携を通じて、病院前救護体制とメディカルコントロールについて学ぶ。"
980,"患者ケアのための診療技能","治療を含む対応の実施","患者ケアに必要な連携","地域の災害医療体制について学ぶ。"
981,"患者ケアのための診療技能","治療を含む対応の実施","患者ケアに必要な連携","基本診療科[^table:基本診療科]にどのようにコンサルテーションすればよいか説明できる。"
982,"患者ケアのための診療技能","治療を含む対応の実施","患者ケアに必要な連携","学外の臨床研修病院等の地域病院や診療所、さらに保健所や社会福祉施設等の協力を得る。"
983,"患者ケアのための診療技能","治療を含む対応の実施","患者ケアに必要な連携","必要に応じて臨床教授制度等を利用する。"
984,"患者ケアのための診療技能","治療を含む対応の実施","患者ケアに必要な連携","早期臨床体験実習を拡充し、低学年から継続的に地域医療の現場に接する機会を設ける。"
985,"患者ケアのための診療技能","治療を含む対応の実施","患者ケアに必要な連携","衛生学・公衆衛生学実習等と連携し、社会医学的（主に量的）な視点から地域を診る学習機会を作る。"
986,"患者ケアのための診療技能","治療を含む対応の実施","患者ケアに必要な連携","人類学・社会学・心理学・哲学・教育学等と連携し、行動科学・社会科学的（主に質的）な視点から地域における生活の中での医療を知り体験する学習機会を作る。"
987,"患者ケアのための診療技能","治療を含む対応の実施","患者ケアに必要な連携","チームトレーニングによって、チーム医療の実践能力を高める。"
988,"患者ケアのための診療技能","治療を含む対応の実施","医師カンファレンス","症例を適切に要約する習慣を身に付け、状況に応じて提示できる。"
989,"患者ケアのための診療技能","診療経過の振り返りと改善","多職種カンファレンス","リハビリテーション・チームの構成を理解し、医師の役割を説明できる。"
990,"患者ケアのための診療技能","診療経過の振り返りと改善","多職種カンファレンス","在宅医療における多職種連携の重要性を説明できる。"
991,"患者ケアのための診療技能","診療経過の振り返りと改善","多職種カンファレンス","褥瘡の予防、評価、処置・治療及びチーム医療の重要性を説明できる。"
992,"患者ケアのための診療技能","診療経過の振り返りと改善","多職種カンファレンス","緩和ケア（緩和ケアチーム、ホスピス、緩和ケア病棟、在宅緩和ケアを含む）を概説できる。"
993,"患者ケアのための診療技能","診療経過の振り返りと改善","多職種カンファレンス","M&Mカンファに参加し発言することができる"
994,"患者ケアのための診療技能","診療経過の振り返りと改善","CPC",""
995,"患者ケアのための診療技能","診療経過の振り返りと改善","自己省察とメタ認知","状況に応じ、診断プロセスと治療やマネジメントが並行して行われることが説明できる。"
996,"患者ケアのための診療技能","診療経過の振り返りと改善","自己省察とメタ認知","振り返りによって自己省察能力を高める。"
997,"患者ケアのための診療技能","診療経過の振り返りと改善","患者安全の配慮と促進","診断過誤の原因とその防止法を説明できる。"
998,"患者ケアのための診療技能","診療経過の振り返りと改善","患者安全の配慮と促進","プライバシー保護とセキュリティーに充分配慮できる。"
999,"患者ケアのための診療技能","診療経過の振り返りと改善","患者安全の配慮と促進","患者の安全を重視し、有害事象が生じた場合は適切に対応ができる。"
1000,"患者ケアのための診療技能","診療経過の振り返りと改善","患者安全の配慮と促進","患者のプライバシー、羞恥心、苦痛に配慮し、個人情報等を守秘できる。"
1001,"患者ケアのための診療技能","診療経過の振り返りと改善","患者安全の配慮と促進","感染を予防するため、診察前後の標準予防策(standard precautions)ができる。"
1002,"患者ケアのための診療技能","診療経過の振り返りと改善","患者安全の配慮と促進","手指衛生等の標準予防策(standard precautions)を実施できる。"
1003,"コミュニケーション能力","患者に接する言葉遣い・態度・身だしなみ・配慮","非言語コミュニケーションの重要性を理解した実践","患者に接するときの身だしなみに配慮できる。"
1004,"コミュニケーション能力","患者に接する言葉遣い・態度・身だしなみ・配慮","非言語コミュニケーションの重要性を理解した実践","患者に接するときの視線、表情、ジェスチャーに配慮できる"
1005,"コミュニケーション能力","患者に接する言葉遣い・態度・身だしなみ・配慮","非言語コミュニケーションの重要性を理解した実践","患者に接するときに傾聴的態度で接することができる"
1006,"コミュニケーション能力","患者に接する言葉遣い・態度・身だしなみ・配慮","患者のプライバシーへの配慮","患者のプライバシーに配慮できる。"
1007,"コミュニケーション能力","患者に接する言葉遣い・態度・身だしなみ・配慮","患者のプライバシーへの配慮","患者のプライバシー、羞恥心、苦痛に配慮し、個人情報等を守秘できる。"
1008,"コミュニケーション能力","患者に接する言葉遣い・態度・身だしなみ・配慮","患者のプライバシーへの配慮","プライバシー保護とセキュリティーに充分配慮できる。"
1009,"コミュニケーション能力","患者に接する言葉遣い・態度・身だしなみ・配慮","患者のプライバシーへの配慮","患者情報の守秘義務と患者等への情報提供の重要性を理解し、適切な取扱いができる。"
1010,"コミュニケーション能力","患者に接する言葉遣い・態度・身だしなみ・配慮","患者・家族への適切なコミュニケーションスキルの活用","医療面接における基本的コミュニケーション技能技法を用いることができる。"
1011,"コミュニケーション能力","患者に接する言葉遣い・態度・身だしなみ・配慮","患者・家族への適切なコミュニケーションスキルの活用","コミュニケーションの方法と技能（言語的と非言語的）を理解（説明）し、コミュニケーションが態度あるいは行動に及ぼす影響を活用できる。"
1012,"コミュニケーション能力","患者に接する言葉遣い・態度・身だしなみ・配慮","患者・家族への適切なコミュニケーションスキルの活用","コミュニケーションを通じて良好な人間関係を築くことができる。"
1013,"コミュニケーション能力","患者に接する言葉遣い・態度・身だしなみ・配慮","患者・家族への適切なコミュニケーションスキルの活用","効果的な対人コミュニケーションを活用できる。"
1014,"コミュニケーション能力","患者に接する言葉遣い・態度・身だしなみ・配慮","患者・家族への適切なコミュニケーションスキルの活用","話し手と聞き手の役割を理解（説明）でき、適切なコミュニケーション技能スキルが使える。"
1015,"コミュニケーション能力","患者に接する言葉遣い・態度・身だしなみ・配慮","患者・家族への適切なコミュニケーションスキルの活用","対人関係にかかわる心理的要因を活用できる。"
1016,"コミュニケーション能力","患者に接する言葉遣い・態度・身だしなみ・配慮","患者・家族への適切なコミュニケーションスキルの活用","患者・家族に敬意を持った言葉遣いで接することができる"
1017,"コミュニケーション能力","患者に接する言葉遣い・態度・身だしなみ・配慮","患者の立場の尊重と苦痛への配慮","患者の立場を尊重し、信頼を得ることができる。"
1018,"コミュニケーション能力","患者に接する言葉遣い・態度・身だしなみ・配慮","患者の立場の尊重と苦痛への配慮","患者と家族の精神的・身体的苦痛に十分配慮できる。"
1019,"コミュニケーション能力","患者に接する言葉遣い・態度・身だしなみ・配慮","患者の立場の尊重と苦痛への配慮","患者と家族が感じる放射線特有の精神的・社会的苦痛に対して十分に配慮できる。"
1020,"コミュニケーション能力","患者に接する言葉遣い・態度・身だしなみ・配慮","患者の立場の尊重と苦痛への配慮","患者・家族の話を傾聴し、共感することができる。"
1021,"コミュニケーション能力","患者に接する言葉遣い・態度・身だしなみ・配慮","患者の立場の尊重と苦痛への配慮","患者の安全を重視し、有害事象が生じた場合は適切に対応ができる。"
1022,"コミュニケーション能力","患者に接する言葉遣い・態度・身だしなみ・配慮","患者の立場の尊重と苦痛への配慮","患者に共感的な態度で接することができる"
1023,"コミュニケーション能力","患者の意思決定の支援とそのための情報収集・わかりやすい説明","患者へのわかりやすい言葉の説明","患者の多様性に配慮し分かりやすい言葉で説明できる。(例：高齢者、小児、障害者、文化・言語・慣習の違い）"
1024,"コミュニケーション能力","患者の意思決定の支援とそのための情報収集・わかりやすい説明","患者へのわかりやすい言葉の説明","患者の漠然とした不安を受け止め、不安を軽減するためにわかりやすい言葉で説明でき、対話ができる。"
1025,"コミュニケーション能力","患者の意思決定の支援とそのための情報収集・わかりやすい説明","患者への行動変容の促し","健康行動や行動変容を行う動機付けを活用できる。"
1026,"コミュニケーション能力","患者の意思決定の支援とそのための情報収集・わかりやすい説明","患者への行動変容の促し","生活習慣病における患者支援（自律性支援）や保健指導を活用できる。"
1027,"コミュニケーション能力","患者の意思決定の支援とそのための情報収集・わかりやすい説明","診断仮説に基づいた情報収集の実施","診断仮説を検証するために、診断仮説に基づいた情報収集を実施できる。"
1028,"コミュニケーション能力","患者の意思決定の支援とそのための情報収集・わかりやすい説明","インフォームド・コンセントの取得","医療を提供するに当たり、患者が理解し同意するよう適切に説明を行うことができる。"
1029,"コミュニケーション能力","患者の意思決定の支援とそのための情報収集・わかりやすい説明","インフォームド・コンセントの取得","治療やマネジメントに関して意思決定するために、患者側と情報共有や摺り合わせをすることができる。"
1030,"コミュニケーション能力","患者の意思決定の支援とそのための情報収集・わかりやすい説明","インフォームド・コンセントの取得","人生の最終段階における医療（エンド・オブ・ライフ・ケア）での患者とのコミュニケーション、頻度の高い苦痛とその対処法・ケアを活用できる。"
1031,"コミュニケーション能力","患者や家族のニーズの把握と配慮","患者や家族の課題を把握し、必要な情報を得ることができる","患者の心理的及び社会的背景や自立した生活を送るための課題を把握し、抱える問題点を抽出・整理できる。"
1032,"コミュニケーション能力","患者や家族のニーズの把握と配慮","患者や家族の課題を把握し、必要な情報を得ることができる","保護者から必要な情報を得たり対応したりすることに可能な範囲で参加する。"
1033,"コミュニケーション能力","患者や家族のニーズの把握と配慮","患者や家族の課題を把握し、必要な情報を得ることができる","情報収集には医療面接、身体診察、検査の３つの方法を活用できる。"
1034,"コミュニケーション能力","患者や家族のニーズの把握と配慮","患者や家族の視点から、心理・社会的背景に配慮した診療を行うことができる","家族や地域といった視点をもち、心理・社会的背景により配慮した診療に可能な範囲で参加する。"
1035,"コミュニケーション能力","患者や家族のニーズの把握と配慮","患者や家族の視点から、心理・社会的背景に配慮した診療を行うことができる","家族や地域といった視点をもち、保健・医療・福祉・介護との連携を学ぶ。"
1036,"コミュニケーション能力","患者や家族のニーズの把握と配慮","患者や家族の視点から、心理・社会的背景に配慮した診療を行うことができる","患者の要望（診察・転医・紹介）への対処の仕方を活用できる。"
1037,"コミュニケーション能力","患者や家族のニーズの把握と配慮","患者や家族の視点から、心理・社会的背景に配慮した診療を行うことができる","患者・家族の怒りや悲しみなどの困難な感情を理解し、対応ができる。（対応することができる）"
1038,"コミュニケーション能力","患者や家族のニーズの把握と配慮","患者や家族の視点から、心理・社会的背景に配慮した診療を行うことができる","不確実な状況や医学的に説明困難な症状に配慮した対応ができる。"
1039,"コミュニケーション能力","患者や家族のニーズの把握と配慮","患者や家族の視点から、心理・社会的背景に配慮した診療を行うことができる","視覚・聴覚障害などのコミュニケーションが難しい患者に配慮できる"
1040,"コミュニケーション能力","患者や家族のニーズの把握と配慮","患者や家族の視点から、心理・社会的背景に配慮した診療を行うことができる","電話やインターネットでの患者診療に対応ができる。（対応できる）遠隔診療におけるコミュニケーションについて概説できる。"
1041,"多職種連携能力","連携の基盤となるアプローチ","患者・利用者・家族・コミュニティ中心","患者・利用者・家族の価値観や関心事を、多職種(多学部)に伝えられる。"
1042,"多職種連携能力","連携の基盤となるアプローチ","患者・利用者・家族・コミュニティ中心","患者・利用者・家族を中心とした治療やケアの目標を多職種(多学部)と話し合うことができる。"
1043,"多職種連携能力","連携の基盤となるアプローチ","患者・利用者・家族・コミュニティ中心","患者・利用者・家族に伝えた内容について、治療やケアに関わる多職種(多学部)と共有できる。"
1044,"多職種連携能力","連携の基盤となるアプローチ","職種間コミュニケーション","自職種（自学部）が把握している情報を、多職種（多学部）に伝えられる。"
1045,"多職種連携能力","連携の基盤となるアプローチ","職種間コミュニケーション","多職種（多学部）の役割や意見を尊重した返答または問いかけができる。（非言語コミュニケーション含む）"
1046,"多職種連携能力","連携の基盤となるアプローチ","職種間コミュニケーション","自職種（自学部）の見解を、他職種（他学部）にも理解できる言葉で説明できる。"
1047,"多職種連携能力","連携の基盤となるアプローチ","医師間の紹介と相談","適切な診断・検査・治療を目指すだけでなく、回避可能な合併症を防ぐために、適切な施設/専門科/医師への紹介あるいは相談ができる。"
1048,"多職種連携能力","連携の基盤となるアプローチ","医師間の紹介と相談","紹介と相談のプロセスにおいて、患者・家族に予想しうる状況を共有できる。"
1049,"多職種連携能力","連携の基盤となるアプローチ","医師間の紹介と相談","医師間での患者のケアと責任が継続できるよう、医師間での考えや期待を共有し、医師間の責任を明確にできる。"
1050,"多職種連携能力","連携に必要とされるアプローチ","職種役割の貢献","自職種（自学部）がもつ一般的な知識や価値観を、他職種（他学部）に伝えられる。"
1051,"多職種連携能力","連携に必要とされるアプローチ","職種役割の貢献","患者・利用者に対して、多職種（多学部）の中で自職種（自学部）の役割を果たせる。"
1052,"多職種連携能力","連携に必要とされるアプローチ","職種役割の貢献","多職種（多学部）から求められる自職種（自学部）の役割を担える。"
1053,"多職種連携能力","連携に必要とされるアプローチ","関係性への働きかけ","多職種（多学部）と対等な関係を構築できる。"
1054,"多職種連携能力","連携に必要とされるアプローチ","関係性への働きかけ","多職種（多学部）と一緒に成長する志を醸成できる。"
1055,"多職種連携能力","連携に必要とされるアプローチ","関係性への働きかけ","多職種（多学部）との対人葛藤が起きないようにできる。"
1056,"多職種連携能力","連携に必要とされるアプローチ","自職種の省察","自職種が持ちやすい価値観を説明できる。"
1057,"多職種連携能力","連携に必要とされるアプローチ","自職種の省察","自職種の役割を説明できる。"
1058,"多職種連携能力","連携に必要とされるアプローチ","自職種の省察","他職種（他学部）に影響しうる自職種（自学部）の行動を分析できる。"
1059,"多職種連携能力","連携に必要とされるアプローチ","他職種の理解","他職種の役割を説明できる。"
1060,"多職種連携能力","連携に必要とされるアプローチ","他職種の理解","他職種（他学部）の価値観を分析できる。"
1061,"多職種連携能力","連携に必要とされるアプローチ","他職種の理解","他職種（他学部）が働く職場環境・学習環境について説明できる。"
1062,"社会における医療の役割の理解","社会保障","公衆衛生","健康 及び公衆衛生の概念について説明できる。"
1063,"社会における医療の役割の理解","社会保障","公衆衛生","予防の段階と戦略について説明できる。"
1064,"社会における医療の役割の理解","社会保障","公衆衛生","健康づくり（ヘルスプロモーション）の概念について説明できる。"
1065,"社会における医療の役割の理解","社会保障","公衆衛生","障害の概念を説明できる。"
1066,"社会における医療の役割の理解","社会保障","公衆衛生","地域診断、PDCAサイクルなど、公衆衛生の展開方法について説明できる。"
