第2層,第3層,第4層仮番号,第4層,H28対応項目,メモ
人体各器官の正常構造と機能、病態、診断、治療,内分泌・栄養・代謝系,,副腎の構造と分泌されるホルモンの作用と分泌調節機構を説明できる。,D-12-01-na-05,
人体各器官の正常構造と機能、病態、診断、治療,内分泌・栄養・代謝系,,膵島から分泌されるホルモンの作用を説明できる。,D-12-01-na-06,
人体各器官の正常構造と機能、病態、診断、治療,内分泌・栄養・代謝系,,男性ホルモン・女性ホルモンの合成・代謝経路と作用を説明できる。,D-12-01-na-07,
人体各器官の正常構造と機能、病態、診断、治療,内分泌・栄養・代謝系,,三大栄養素、ビタミン、微量元素の消化吸収と栄養素の生物学的利用効率(bioavailability)を説明できる。,D-12-01-na-08,
人体各器官の正常構造と機能、病態、診断、治療,内分泌・栄養・代謝系,,糖質・タンパク質・脂質の代謝経路と相互作用を説明できる。,D-12-01-na-09,
人体各器官の正常構造と機能、病態、診断、治療,内分泌・栄養・代謝系,,ホルモンの過剰または欠乏がもたらす身体症状を説明できる。,D-12-02-na-01,
人体各器官の正常構造と機能、病態、診断、治療,内分泌・栄養・代謝系,,血中ホルモン濃度に影響を与える因子を列挙できる。,D-12-02-na-02,
人体各器官の正常構造と機能、病態、診断、治療,内分泌・栄養・代謝系,,ホルモンの日内変動の例を挙げて説明できる。,D-12-02-na-03,
人体各器官の正常構造と機能、病態、診断、治療,内分泌・栄養・代謝系,,ホルモン分泌刺激試験と抑制試験の原理と反応の型を説明できる。,D-12-02-na-04,
人体各器官の正常構造と機能、病態、診断、治療,内分泌・栄養・代謝系,,エネルギー摂取の過剰または欠乏がもたらす身体症状を説明できる。,D-12-02-na-05,
人体各器官の正常構造と機能、病態、診断、治療,内分泌・栄養・代謝系,,低身長をきたす疾患を列挙し、その病態生理を説明できる。,D-12-03-01-01,
人体各器官の正常構造と機能、病態、診断、治療,内分泌・栄養・代謝系,,甲状腺腫を分類し、疾患を列挙できる。,D-12-03-02-01,
人体各器官の正常構造と機能、病態、診断、治療,内分泌・栄養・代謝系,,甲状腺の触診ができる。,D-12-03-02-02,
人体各器官の正常構造と機能、病態、診断、治療,内分泌・栄養・代謝系,,肥満・やせ,D-12-03-03-01,
人体各器官の正常構造と機能、病態、診断、治療,内分泌・栄養・代謝系,,月経異常,D-12-03-03-02,
人体各器官の正常構造と機能、病態、診断、治療,内分泌・栄養・代謝系,,Cushing病の病態と診断を説明できる。,D-12-04-01-01,
人体各器官の正常構造と機能、病態、診断、治療,内分泌・栄養・代謝系,,先端巨大症を概説できる。,D-12-04-01-02,
人体各器官の正常構造と機能、病態、診断、治療,内分泌・栄養・代謝系,,汎下垂体機能低下症を概説できる。,D-12-04-01-03,
人体各器官の正常構造と機能、病態、診断、治療,内分泌・栄養・代謝系,,尿崩症を概説できる。,D-12-04-01-04,
人体各器官の正常構造と機能、病態、診断、治療,内分泌・栄養・代謝系,,成長ホルモン分泌不全性低身長症を概説できる。,D-12-04-01-05,
人体各器官の正常構造と機能、病態、診断、治療,内分泌・栄養・代謝系,,高プロラクチン血症を概説できる。,D-12-04-01-06,
人体各器官の正常構造と機能、病態、診断、治療,内分泌・栄養・代謝系,,抗利尿ホルモン不適合分泌症候群(syndrome of inappropriate secretion of antidiuretic hormone <SIADH>)を概説できる。,D-12-04-01-07,
人体各器官の正常構造と機能、病態、診断、治療,内分泌・栄養・代謝系,,Basedow病の病態、症候、診断と治療を説明できる。,D-12-04-02-01,
人体各器官の正常構造と機能、病態、診断、治療,内分泌・栄養・代謝系,,甲状腺炎（慢性・亜急性）を概説できる。,D-12-04-02-02,
人体各器官の正常構造と機能、病態、診断、治療,内分泌・栄養・代謝系,,甲状腺機能低下症の症候、診断と治療を説明できる。,D-12-04-02-03,
人体各器官の正常構造と機能、病態、診断、治療,内分泌・栄養・代謝系,,カルシウム代謝の異常を疾患と関連付けて説明できる。,D-12-04-03-01,
人体各器官の正常構造と機能、病態、診断、治療,内分泌・栄養・代謝系,,副甲状腺機能亢進症と副甲状腺機能低下症の病因、病態、症候と診断を説明できる。,D-12-04-03-02,
人体各器官の正常構造と機能、病態、診断、治療,内分泌・栄養・代謝系,,悪性腫瘍に伴う高Ca血症を概説できる。,D-12-04-03-03,
人体各器官の正常構造と機能、病態、診断、治療,内分泌・栄養・代謝系,,偽性副甲状腺機能低下症を概説できる。,D-12-04-03-04,
人体各器官の正常構造と機能、病態、診断、治療,内分泌・栄養・代謝系,,Cushing症候群の病態、症候と診断を説明できる。,D-12-04-04-01,
人体各器官の正常構造と機能、病態、診断、治療,内分泌・栄養・代謝系,,アルドステロン過剰症、原発性アルドステロン症を概説できる。,D-12-04-04-02,
人体各器官の正常構造と機能、病態、診断、治療,内分泌・栄養・代謝系,,副腎不全（急性・慢性（Addison病））の病因、病態生理、症候、診断と治療を説明できる。,D-12-04-04-03,
人体各器官の正常構造と機能、病態、診断、治療,内分泌・栄養・代謝系,,先天性副腎（皮質）過形成を概説できる。,D-12-04-04-04,
人体各器官の正常構造と機能、病態、診断、治療,内分泌・栄養・代謝系,,糖尿病の病因、病態生理、分類、症候と診断を説明できる。,D-12-04-05-01,
人体各器官の正常構造と機能、病態、診断、治療,内分泌・栄養・代謝系,,糖尿病の急性合併症を説明できる。,D-12-04-05-02,
人体各器官の正常構造と機能、病態、診断、治療,内分泌・栄養・代謝系,,糖尿病の慢性合併症を列挙し、概説できる。,D-12-04-05-03,
人体各器官の正常構造と機能、病態、診断、治療,内分泌・栄養・代謝系,,糖尿病の治療（食事療法、運動療法、薬物治療）を概説できる。,D-12-04-05-04,
人体各器官の正常構造と機能、病態、診断、治療,内分泌・栄養・代謝系,,低血糖症を概説できる。,D-12-04-05-05,
人体各器官の正常構造と機能、病態、診断、治療,内分泌・栄養・代謝系,,脂質異常症（高脂血症）の分類、病因と病態を説明できる。,D-12-04-06-01,
人体各器官の正常構造と機能、病態、診断、治療,内分泌・栄養・代謝系,,脂質異常症（高脂血症）の予防と治療を説明できる。,D-12-04-06-02,
人体各器官の正常構造と機能、病態、診断、治療,内分泌・栄養・代謝系,,血清タンパク質の異常を概説できる。,D-12-04-07-01,
人体各器官の正常構造と機能、病態、診断、治療,内分泌・栄養・代謝系,,高尿酸血症・痛風の病因と病態を説明できる。,D-12-04-07-02,
人体各器官の正常構造と機能、病態、診断、治療,内分泌・栄養・代謝系,,ビタミン・微量元素の欠乏症と過剰症を概説できる。,D-12-04-08-01,
人体各器官の正常構造と機能、病態、診断、治療,内分泌・栄養・代謝系,,ヘモクロマトーシスを概説できる。,D-12-04-09-01,
人体各器官の正常構造と機能、病態、診断、治療,内分泌・栄養・代謝系,,ポルフィリアを概説できる。,D-12-04-09-02,
人体各器官の正常構造と機能、病態、診断、治療,内分泌・栄養・代謝系,,Wilson病を概説できる。,D-12-04-09-03,
人体各器官の正常構造と機能、病態、診断、治療,内分泌・栄養・代謝系,,甲状腺腫瘍を分類し、症候、病理所見、治療法を説明できる。,D-12-04-10-01,
人体各器官の正常構造と機能、病態、診断、治療,内分泌・栄養・代謝系,,褐色細胞腫の病態、症候、画像所見、病理所見、診断、治療法を説明できる。,D-12-04-10-02,
人体各器官の正常構造と機能、病態、診断、治療,内分泌・栄養・代謝系,,神経芽腫を概説し、小児腹部固形腫瘍（腎芽腫、胚芽腫、奇形腫）との鑑別点を説明できる。,D-12-04-10-03,
人体各器官の正常構造と機能、病態、診断、治療,眼・視覚系,,眼球と付属器の構造と機能を説明できる。,D-13-01-na-01,
人体各器官の正常構造と機能、病態、診断、治療,眼・視覚系,,視覚情報の受容のしくみと伝導路を説明できる。,D-13-01-na-02,
人体各器官の正常構造と機能、病態、診断、治療,眼・視覚系,,眼球運動のしくみを説明できる。,D-13-01-na-03,
人体各器官の正常構造と機能、病態、診断、治療,眼・視覚系,,対光反射、輻輳反射、角膜反射の機能を説明できる。,D-13-01-na-04,
人体各器官の正常構造と機能、病態、診断、治療,眼・視覚系,,基本的眼科検査（視力検査、視野検査、細隙灯顕微鏡検査、眼圧検査、眼底検査）を列挙し、それらの原理と適応を述べ、主要所見を解釈できる。,D-13-02-na-01,
人体各器官の正常構造と機能、病態、診断、治療,眼・視覚系,,眼・視覚系に関する主要症候（視力障害、視野異常、色覚異常、眼球運動障害、眼脂・眼の充血、飛蚊症、眼痛）を列挙し、それらの発生機序、原因疾患と治療を説明できる。,D-13-03-01-01,
人体各器官の正常構造と機能、病態、診断、治療,眼・視覚系,,めまい,D-13-03-02-01,
人体各器官の正常構造と機能、病態、診断、治療,眼・視覚系,,頭痛・頭重感,D-13-03-02-02,
人体各器官の正常構造と機能、病態、診断、治療,眼・視覚系,,悪心・嘔吐,D-13-03-02-03,
人体各器官の正常構造と機能、病態、診断、治療,眼・視覚系,,屈折異常（近視、遠視、乱視）と調節障害の病態生理を説明できる。,D-13-04-01-01,
人体各器官の正常構造と機能、病態、診断、治療,眼・視覚系,,感染性角結膜疾患の症候、診断と治療を説明できる。,D-13-04-01-02,
人体各器官の正常構造と機能、病態、診断、治療,眼・視覚系,,白内障の病因、症候、診断と治療を説明できる。,D-13-04-01-03,
人体各器官の正常構造と機能、病態、診断、治療,眼・視覚系,,緑内障の病因を列挙し、それらの発症機序、症候と治療を説明できる。,D-13-04-01-04,
人体各器官の正常構造と機能、病態、診断、治療,眼・視覚系,,裂孔原性網膜剥離の症候、診断と治療を説明できる。,D-13-04-01-05,
人体各器官の正常構造と機能、病態、診断、治療,眼・視覚系,,糖尿病、高血圧・動脈硬化による眼底変化を説明できる。,D-13-04-01-06,
人体各器官の正常構造と機能、病態、診断、治療,眼・視覚系,,ぶどう膜炎の病因、症候、診断と治療を説明できる。,D-13-04-01-07,
人体各器官の正常構造と機能、病態、診断、治療,眼・視覚系,,視神経炎(症)・うっ血乳頭の病因、症候と診断を説明できる。,D-13-04-01-08,
人体各器官の正常構造と機能、病態、診断、治療,眼・視覚系,,アルカリ、酸による化学損傷の症候と救急処置を説明できる。,D-13-04-01-09,
人体各器官の正常構造と機能、病態、診断、治療,眼・視覚系,,網膜静脈閉塞症と動脈閉塞症の症候、診断と治療を説明できる。,D-13-04-01-10,
人体各器官の正常構造と機能、病態、診断、治療,眼・視覚系,,網膜芽細胞腫の症候、診断と治療を説明できる。,D-13-04-02-01,
人体各器官の正常構造と機能、病態、診断、治療,耳鼻・咽喉・口腔系,,外耳・中耳・内耳の構造を図示できる。,D-14-01-na-01,
人体各器官の正常構造と機能、病態、診断、治療,耳鼻・咽喉・口腔系,,聴覚・平衡覚の受容のしくみと伝導路を説明できる。,D-14-01-na-02,
人体各器官の正常構造と機能、病態、診断、治療,耳鼻・咽喉・口腔系,,口腔・鼻腔・咽頭・喉頭の構造を図示できる。,D-14-01-na-03,
人体各器官の正常構造と機能、病態、診断、治療,耳鼻・咽喉・口腔系,,喉頭の機能と神経支配を説明できる。,D-14-01-na-04,
人体各器官の正常構造と機能、病態、診断、治療,耳鼻・咽喉・口腔系,,平衡感覚機構を眼球運動、姿勢制御と関連させて説明できる。,D-14-01-na-05,
人体各器官の正常構造と機能、病態、診断、治療,耳鼻・咽喉・口腔系,,味覚と嗅覚の受容のしくみと伝導路を説明できる。,D-14-01-na-06,
人体各器官の正常構造と機能、病態、診断、治療,耳鼻・咽喉・口腔系,,聴力検査と平衡機能検査を説明できる。,D-14-02-na-01,
人体各器官の正常構造と機能、病態、診断、治療,耳鼻・咽喉・口腔系,,味覚検査と嗅覚検査を説明できる。,D-14-02-na-02,
人体各器官の正常構造と機能、病態、診断、治療,耳鼻・咽喉・口腔系,,気道狭窄、難聴、鼻出血、咽頭痛、開口障害と反回神経麻痺（嗄声）をきたす疾患を列挙し、その病態を説明できる。,D-14-03-01-01,
人体各器官の正常構造と機能、病態、診断、治療,耳鼻・咽喉・口腔系,,めまい,D-14-03-02-01,
人体各器官の正常構造と機能、病態、診断、治療,耳鼻・咽喉・口腔系,,嚥下障害・誤嚥,D-14-03-02-02,
人体各器官の正常構造と機能、病態、診断、治療,耳鼻・咽喉・口腔系,,滲出性中耳炎、急性中耳炎と慢性中耳炎の病因、診断と治療を説明できる。,D-14-04-01-01,
人体各器官の正常構造と機能、病態、診断、治療,耳鼻・咽喉・口腔系,,伝音難聴と感音難聴、迷路性と中枢性難聴を病態から鑑別し、治療を説明できる。,D-14-04-01-02,
人体各器官の正常構造と機能、病態、診断、治療,耳鼻・咽喉・口腔系,,末梢性めまいと中枢性めまいを鑑別し、治療を説明できる。,D-14-04-01-03,
人体各器官の正常構造と機能、病態、診断、治療,耳鼻・咽喉・口腔系,,良性発作性頭位眩暈症の症候、診断と治療を説明できる。,D-14-04-01-04,
人体各器官の正常構造と機能、病態、診断、治療,耳鼻・咽喉・口腔系,,鼻出血の好発部位と止血法を説明できる。,D-14-04-01-05,
人体各器官の正常構造と機能、病態、診断、治療,耳鼻・咽喉・口腔系,,副鼻腔炎（急性、慢性）の病態と治療を説明できる。,D-14-04-01-06,
人体各器官の正常構造と機能、病態、診断、治療,耳鼻・咽喉・口腔系,,アレルギー性鼻炎の発症機構を説明できる。,D-14-04-01-07,
人体各器官の正常構造と機能、病態、診断、治療,耳鼻・咽喉・口腔系,,扁桃の炎症性疾患の病態と治療を説明できる。,D-14-04-01-08,
人体各器官の正常構造と機能、病態、診断、治療,耳鼻・咽喉・口腔系,,歯科疾患（う蝕、歯周病等）とその全身への影響や口腔機能管理を概説できる。,D-14-04-01-09,
人体各器官の正常構造と機能、病態、診断、治療,耳鼻・咽喉・口腔系,,気管切開の適応を説明できる。,D-14-04-01-10,
人体各器官の正常構造と機能、病態、診断、治療,耳鼻・咽喉・口腔系,,外耳道・鼻腔・咽頭・喉頭・食道の代表的な異物を説明し、除去法を説明できる。,D-14-04-01-11,
人体各器官の正常構造と機能、病態、診断、治療,耳鼻・咽喉・口腔系,,唾液腺疾患を列挙できる。,D-14-04-01-12,
人体各器官の正常構造と機能、病態、診断、治療,耳鼻・咽喉・口腔系,,口腔・咽頭癌について、病因、病期分類、検査所見、画像所見、病理所見、治療法を説明できる。,D-14-04-02-01,
人体各器官の正常構造と機能、病態、診断、治療,耳鼻・咽喉・口腔系,,喉頭癌について、病因、病期分類、検査所見、画像所見、病理所見、治療法を説明できる。,D-14-04-02-02,
人体各器官の正常構造と機能、病態、診断、治療,精神系,,患者-医師の良好な信頼関係に基づく精神科面接の基本を説明できる。,D-15-01-na-01,
人体各器官の正常構造と機能、病態、診断、治療,精神系,,精神科診断分類法を説明できる。,D-15-01-na-02,
人体各器官の正常構造と機能、病態、診断、治療,精神系,,精神科医療の法と倫理に関する必須項目（精神保健及び精神障害者福祉に関する法律、心神喪失者等医療観察法、インフォームド・コンセント）を説明できる。,D-15-01-na-03,
人体各器官の正常構造と機能、病態、診断、治療,精神系,,コンサルテーション・リエゾン精神医学を説明できる。,D-15-01-na-04,
人体各器官の正常構造と機能、病態、診断、治療,精神系,,心理学的検査法（質問紙法、Rorschachテスト、簡易精神症状評価尺度(Brief Psychiatric Rating Scale <BPRS>)、Hamiltonうつ病評価尺度、Beckのうつ病自己評価尺度、状態特性不安検査(State-Trait Anxiety Inventory <STAI>)、Mini-Mental State Examination <MMSE>、改訂長谷川式簡易知能評価スケール等）の種類と概要を説明できる。,D-15-01-na-05,
人体各器官の正常構造と機能、病態、診断、治療,精神系,,不安・躁うつをきたす精神障害を列挙し、その鑑別診断を説明できる。,D-15-02-na-01,
人体各器官の正常構造と機能、病態、診断、治療,精神系,,意識障害、不眠、幻覚・妄想をきたす精神障害を列挙し、その鑑別診断を説明できる。,D-15-02-na-02,
人体各器官の正常構造と機能、病態、診断、治療,精神系,,ストレスなどの心理社会的要因が症候（息苦しさ、心窩部痛、腹痛、頭痛、疲労、痒み、慢性疼痛等）に密接に関与している代表的な疾患を列挙し、その鑑別診断を説明できる。,D-15-02-na-03,
人体各器官の正常構造と機能、病態、診断、治療,精神系,,症状精神病の概念と診断を概説できる。,D-15-03-na-01,
人体各器官の正常構造と機能、病態、診断、治療,精神系,,認知症の診断と治療を説明できる。,D-15-03-na-02,
人体各器官の正常構造と機能、病態、診断、治療,精神系,,薬物使用に関連する精神障害やアルコール、ギャンブル等への依存症の病態と症候を説明できる。,D-15-03-na-03,
人体各器官の正常構造と機能、病態、診断、治療,精神系,,統合失調症の症候と診断、救急治療を説明できる。,D-15-03-na-04,
人体各器官の正常構造と機能、病態、診断、治療,精神系,,うつ病の症候と診断を説明できる。,D-15-03-na-05,
人体各器官の正常構造と機能、病態、診断、治療,精神系,,双極性障害（躁うつ病）の症候と診断を説明できる。,D-15-03-na-06,
人体各器官の正常構造と機能、病態、診断、治療,精神系,,不安障害群と心的外傷及びストレス因関連障害群の症候と診断を説明できる。,D-15-03-na-07,
人体各器官の正常構造と機能、病態、診断、治療,精神系,,身体症状症及び関連症群、食行動障害及び摂食障害群の症候と診断を説明できる。,D-15-03-na-08,
人体各器官の正常構造と機能、病態、診断、治療,精神系,,解離性障害群の症候、診断と治療を説明できる。,D-15-03-na-09,
人体各器官の正常構造と機能、病態、診断、治療,精神系,,パーソナリティ障害群を概説できる。,D-15-03-na-10,
人体各器官の正常構造と機能、病態、診断、治療,精神系,,知的能力障害群と自閉症スペクトラム障害(autism spectrum disorder <ASD>)を概説できる。,D-15-03-na-11,
人体各器官の正常構造と機能、病態、診断、治療,精神系,,注意欠如・多動障害(attention deficit / hyperactivity disorder <ADHD>)と運動障害群を概説できる。,D-15-03-na-12,
全身に及ぶ生理的変化、病態、診断、治療,遺伝医療・ゲノム医療,,集団遺伝学の基礎としてHardy-Weinbergの法則を概説できる。,E-01-01-na-01,
全身に及ぶ生理的変化、病態、診断、治療,遺伝医療・ゲノム医療,,家系図を作成、評価（Bayesの定理、リスク評価）できる。,E-01-01-na-02,
全身に及ぶ生理的変化、病態、診断、治療,遺伝医療・ゲノム医療,,生殖細胞系列変異と体細胞変異の違いを説明でき、遺伝学的検査の目的と意義を概説できる。,E-01-01-na-03,
全身に及ぶ生理的変化、病態、診断、治療,遺伝医療・ゲノム医療,,遺伝情報の特性（不変性、予見性、共有性）を説明できる。,E-01-01-na-04,
全身に及ぶ生理的変化、病態、診断、治療,遺伝医療・ゲノム医療,,遺伝カウンセリングの意義と方法を説明できる。,E-01-01-na-05,
全身に及ぶ生理的変化、病態、診断、治療,遺伝医療・ゲノム医療,,遺伝医療における倫理的・法的・社会的配慮を説明できる。,E-01-01-na-06,
全身に及ぶ生理的変化、病態、診断、治療,遺伝医療・ゲノム医療,,遺伝医学関連情報にアクセスすることができる。,E-01-01-na-07,
全身に及ぶ生理的変化、病態、診断、治療,遺伝医療・ゲノム医療,,遺伝情報に基づく治療や予防をはじめとする適切な対処法を概説できる。,E-01-01-na-08,
全身に及ぶ生理的変化、病態、診断、治療,感染症,,敗血症の症候と診断と治療を説明できる。,E-02-01-na-01,
全身に及ぶ生理的変化、病態、診断、治療,感染症,,市中感染症と院内（病院）感染症を説明できる。,E-02-01-na-02,
全身に及ぶ生理的変化、病態、診断、治療,感染症,,医療器具関連感染症（血管留置カテーテル、尿道カテーテル、人工呼吸器）、術後感染症、手術部位感染症、を説明できる。,E-02-01-na-03,
全身に及ぶ生理的変化、病態、診断、治療,感染症,,薬剤耐性(antimicrobial resistance <AMR>)、菌交代現象・菌交代症、薬剤耐性菌（Methicillin-resistant Staphylococcus aureus <MRSA>、バンコマイシン耐性腸球菌(vancomycin-resistant Enterococci <VRE>)、基質特異性拡張型βラクタマーゼ(extended spectrum beta-lactamase <ESBL>)産生Gram陰性桿菌、多剤耐性アシネトバクター属菌、カルバペネム耐性腸内細菌科細菌等）を概説できる。,E-02-01-na-04,
全身に及ぶ生理的変化、病態、診断、治療,感染症,,コロナイゼーションと感染症発症の違いを説明できる。,E-02-01-na-05,
全身に及ぶ生理的変化、病態、診断、治療,感染症,,コンプロマイズドホストと日和見感染症を説明できる。,E-02-01-na-06,
全身に及ぶ生理的変化、病態、診断、治療,感染症,,新興・再興感染症（中東呼吸器症候群(Middle East respiratory syndrome <MERS>)、ジカ熱、劇症型A群レンサ球菌感染症等）、人獣共通感染症、バイオテロに関連する感染症を列挙できる。,E-02-01-na-07,
全身に及ぶ生理的変化、病態、診断、治療,感染症,,各病原微生物、各感染臓器の診断の手がかりとなる病歴と身体所見を説明できる。,E-02-02-na-01,
全身に及ぶ生理的変化、病態、診断、治療,感染症,,ウイルス感染症診断における抗原検査、核酸増幅検査、血清抗体検査を説明できる。,E-02-02-na-02,
全身に及ぶ生理的変化、病態、診断、治療,感染症,,細菌感染症診断における直接塗抹、Gram染色、培養検査、抗原検査、核酸増幅検査、毒素検出検査、血清抗体検査を説明できる,E-02-02-na-03,
全身に及ぶ生理的変化、病態、診断、治療,感染症,,真菌感染症診断における直接塗抹、培養検査、抗原検査、核酸増幅検査を説明できる。,E-02-02-na-04,
全身に及ぶ生理的変化、病態、診断、治療,感染症,,病原微生物及び感染臓器ごとの適切な抗微生物薬を説明できる。,E-02-02-na-05,
全身に及ぶ生理的変化、病態、診断、治療,感染症,,抗菌薬適正使用(antimicrobial stewardship <AMS>)を説明できる。,E-02-02-na-06,
全身に及ぶ生理的変化、病態、診断、治療,感染症,,予防接種について、適応と意義、種類とそれぞれの投与方法を説明できる。,E-02-02-na-07,
全身に及ぶ生理的変化、病態、診断、治療,感染症,,感染症法を概説できる。,E-02-02-na-08,
全身に及ぶ生理的変化、病態、診断、治療,感染症,,ショック,E-02-03-na-01,
全身に及ぶ生理的変化、病態、診断、治療,感染症,,発熱,E-02-03-na-02,
全身に及ぶ生理的変化、病態、診断、治療,感染症,,けいれん,E-02-03-na-03,
全身に及ぶ生理的変化、病態、診断、治療,感染症,,意識障害・失神,E-02-03-na-04,
全身に及ぶ生理的変化、病態、診断、治療,感染症,,脱水,E-02-03-na-05,
全身に及ぶ生理的変化、病態、診断、治療,感染症,,全身倦怠感,E-02-03-na-06,
全身に及ぶ生理的変化、病態、診断、治療,感染症,,黄疸,E-02-03-na-07,
全身に及ぶ生理的変化、病態、診断、治療,感染症,,発疹,E-02-03-na-08,
全身に及ぶ生理的変化、病態、診断、治療,感染症,,リンパ節腫脹,E-02-03-na-09,
全身に及ぶ生理的変化、病態、診断、治療,感染症,,浮腫,E-02-03-na-10,
全身に及ぶ生理的変化、病態、診断、治療,感染症,,胸水,E-02-03-na-11,
全身に及ぶ生理的変化、病態、診断、治療,感染症,,胸痛・胸部圧迫感,E-02-03-na-12,
全身に及ぶ生理的変化、病態、診断、治療,感染症,,呼吸困難・息切れ,E-02-03-na-13,
全身に及ぶ生理的変化、病態、診断、治療,感染症,,咳・痰,E-02-03-na-14,
全身に及ぶ生理的変化、病態、診断、治療,感染症,,血痰・喀血,E-02-03-na-15,
全身に及ぶ生理的変化、病態、診断、治療,感染症,,頭痛・頭重感,E-02-03-na-16,
全身に及ぶ生理的変化、病態、診断、治療,感染症,,腹痛,E-02-03-na-17,
全身に及ぶ生理的変化、病態、診断、治療,感染症,,悪心、嘔吐,E-02-03-na-18,
全身に及ぶ生理的変化、病態、診断、治療,感染症,,便秘・下痢・血便,E-02-03-na-19,
全身に及ぶ生理的変化、病態、診断、治療,感染症,,吐血・下血,E-02-03-na-20,
全身に及ぶ生理的変化、病態、診断、治療,感染症,,血尿・タンパク尿,E-02-03-na-21,
全身に及ぶ生理的変化、病態、診断、治療,感染症,,㉒関節痛、関節腫脹,E-02-03-na-22,
全身に及ぶ生理的変化、病態、診断、治療,感染症,,㉓腰背部痛,E-02-03-na-23,
全身に及ぶ生理的変化、病態、診断、治療,感染症,,インフルエンザの症候と診断と治療を説明できる。,E-02-04-01-01,
全身に及ぶ生理的変化、病態、診断、治療,感染症,,麻疹の症候と診断と合併症及び予防法を説明できる。,E-02-04-01-02,
全身に及ぶ生理的変化、病態、診断、治療,感染症,,風疹の症候と診断と合併症及び予防法を説明できる。,E-02-04-01-03,
全身に及ぶ生理的変化、病態、診断、治療,感染症,,水痘・帯状疱疹の症候と診断と治療及び予防法を説明できる。,E-02-04-01-04,
全身に及ぶ生理的変化、病態、診断、治療,感染症,,流行性耳下腺炎（ムンプス）の症候と診断と合併症及び予防法を説明できる。,E-02-04-01-05,
全身に及ぶ生理的変化、病態、診断、治療,感染症,,ヒト免疫不全ウイルス<HIV>感染症の症候と診断と治療及び感染対策を説明できる。,E-02-04-01-06,
全身に及ぶ生理的変化、病態、診断、治療,感染症,,単純ヘルペスウイルス感染症、伝染性紅斑、手足口病、突発性発疹、咽頭結膜熱、伝染性単核(球)症を説明できる。,E-02-04-01-07,
全身に及ぶ生理的変化、病態、診断、治療,感染症,,サイトメガロウイルス<CMV>感染症を説明できる。,E-02-04-01-08,
全身に及ぶ生理的変化、病態、診断、治療,感染症,,ヒトT細胞白血病ウイルス(human T-cell leukemia virus type 1 <HTLV-I>)感染症を説明できる。,E-02-04-01-09,
全身に及ぶ生理的変化、病態、診断、治療,感染症,,プリオン病を説明できる。,E-02-04-01-10,
全身に及ぶ生理的変化、病態、診断、治療,感染症,,黄色ブドウ球菌感染症の症候と診断と治療を説明できる。,E-02-04-02-01,
全身に及ぶ生理的変化、病態、診断、治療,感染症,,A群β溶血性レンサ球菌感染症の症候と診断と治療を説明できる。,E-02-04-02-02,
全身に及ぶ生理的変化、病態、診断、治療,感染症,,肺炎球菌感染症の症候と診断と治療と予防法を説明できる。,E-02-04-02-03,
全身に及ぶ生理的変化、病態、診断、治療,感染症,,インフルエンザ(桿)菌感染症とMoraxella catarrhalis感染症を説明できる。,E-02-04-02-04,
全身に及ぶ生理的変化、病態、診断、治療,感染症,,緑膿菌感染症の症候と診断と治療を説明できる。,E-02-04-02-05,
全身に及ぶ生理的変化、病態、診断、治療,感染症,,大腸菌感染症の症候と診断と治療を説明できる。,E-02-04-02-06,
全身に及ぶ生理的変化、病態、診断、治療,感染症,,Clostridium difficile感染症の症候と診断と治療を説明できる。,E-02-04-02-07,
全身に及ぶ生理的変化、病態、診断、治療,感染症,,結核症、非結核性（非定型）抗酸菌症の症候と診断と治療及び予防法を説明できる。,E-02-04-02-08,
全身に及ぶ生理的変化、病態、診断、治療,感染症,,マイコプラズマ感染症を説明できる。,E-02-04-02-09,
全身に及ぶ生理的変化、病態、診断、治療,感染症,,クラミジア感染症を説明できる。,E-02-04-02-10,
全身に及ぶ生理的変化、病態、診断、治療,感染症,,レジオネラ感染症を説明できる。,E-02-04-02-11,
全身に及ぶ生理的変化、病態、診断、治療,感染症,,リケッチア感染症を説明できる。,E-02-04-02-12,
全身に及ぶ生理的変化、病態、診断、治療,感染症,,カンピロバクター、サルモネラ、リステリア感染症を説明できる。,E-02-04-02-13,
全身に及ぶ生理的変化、病態、診断、治療,感染症,,カンジダ症、クリプトコックス症、アスペルギルス症の症候と診断と治療を説明できる。,E-02-04-03-01,
全身に及ぶ生理的変化、病態、診断、治療,感染症,,ニューモシスチス肺炎の症候と診断と治療を説明できる。,E-02-04-03-02,
全身に及ぶ生理的変化、病態、診断、治療,感染症,,主な寄生虫感染症（回虫症、アニサキス症、吸虫症）を説明できる。,E-02-04-03-03,
全身に及ぶ生理的変化、病態、診断、治療,感染症,,主な原虫感染症（マラリア、トキソプラズマ症、アメーバ赤痢）を説明できる。,E-02-04-03-04,
全身に及ぶ生理的変化、病態、診断、治療,感染症,,性感染症の原因微生物を説明できる,E-02-04-04-01,
全身に及ぶ生理的変化、病態、診断、治療,感染症,,梅毒の症候と診断と治療を説明できる。,E-02-04-04-02,
全身に及ぶ生理的変化、病態、診断、治療,感染症,,淋菌感染症の診断と治療を説明できる。,E-02-04-04-03,
全身に及ぶ生理的変化、病態、診断、治療,感染症,,性器クラミジア、性器ヘルペス、尖圭コンジローマの診断と治療を説明できる。,E-02-04-04-04,
