第2層,第3層,第4層,UID,H28対応項目,メモ,H28の記述,査読への返答,A,B,C,D,E,F,G,H,I
全身に及ぶ生理的変化、病態、診断、治療,腫瘍,主な腫瘍の手術療法を説明できる。放射線療法・インターベンショナル・ラディオロジー(IVR)を説明できる,JkxnuY4,E-03-03-na-03,"編集あり,編集あり(校正者)",,,,,手術療法と、放射線療法・IVRは項目としてわけては。「主な腫瘍の手術療法を説明できる。」後者は332と統合して「主な腫瘍の放射線療法・インターベンショナル・ラディオロジー(IVR)の生物学的原理と、人体への急性影響と晩発影響を説明できる。」,,,,,治療法は腫瘍によって異なるので総論は不要ではないでしょうか,
全身に及ぶ生理的変化、病態、診断、治療,腫瘍,腫瘍の薬物療法（細胞障害性抗癌薬、分子標的治療薬）、造血幹細胞移植、がん免疫に関する治療法を説明できる,JkxnuY8,E-03-03-na-04,"編集あり,チェックポイント阻害剤以外も包含(校正者)",,,,,272にあわせるなら「主な腫瘍の〜」,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,腫瘍,腫瘍に対する支持療法を説明できる。患者に対する緩和ケアを説明できる,JkxnuZA,"E-03-03-na-06,E-03-03-na-07",編集あり(校正者),,,,,技能158とあわせて「がん治療と同時に行われる支持療法・緩和ケア、およびそれにおける患者・家族の心理を説明できる」,,腫瘍に特化した問題ではないので、別の総論に統合し、これは割愛,,,,
全身に及ぶ生理的変化、病態、診断、治療,腫瘍,腫瘍性疾患患者が直面する社会的・精神的な課題を説明できる,JkxnuZE,E-03-04-na-03,身体的状況は症候に含まれる(校正者),,,,,253と統合して、「腫瘍性疾患患者に見られる身体症状（発熱・食欲低下・体重減少・貧血・リンパ節腫脹・サルコペニアなど）、社会的・精神的課題を説明できる」,,腫瘍に特化した問題ではないので、別の総論に統合し、これは割愛。ＡＬＳなどの神経疾患にも同様の項目が別立てで必要になる。,,,,
全身に及ぶ生理的変化、病態、診断、治療,免疫・アレルギー,免疫血清学検査の原理と検査結果の臨床的意義を説明できる,JkxnuZI,E-04-01-na-01,自己抗体はだいぶ狭い内容です。免疫血清学検査としました。（YM）(校正者),,,,,,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,免疫・アレルギー,ショック,JkxnuZM,E-04-02-na-01,症候をまとめるかセルに入れるか統一した方が良いと思います。（KY）,,,,,312で扱われている,,,,,277-286の症候で分ける必要があるでしょうか,
全身に及ぶ生理的変化、病態、診断、治療,免疫・アレルギー,発熱,JkxnuZQ,E-04-02-na-02,,,,,,技能案件,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,免疫・アレルギー,全身倦怠感,JkxnuZU,E-04-02-na-03,,,,,,技能案件,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,免疫・アレルギー,皮疹,JkxnuZY,E-04-02-na-04,（そもそもチームにも提案したいのですが）発疹は一過性の皮疹の総称ですから、皮疹とされてはいかがでしょうか。(校正者),,,,,皮疹と発疹とどちらにするか。いずれにしても132で扱えばいいのでは？,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,免疫・アレルギー,リンパ節腫脹,JkxnuZc,E-04-02-na-06,,,,,,技能案件,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,免疫・アレルギー,浮腫,JkxnuZg,E-04-02-na-07,,,,,,技能案件,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,免疫・アレルギー,呼吸困難,JkxnuZk,E-04-02-na-08,息切れ削除,,,,,技能案件,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,免疫・アレルギー,咳・痰,JkxnuZo,E-04-02-na-09,,,,,,技能案件,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,免疫・アレルギー,血尿,JkxnuZs,E-04-02-na-10,（そもそもチームの作業で「血尿」のみとなりました。,,,,,技能案件,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,免疫・アレルギー,関節痛・関節腫脹,JkxnuZw,E-04-02-na-11,,,,,,技能案件,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,免疫・アレルギー,膠原病、血管炎、リウマチ性疾患、アレルギー性疾患、自己免疫疾患の概念を区別して理解し、それぞれに含まれる疾患を列挙できる。またこれらに使用する治療薬について説明できる。,JkxnuZ0,"E-04-03-01-01,E-04-03-01-02,E-04-03-01-03",総論的な内容ですが、これでいかがでしょうか。　アナフィラキシーショックのことや最近の分子標的治療薬のことを踏まえると、総論的な免疫系作用薬の学習は必要かと思いますがいかがでしょうか。(校正者),,治療総論を加えることに賛成です,,,治療薬まで１つの項目に含めると、項目としてややチャンクが大きすぎて、カリキュラムの策定に落とし込みにくいです。「主な免疫系作用薬の作用機序と適応を説明できる」を別立てとしては。,,,,,288以降に治療が含まれるのでそこまでは言及不要ではないでしょうか,
全身に及ぶ生理的変化、病態、診断、治療,免疫・アレルギー,関節リウマチの病態生理、症候、診断、治療とリハビリテーションを説明でき、節外症状を説明できる。,JkxnuZ4,"E-04-03-02-01,E-04-03-02-02",卒業時の到達目標ですからリストアップされる疾患名は必然的に増えるかと思われます。関節リウマチとその他と別立てにしてみました。(校正者),,,,,「関節リウマチの病態生理、症状・症候（節外症状含む）、診断、治療とリハビリテーションを説明できる。」,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,免疫・アレルギー,他のリウマチ性疾患（強直性脊椎炎・反応性関節炎・乾癬性関節炎・掌蹠膿疱症性関節炎・結晶誘発性関節炎・変形性関節症・リウマチ性多発筋痛症・線維筋痛症・IgG4関連疾患・再発性多発軟骨炎・リウマチ熱）の病態生理、症候、診断、治療とリハビリテーションを説明でき、節外症状を説明できる。,JkxnuZ8,,"新設,卒業時の到達目標ですからリストアップされる疾患名は必然的に増えるかと思われます。関節リウマチとその他と別立てにしてみました。(校正者)",,コアとして必要なもののみの記載？,,,「〜、症状・症候（節外症状含む）、」,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,免疫・アレルギー,成人Still病、若年性特発性関節炎(juvenile idiopathic arthritis <JIA>)の病態、診断、治療について説明できる。,JkxnuaA,"E-04-03-02-03,E-04-03-02-04",,,,,,,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,免疫・アレルギー,全身性エリテマトーデス<SLE>の病態生理、症候、診断と治療、合併症（中枢神経ループス・ループス腎炎・抗リン脂質抗体症候群）の病態生理、症候、診断と治療を説明できる。,JkxnuaE,"E-04-03-03-01,E-04-03-03-02,E-04-03-03-03",（そもそもチームへの提案）SLEは何でも起こしますからそもそも本領域でE-4-2の症候を立てる意義があるのかが悩ましいところです（YM）　SLEの合併症　中枢神経ループスとしました。　あと「など」も付けました。(校正者),,,,,,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,免疫・アレルギー,全身性強皮症の病態生理、分類、症候、診断及び臓器病変（特に肺・腎）を説明できる。,JkxnuaI,E-04-03-04-01,,,,,,,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,免疫・アレルギー,皮膚筋炎・多発性筋炎の症候、診断、治療及び合併症（間質性肺炎・悪性腫瘍）を説明できる。,JkxnuaM,E-04-03-04-02,,,,,,,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,免疫・アレルギー,混合性結合組織病を概説できる。,JkxnuaQ,E-04-03-04-03,これが「概説」だけでよいのか悩みました。(校正者),,説明でよいと思います,,,「〜の病態生理、症状・症候、診断、治療を概説できる（あるいは、説明できる）」,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,免疫・アレルギー,Sjögren症候群を概説できる。,JkxnuaU,E-04-03-04-04,これが「概説」だけでよいのか悩みました。(校正者),,説明でよいと思います,,,「〜の病態生理、症状・症候、診断、治療を概説できる（あるいは、説明できる）」,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,免疫・アレルギー,血管炎症候群に含まれる疾患（巨細胞性動脈炎・高安動脈炎・結節性多発動脈炎・顕微鏡的多発血管炎・多発血管炎性肉芽腫症・好酸球性多発血管炎性肉芽腫症・IgA血管炎・川崎病・悪性関節リウマチ・抗GBM病）を分類/列挙し、その病態生理、症候、診断と治療を説明できる。,JkxnuaY,E-04-03-05-01,全身性血管炎を血管炎症候群として、医師国家試験出題基準と照合させて、とくに重要なものをピックアップしました。(校正者),,コアのもののみの記載？,,,,,抗GBM病は専門的すぎるので割愛。,,,,
全身に及ぶ生理的変化、病態、診断、治療,免疫・アレルギー,Behçet病の症候、診断と治療を説明できる。,Jkxnuac,E-04-03-05-02,,,,,,,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,免疫・アレルギー,主要な全身性アレルギー性疾患の分類、特徴、診断および治療を概説できる。,Jkxnuag,"E-04-03-06-01,E-04-03-06-02,E-04-03-06-03","ワードファイルには「主要な全身性アレルギー性疾患の分類と特徴、アナフィラキシー、食物アレルギーの症候、診断と治療を説明できる。」とありました。（KY）,診断と治療は医学生卒業時に必須ではないでしょうか（とくにアナフィラキシーショックを意識）。(校正者)",,メモ案に賛成です,,,,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,免疫・アレルギー,原発性免疫不全症の病態、診断と治療を概説できる。,Jkxnuak,E-04-03-07-01,,,,,,「〜の病態、症状・症候、診断、治療を概説できる（あるいは、説明できる）」,,,,82と重なります,,
全身に及ぶ生理的変化、病態、診断、治療,免疫・アレルギー,二次性免疫不全症（悪性腫瘍・医原性・自己免疫疾患による）の病態、診断と治療を概説できる。,Jkxnuao,,"新設,AIDSは感染症で(校正者)",,感染症へ記載,,,「〜の病態、症状・症候、診断、治療を概説できる（あるいは、説明できる）」,,,,82と重なります,,
全身に及ぶ生理的変化、病態、診断、治療,免疫・アレルギー,自己炎症性疾患の病態、診断、治療を説明できる。,Jkxnuas,,"新設,痛風、偽痛風は11他のリウマチ疾患に含めてはいかがでしょうか。(校正者)",,H28でももともと別分類、機序も考えると別項目では？,,,288-297と重複しそうですが、必要ですか？削除でよいのでは？,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,救急系（中毒・環境因子による疾患を含む）,地域の救急医療体制について病院前救護体制、メディカルコントロール、初期・二次・三次救急医療の概念を用いて説明できる,Jkxnuaw,G-04-01-07-05,新設,,救急関連をこの項目（第3層）へ移動,,,,,,,,技能188と重なります,
全身に及ぶ生理的変化、病態、診断、治療,救急系（中毒・環境因子による疾患を含む）,意識障害,Jkxnua0,E-05-02-na-03,"E-05-02-na-02,E-05-02-na-04,E-05-02-na-05,E-05-02-na-06,E-05-02-na-07,E-05-02-na-12,E-05-02-na-14は削除(校正者)",,,,,技能で扱う？,,,,,303-311症候は必要でしょうか（ショックはあってもいい気がしますが）,
全身に及ぶ生理的変化、病態、診断、治療,救急系（中毒・環境因子による疾患を含む）,失神,Jkxnua4,E-05-02-na-03,,,,,,技能で扱う？,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,救急系（中毒・環境因子による疾患を含む）,けいれん,Jkxnua8,E-02-03-na-03,新設,,,,,技能で扱う？,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,救急系（中毒・環境因子による疾患を含む）,呼吸困難,JkxnubA,E-05-02-na-08,,,,,,技能で扱う？,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,救急系（中毒・環境因子による疾患を含む）,胸痛,JkxnubE,E-02-03-na-12,新設,,,,,技能で扱う？,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,救急系（中毒・環境因子による疾患を含む）,運動麻痺・筋力低下,JkxnubI,E-05-02-na-09,,,,,,技能で扱う？,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,救急系（中毒・環境因子による疾患を含む）,腹痛,JkxnubM,E-05-02-na-10,,,,,,技能で扱う？,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,救急系（中毒・環境因子による疾患を含む）,悪心・嘔吐,JkxnubQ,E-05-02-na-11,,,,,,技能で扱う？,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,救急系（中毒・環境因子による疾患を含む）,吐血,JkxnubU,E-05-02-na-13,,,,,,技能で扱う？,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,救急系（中毒・環境因子による疾患を含む）,ショックの原因分類（①血流分布異常性ショック（アナフィラキシー、敗血症性、神経原性）、②循環血液量減少性ショック（出血性、体液喪失）、③心原性ショック（心筋収縮力低下、弁疾患、不整脈）、④閉塞性ショック（心タンポナーデ、肺塞栓症、緊張性気胸））とそれぞれの病態および診断の要点を説明できる。,JkxnubY,"C-04-04-na-03, F-01-05-na-01,F-01-05-na-02, G-02-05-na-01,G-02-05-na-02,G-02-05-na-03,G-02-05-na-04,G-02-05-na-05,G-02-05-na-06,G-02-05-na-07,G-02-05-na-08,G-02-05-na-09,G-02-05-na-10,G-02-05-na-11",技能チームと議論しF/Gのショックの内容を引き取り,,,,,,,,,,,＊第4層の文章が長くて、スプレッドシートで全文が確認できません。
全身に及ぶ生理的変化、病態、診断、治療,救急系（中毒・環境因子による疾患を含む）,ショック状態にある患者の初期対応および原因に応じた治療を説明できる。,Jkxnubc,F-01-05-na-02,,,,,,,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,救急系（中毒・環境因子による疾患を含む）,心肺停止の原因分類（①心血管原性（急性心筋梗塞、急性大動脈解離、大動脈瘤破裂、肺塞栓）、②呼吸原性（気道閉塞、緊張性気胸、肺実質病変による低酸素血症）、③ 神経原性（重症頭部・脊髄外傷、急性くも膜下出血）、④中毒・環境要因（中毒、熱中症、低体温症）、⑤電解質・酸塩基平衡異常（低・高カリウム血症、アシドーシス、低血糖）と病態および診断の要点を説明できる。,Jkxnubg,"F-01-06-na-01, F-01-06-na-02, G-02-06-na-01,G-02-06-na-02,G-02-06-na-03,G-02-06-na-04,G-02-06-na-05,G-02-06-na-06,G-02-06-na-07,G-02-06-na-08,G-02-06-na-09,G-02-06-na-10,G-02-06-na-11",技能チームと議論しF/Gの心停止の内容を引き取り,,,,,,,,,,,＊第4層の文章が長くて、スプレッドシートで全文が確認できません。
全身に及ぶ生理的変化、病態、診断、治療,救急系（中毒・環境因子による疾患を含む）,心肺停止患者の初期対応（一次・二次救命処置）および原因に応じた治療を説明できる。,Jkxnubk,F-01-06-na-03,,,,,,,,,,,技能175-176で実施となっています,
全身に及ぶ生理的変化、病態、診断、治療,救急系（中毒・環境因子による疾患を含む）,中毒患者が呈するトキシドロームに基づき病歴および身体所見から中毒の起因物質を推定できる。,Jkxnubo,E-05-01-na-01,修正,,,,,,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,救急系（中毒・環境因子による疾患を含む）,中毒患者への治療としての「吸収の阻害」、「排泄の促進」、「拮抗薬」の適応および禁忌について概説できる,Jkxnubs,E-05-03-01-03,修正,,,,,「」は不要では。,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,救急系（中毒・環境因子による疾患を含む）,以下の中毒に関して、病因（発生機序）、症候、診断と治療を説明できる。食中毒、ガス中毒（一酸化炭素中毒、硫化水素、青酸ガス）農薬（有機リン・有機塩素）、アルコール、薬物（睡眠薬・向精神薬・解熱鎮痛薬・麻薬・覚醒剤）,Jkxnubw,"E-05-03-01-01, E-05-03-01-02, E-05-03-01-02, E-05-03-01-05, E-05-03-01-06",統合,,,,,「以下の〜」とするか、文中に列挙するか、他とあわせたほうがよい,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,救急系（中毒・環境因子による疾患を含む）,以下の中毒を概説できる。水銀、鉛、青酸、ヒ素、パラコート、自然毒、腐食剤による中毒（酸、アルカリ、フッ化水素）、ボタン電池誤飲 。,Jkxnub0,E-05-03-01-04,,,,,,「以下の〜」とするか、文中に列挙するか、他とあわせたほうがよい,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,救急系（中毒・環境因子による疾患を含む）,高温による障害（熱中症）、低温による障害（低体温症）を説明できる。,Jkxnub4,"E-05-03-02-01,E-05-03-02-02",,,,,,何を説明できるかが具体的なほうがよい。「〜の病態、症状・症候、診断、治療について説明できる」,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,救急系（中毒・環境因子による疾患を含む）,気圧、振動、騒音による障害について説明できる。,Jkxnub8,"E-05-03-02-03, E-05-03-02-04",振動と騒音について、産業医学領域と協議中(校正者),,産業医学へ？,,,,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,救急系（中毒・環境因子による疾患を含む）,熱傷の重症度を評価し（気道熱傷の有無、熱傷面積および深達度）、治療方針を説明できる。,JkxnucA,"E-05-03-03-01,E-05-03-03-02, F-01-37-na-01,F-01-37-na-02,F-01-37-na-03",,,,,,,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,放射線の生体影響と放射線障害,放射線の種類と放射能、これらの性質・定量法・単位を説明できる。,JkxnucE,E-06-01-na-01,"このまま残す,3層を「放射線の生体影響と適切な利用と放射線障害」に変更する方がいいと思います(校正者)",,3層を「放射線の生体影響、適切な利用と放線障害」に変更」に,,,,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,放射線の生体影響と放射線障害,内部被ばくと外部被ばくについて、線量評価やその病態、症候、診断と治療を説明できる。,JkxnucI,E-06-01-na-02,このまま残す,,,,,,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,放射線の生体影響と放射線障害,放射線及び電磁波の人体（胎児を含む）への影響（急性影響と晩発影響）を説明できる。,JkxnucM,E-06-01-na-03,このまま残す,,,,,332と重複？まとめて「放射線および電磁波の遺伝子、細胞への作用と細胞死の機序、人体（胎児を含む）への局所的および全身的影響（急性影響と晩発影響）を説明できる」,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,放射線の生体影響と放射線障害,種々の正常組織の放射線の透過性や放射線感受性の違いを説明できる。,JkxnucQ,E-06-01-na-04,このまま残す,,,,,,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,放射線の生体影響と放射線障害,磁気共鳴画像法<MRI>で用いられている磁場や電磁波による人体や植え込みデバイスの発熱等の現象を概説できる。,JkxnucU,E-06-01-na-05,このまま残す,,,,,,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,放射線の生体影響と放射線障害,放射線の遺伝子、細胞への作用と放射線による細胞死の機序、局所的・全身的影響を説明できる。,JkxnucY,E-06-01-na-06,このまま残す,,,,,332と重複、削除？,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,放射線の生体影響と放射線障害,放射線被ばく低減の３原則と安全管理を説明できる。,Jkxnucc,E-06-01-na-07,このまま残す,,,,,333と重複、削除？,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,放射線の生体影響と放射線障害,放射線診断やインターベンショナルラジオロジーの被ばく軽減の原則を知り、それを実行できる。,Jkxnucg,E-06-02-na-01,放射線を用いる画像検査（X線写真、CT、血管造影インターベンショナルラジオロジー、Ｘ線透視等）の被ばく軽減の原則を知り、それを実行できる。,,メモ案に変更,,,331と重複、削除,,実行できる→原則を理解できる,,,,
全身に及ぶ生理的変化、病態、診断、治療,放射線の生体影響と放射線障害,放射線診断（エックス線撮影、コンピュータ断層撮影<CT>、核医学）や血管造影及びインターベンショナルラジオロジーの利益とコスト･リスク（被ばく線量、急性、晩発影響等）を知り、適応の有無を判断できる。,Jkxnuck,E-06-02-na-02,このまま残す,,,,,技能73と重複。インターベンショナルラジオロジー<IVR>,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,放射線の生体影響と放射線障害,放射線治療の生物学的原理と、人体への急性影響と晩発影響を説明できる。,Jkxnuco,E-06-02-na-03,このまま残す,,,,,,,,,,,
全身に及ぶ生理的変化、病態、診断、治療,放射線の生体影響と放射線障害,医療被ばくに関して、放射線防護と安全管理を説明できる。,Jkxnucs,E-06-02-na-04,このまま残す,,,,,,,,,「医療被ばくと職業被ばくに関して～」と、職業被ばくを追記（厚生労働省労働衛生課要望）,,
全身に及ぶ生理的変化、病態、診断、治療,放射線の生体影響と放射線障害,内部被ばくと外部被ばくの病態、症候、線量評価、治療を説明できる。,Jkxnucw,E-06-04-na-01,,,,,,324と重複,,削除,,,,
,,,Jkxnuc0,,,,,,,,,,,,,
