,第2層,第3層,第4層,H28対応項目,メモ
8676,患者情報の統合、分析と評価、診療計画,治療計画,全人的苦痛を説明できる。,F-02-16-na-02,
8677,患者情報の統合、分析と評価、診療計画,治療計画,緩和ケアにおいて頻度の高い身体的苦痛、心理社会的苦痛を列挙することができる。,F-02-16-na-03,
8678,患者情報の統合、分析と評価、診療計画,治療計画,疼痛のアセスメント、疼痛緩和の薬物療法、癌疼痛治療法を説明できる。,F-02-16-na-04,
8679,患者情報の統合、分析と評価、診療計画,治療計画,オピオイドの適応と課題を説明できる。,F-02-16-na-05,
8680,患者情報の統合、分析と評価、診療計画,治療計画,緩和ケアにおける患者・家族の心理を説明できる。,F-02-16-na-06,
8681,患者情報の統合、分析と評価、診療計画,治療計画,科学的根拠に基づいた治療法を述べることができる。,F-03-04-na-02,
8682,患者情報の統合、分析と評価、診療計画,治療計画,治療の立案・実施に可能な範囲で参加できる。,F-03-05-08-03,治療手技も
8683,患者情報の統合、分析と評価、診療計画,治療計画,外科的治療の適応を知る。,G-04-01-02-01,
8684,患者情報の統合、分析と評価、診療計画,治療計画,手術計画の立案に可能な範囲で参加する。,G-04-01-02-02,
8685,患者情報の統合、分析と評価、診療計画,治療計画,周術期管理に可能な範囲で参加する。,G-04-01-02-03,
8686,患者情報の統合、分析と評価、診療計画,治療計画,手術を含めた婦人科的治療に可能な範囲で参加する。,G-04-01-04-05,
8687,患者情報の統合、分析と評価、診療計画,治療計画,健康問題に対する包括的アプローチ（複数の健康問題の相互作用等）を体験する。,G-04-01-06-02,
8688,患者情報の統合、分析と評価、診療計画,治療計画,家族や地域といった視点をもち、心理・社会的背景により配慮した診療に可能な範囲で参加する。,G-04-01-06-03,
8689,患者情報の統合、分析と評価、診療計画,治療計画,在宅医療を体験する。,G-04-01-06-04,
8690,患者情報の統合、分析と評価、診療計画,治療計画,治療やマネジメントに関して意思決定するために、患者側と情報共有や摺り合わせをすることができる。,F-02-01-na-07,
8691,患者情報の統合、分析と評価、診療計画,治療計画,放射線治療の原理を説明し、主な放射線治療法を列挙できる。,F-02-05-na-03,
8692,患者情報の統合、分析と評価、診療計画,治療計画,放射線診断・治療による利益と不利益を説明できる。,F-02-05-na-04,
8693,患者情報の統合、分析と評価、診療計画,治療計画,インターベンショナルラジオロジー（画像誘導下治療）を概説できる。,F-02-05-na-05,
8694,患者情報の統合、分析と評価、診療計画,治療計画,内視鏡を用いる治療を概説できる。,F-02-06-na-03,内視鏡治療の適応を説明できるに修正を提案(近藤)
8695,患者情報の統合、分析と評価、診療計画,治療計画,超音波を用いる治療を概説できる。,F-02-07-na-04,
8696,患者情報の統合、分析と評価、診療計画,治療計画,薬物（オピオイドを含む）の蓄積、耐性、タキフィラキシー、依存、習慣性や嗜癖を説明できる。,F-02-08-na-01,
8697,患者情報の統合、分析と評価、診療計画,治療計画,主な薬物アレルギーの症候、診察、診断を列挙し、予防策と対処法を説明できる。,F-02-08-na-02,
8698,患者情報の統合、分析と評価、診療計画,治療計画,各臓器系統（中枢・末梢神経、循環器、呼吸器、消化器、腎泌尿器、血液、内分泌等）に作用する薬の薬理作用、適応、有害事象、投与時の注意事項を説明できる。,F-02-08-na-04,
8699,患者情報の統合、分析と評価、診療計画,治療計画,抗微生物薬の薬理作用、適応、有害事象、投与時の注意事項を説明できる。,F-02-08-na-05,
8700,患者情報の統合、分析と評価、診療計画,治療計画,抗腫瘍薬の適応、有害事象、投与時の注意事項を説明できる。,F-02-08-na-06,
8701,患者情報の統合、分析と評価、診療計画,治療計画,麻薬性鎮痛薬・鎮静薬の適応、有害事象、投与時の注意事項を説明できる。,F-02-08-na-07,
8702,患者情報の統合、分析と評価、診療計画,治療計画,主な薬物の有害事象を概説できる。,F-02-08-na-08,
8703,患者情報の統合、分析と評価、診療計画,治療計画,年齢や臓器障害に応じた薬物動態の特徴を考慮して薬剤投与の注意点を説明できる。,F-02-08-na-09,
8704,患者情報の統合、分析と評価、診療計画,治療計画,薬物動態的相互作用について例を挙げて説明できる。,F-02-08-na-10,
8705,患者情報の統合、分析と評価、診療計画,治療計画,処方箋の書き方、服薬の基本・アドヒアランスを説明できる。,F-02-08-na-11,
8706,患者情報の統合、分析と評価、診療計画,治療計画,分子標的薬の薬理作用と有害事象を説明できる。,F-02-08-na-12,
8707,患者情報の統合、分析と評価、診療計画,治療計画,漢方医学の特徴や、主な和漢薬（漢方薬）の適応、薬理作用を概説できる。,F-02-08-na-13,
8708,患者情報の統合、分析と評価、診療計画,治療計画,ポリファーマシー、使用禁忌、特定条件下での薬物使用（アンチ・ドーピング等）を説明できる。,F-02-08-na-14,
8709,患者情報の統合、分析と評価、診療計画,治療計画,清潔の概念と必要性を説明できる。,F-02-09-01-01,
8710,患者情報の統合、分析と評価、診療計画,治療計画,手洗いの意味と手技を説明できる。,F-02-09-01-02,
8711,患者情報の統合、分析と評価、診療計画,治療計画,ガウンテクニックの必要性と手技を説明できる。,F-02-09-01-03,
8712,患者情報の統合、分析と評価、診療計画,治療計画,消毒の意味と方法を説明でき、被覆材の種類と適応、効果を説明できる。,F-02-09-01-05,
8713,患者情報の統合、分析と評価、診療計画,治療計画,外科的治療の適応と合併症を説明できる。,F-02-09-01-06,
8714,患者情報の統合、分析と評価、診療計画,治療計画,手術の危険因子を列挙し、その対応の基本を説明できる。,F-02-09-02-01,
8715,患者情報の統合、分析と評価、診療計画,治療計画,主な術後合併症を列挙し、その予防の基本を説明できる。,F-02-09-02-03,
8716,患者情報の統合、分析と評価、診療計画,治療計画,手術に関するインフォームド・コンセントの注意点を列挙できる。,F-02-09-02-04,治療計画？
8717,患者情報の統合、分析と評価、診療計画,治療計画,周術期管理における事前のリスク評価を説明できる。,F-02-09-02-05,
8718,患者情報の統合、分析と評価、診療計画,治療計画,周術期における主な薬剤の服薬管理（継続、中止等）の必要性とそれに伴うリスクの基本を説明できる。,F-02-09-02-06,
8719,患者情報の統合、分析と評価、診療計画,治療計画,周術期管理における輸液・輸血の基本を説明できる。,F-02-09-02-07,
8720,患者情報の統合、分析と評価、診療計画,治療計画,術後痛の管理を説明できる。,F-02-09-02-08,
8721,患者情報の統合、分析と評価、診療計画,治療計画,術後回復室の役割を概説できる。,F-02-09-02-09,
8722,患者情報の統合、分析と評価、診療計画,治療計画,集中治療室の役割を概説できる。,F-02-09-02-10,
8723,患者情報の統合、分析と評価、診療計画,治療計画,麻酔の概念、種類と麻酔時の生体反応を説明できる。,F-02-10-na-01,
8724,患者情報の統合、分析と評価、診療計画,治療計画,麻酔管理を安全に行うための術前評価と呼吸管理を概説できる。,F-02-10-na-02,
8725,患者情報の統合、分析と評価、診療計画,治療計画,麻酔薬と筋弛緩薬の種類と使用上の原則を説明できる。,F-02-10-na-03,
8726,患者情報の統合、分析と評価、診療計画,治療計画,吸入麻酔と静脈麻酔の適応、禁忌、方法、事故と合併症を概説できる。,F-02-10-na-04,
8727,患者情報の統合、分析と評価、診療計画,治療計画,局所麻酔、末梢神経ブロック、神経叢ブロック、脊髄くも膜下麻酔、硬膜外麻酔の適応、禁忌と合併症を概説できる。,F-02-10-na-06,
8728,患者情報の統合、分析と評価、診療計画,治療計画,安全な麻酔のためのモニタリングの方法、重要な異常所見と対処法を概説できる。,F-02-10-na-07,
8729,患者情報の統合、分析と評価、診療計画,治療計画,悪性高熱症や神経筋疾患患者における麻酔管理上の注意点を概説できる。,F-02-10-na-08,
8730,患者情報の統合、分析と評価、診療計画,治療計画,食行動、食事摂取基準、食事バランス、日本食品標準成分表、補助食品、食物繊維・プロバイオティクス・プレバイオティクスを概説できる。,F-02-11-na-01,
8731,患者情報の統合、分析と評価、診療計画,治療計画,栄養アセスメント、栄養ケア・マネジメント、栄養サポートチーム(nutrition support team <NST>)、疾患別の栄養療法を説明できる。,F-02-11-na-02,
8732,患者情報の統合、分析と評価、診療計画,治療計画,各種補液製剤（ビタミン、微量元素を含む）の特徴と病態に合わせた適応、投与時の注意事項を説明できる。,F-02-11-na-03,
8733,患者情報の統合、分析と評価、診療計画,治療計画,経静脈栄養と経管・経腸栄養の適応、方法と合併症、長期投与時の注意事項を説明できる。,F-02-11-na-04,
8734,患者情報の統合、分析と評価、診療計画,治療計画,乳幼児と小児の輸液療法を説明できる。,F-02-11-na-05,
8735,患者情報の統合、分析と評価、診療計画,治療計画,主な医療機器の種類と原理を概説できる。,F-02-12-na-01,
8736,患者情報の統合、分析と評価、診療計画,治療計画,主な人工臓器の種類と原理を概説できる。,F-02-12-na-02,
8737,患者情報の統合、分析と評価、診療計画,治療計画,血液製剤及び血漿分画製剤の種類と適応を説明できる。,F-02-13-na-01,
8738,患者情報の統合、分析と評価、診療計画,治療計画,血液型(ABO、RhD)検査、血液交差適合（クロスマッチ）試験、不規則抗体検査を説明できる。,F-02-13-na-02,
8739,患者情報の統合、分析と評価、診療計画,治療計画,輸血副反応、輸血使用記録保管義務、不適合輸血の防止手順を説明できる。,F-02-13-na-03,
8740,患者情報の統合、分析と評価、診療計画,治療計画,輸血の適正使用、成分輸血、自己血輸血、緊急時の輸血を説明できる。,F-02-13-na-04,
8741,患者情報の統合、分析と評価、診療計画,治療計画,臓器移植、造血幹細胞移植の種類と適応を説明できる。,F-02-13-na-05,
8742,患者情報の統合、分析と評価、診療計画,治療計画,移植と組織適合性の関係を説明できる。,F-02-13-na-06,
8743,患者情報の統合、分析と評価、診療計画,治療計画,移植後の拒絶反応、移植片対宿主病の病態生理と発症時の対応を説明できる。,F-02-13-na-07,
8744,患者情報の統合、分析と評価、診療計画,治療計画,免疫抑制薬の種類、適応と副作用を説明できる。,F-02-13-na-08,
8745,患者情報の統合、分析と評価、診療計画,治療計画,リハビリテーションの概念と適応（心大血管疾患、呼吸器疾患、癌等の内部障害を含む）を説明できる。,F-02-14-na-01,
8746,患者情報の統合、分析と評価、診療計画,治療計画,福祉・介護との連携におけるリハビリテーションの役割を説明できる。,F-02-14-na-03,
8747,患者情報の統合、分析と評価、診療計画,治療計画,機能障害と日常生活動作(activities of daily living <ADL>)の評価ができる。,F-02-14-na-05,
8748,患者情報の統合、分析と評価、診療計画,治療計画,理学療法、作業療法と言語聴覚療法を概説できる。,F-02-14-na-06,
8749,患者情報の統合、分析と評価、診療計画,治療計画,主な歩行補助具、車椅子、義肢（義手、義足）と装具を概説できる。,F-02-14-na-07,
8750,患者情報の統合、分析と評価、診療計画,治療計画,在宅医療の在り方、今後の必要性と課題を概説できる。,F-02-15-na-01,
8751,患者情報の統合、分析と評価、診療計画,治療計画,在宅における人生の最終段階における医療、看取りの在り方と課題を概説できる。,F-02-15-na-04,
8752,患者情報の統合、分析と評価、診療計画,治療計画,介護の定義と種類を説明できる。,F-02-15-na-05,
8753,患者情報の統合、分析と評価、診療計画,治療計画,日常生活動作<ADL>（排泄、摂食、入浴等）に応じた介護と環境整備の要点を概説できる。,F-02-15-na-06,
8754,患者情報の統合、分析と評価、診療計画,治療計画,地域包括ケアシステムと介護保険制度、障害者総合支援法等の医療保健福祉制度を概説できる。,F-02-15-na-07,
8755,患者情報の統合、分析と評価、診療計画,治療計画,全人的苦痛を説明できる。,F-02-16-na-02,
8756,患者情報の統合、分析と評価、診療計画,治療計画,緩和ケアにおいて頻度の高い身体的苦痛、心理社会的苦痛を列挙することができる。,F-02-16-na-03,
8757,患者情報の統合、分析と評価、診療計画,治療計画,疼痛のアセスメント、疼痛緩和の薬物療法、癌疼痛治療法を説明できる。,F-02-16-na-04,
8758,患者情報の統合、分析と評価、診療計画,治療計画,オピオイドの適応と課題を説明できる。,F-02-16-na-05,
8759,患者情報の統合、分析と評価、診療計画,治療計画,緩和ケアにおける患者・家族の心理を説明できる。,F-02-16-na-06,
8760,患者情報の統合、分析と評価、診療計画,治療計画,科学的根拠に基づいた治療法を述べることができる。,F-03-04-na-02,
8761,患者情報の統合、分析と評価、診療計画,治療計画,治療の立案・実施に可能な範囲で参加できる。,F-03-05-08-03,治療手技も
8762,患者情報の統合、分析と評価、診療計画,治療計画,外科的治療の適応を知る。,G-04-01-02-01,
8763,患者情報の統合、分析と評価、診療計画,治療計画,手術計画の立案に可能な範囲で参加する。,G-04-01-02-02,
8764,患者情報の統合、分析と評価、診療計画,治療計画,周術期管理に可能な範囲で参加する。,G-04-01-02-03,
8765,患者情報の統合、分析と評価、診療計画,治療計画,手術を含めた婦人科的治療に可能な範囲で参加する。,G-04-01-04-05,
8766,患者情報の統合、分析と評価、診療計画,治療計画,健康問題に対する包括的アプローチ（複数の健康問題の相互作用等）を体験する。,G-04-01-06-02,
8767,患者情報の統合、分析と評価、診療計画,治療計画,家族や地域といった視点をもち、心理・社会的背景により配慮した診療に可能な範囲で参加する。,G-04-01-06-03,
8768,患者情報の統合、分析と評価、診療計画,治療計画,在宅医療を体験する。,G-04-01-06-04,
8769,患者情報の統合、分析と評価、診療計画,治療計画,治療やマネジメントに関して意思決定するために、患者側と情報共有や摺り合わせをすることができる。,F-02-01-na-07,
8770,患者情報の統合、分析と評価、診療計画,治療計画,放射線治療の原理を説明し、主な放射線治療法を列挙できる。,F-02-05-na-03,
8771,患者情報の統合、分析と評価、診療計画,治療計画,放射線診断・治療による利益と不利益を説明できる。,F-02-05-na-04,
8772,患者情報の統合、分析と評価、診療計画,治療計画,インターベンショナルラジオロジー（画像誘導下治療）を概説できる。,F-02-05-na-05,
8773,患者情報の統合、分析と評価、診療計画,治療計画,内視鏡を用いる治療を概説できる。,F-02-06-na-03,内視鏡治療の適応を説明できるに修正を提案(近藤)
8774,患者情報の統合、分析と評価、診療計画,治療計画,超音波を用いる治療を概説できる。,F-02-07-na-04,
8775,患者情報の統合、分析と評価、診療計画,治療計画,薬物（オピオイドを含む）の蓄積、耐性、タキフィラキシー、依存、習慣性や嗜癖を説明できる。,F-02-08-na-01,
8776,患者情報の統合、分析と評価、診療計画,治療計画,主な薬物アレルギーの症候、診察、診断を列挙し、予防策と対処法を説明できる。,F-02-08-na-02,
8777,患者情報の統合、分析と評価、診療計画,治療計画,各臓器系統（中枢・末梢神経、循環器、呼吸器、消化器、腎泌尿器、血液、内分泌等）に作用する薬の薬理作用、適応、有害事象、投与時の注意事項を説明できる。,F-02-08-na-04,
8778,患者情報の統合、分析と評価、診療計画,治療計画,抗微生物薬の薬理作用、適応、有害事象、投与時の注意事項を説明できる。,F-02-08-na-05,
8779,患者情報の統合、分析と評価、診療計画,治療計画,抗腫瘍薬の適応、有害事象、投与時の注意事項を説明できる。,F-02-08-na-06,
8780,患者情報の統合、分析と評価、診療計画,治療計画,麻薬性鎮痛薬・鎮静薬の適応、有害事象、投与時の注意事項を説明できる。,F-02-08-na-07,
8781,患者情報の統合、分析と評価、診療計画,治療計画,主な薬物の有害事象を概説できる。,F-02-08-na-08,
8782,患者情報の統合、分析と評価、診療計画,治療計画,年齢や臓器障害に応じた薬物動態の特徴を考慮して薬剤投与の注意点を説明できる。,F-02-08-na-09,
8783,患者情報の統合、分析と評価、診療計画,治療計画,薬物動態的相互作用について例を挙げて説明できる。,F-02-08-na-10,
8784,患者情報の統合、分析と評価、診療計画,治療計画,処方箋の書き方、服薬の基本・アドヒアランスを説明できる。,F-02-08-na-11,
8785,患者情報の統合、分析と評価、診療計画,治療計画,分子標的薬の薬理作用と有害事象を説明できる。,F-02-08-na-12,
8786,患者情報の統合、分析と評価、診療計画,治療計画,漢方医学の特徴や、主な和漢薬（漢方薬）の適応、薬理作用を概説できる。,F-02-08-na-13,
8787,患者情報の統合、分析と評価、診療計画,治療計画,ポリファーマシー、使用禁忌、特定条件下での薬物使用（アンチ・ドーピング等）を説明できる。,F-02-08-na-14,
8788,患者情報の統合、分析と評価、診療計画,治療計画,清潔の概念と必要性を説明できる。,F-02-09-01-01,
8789,患者情報の統合、分析と評価、診療計画,治療計画,手洗いの意味と手技を説明できる。,F-02-09-01-02,
8790,患者情報の統合、分析と評価、診療計画,治療計画,ガウンテクニックの必要性と手技を説明できる。,F-02-09-01-03,
8791,患者情報の統合、分析と評価、診療計画,治療計画,消毒の意味と方法を説明でき、被覆材の種類と適応、効果を説明できる。,F-02-09-01-05,
8792,患者情報の統合、分析と評価、診療計画,治療計画,外科的治療の適応と合併症を説明できる。,F-02-09-01-06,
8793,患者情報の統合、分析と評価、診療計画,治療計画,手術の危険因子を列挙し、その対応の基本を説明できる。,F-02-09-02-01,
8794,患者情報の統合、分析と評価、診療計画,治療計画,主な術後合併症を列挙し、その予防の基本を説明できる。,F-02-09-02-03,
8795,患者情報の統合、分析と評価、診療計画,治療計画,手術に関するインフォームド・コンセントの注意点を列挙できる。,F-02-09-02-04,治療計画？
8796,患者情報の統合、分析と評価、診療計画,治療計画,周術期管理における事前のリスク評価を説明できる。,F-02-09-02-05,
8797,患者情報の統合、分析と評価、診療計画,治療計画,周術期における主な薬剤の服薬管理（継続、中止等）の必要性とそれに伴うリスクの基本を説明できる。,F-02-09-02-06,
8798,患者情報の統合、分析と評価、診療計画,治療計画,周術期管理における輸液・輸血の基本を説明できる。,F-02-09-02-07,
8799,患者情報の統合、分析と評価、診療計画,治療計画,術後痛の管理を説明できる。,F-02-09-02-08,
8800,患者情報の統合、分析と評価、診療計画,治療計画,術後回復室の役割を概説できる。,F-02-09-02-09,
8801,患者情報の統合、分析と評価、診療計画,治療計画,集中治療室の役割を概説できる。,F-02-09-02-10,
8802,患者情報の統合、分析と評価、診療計画,治療計画,麻酔の概念、種類と麻酔時の生体反応を説明できる。,F-02-10-na-01,
8803,患者情報の統合、分析と評価、診療計画,治療計画,麻酔管理を安全に行うための術前評価と呼吸管理を概説できる。,F-02-10-na-02,
8804,患者情報の統合、分析と評価、診療計画,治療計画,麻酔薬と筋弛緩薬の種類と使用上の原則を説明できる。,F-02-10-na-03,
8805,患者情報の統合、分析と評価、診療計画,治療計画,吸入麻酔と静脈麻酔の適応、禁忌、方法、事故と合併症を概説できる。,F-02-10-na-04,
8806,患者情報の統合、分析と評価、診療計画,治療計画,局所麻酔、末梢神経ブロック、神経叢ブロック、脊髄くも膜下麻酔、硬膜外麻酔の適応、禁忌と合併症を概説できる。,F-02-10-na-06,
8807,患者情報の統合、分析と評価、診療計画,治療計画,安全な麻酔のためのモニタリングの方法、重要な異常所見と対処法を概説できる。,F-02-10-na-07,
8808,患者情報の統合、分析と評価、診療計画,治療計画,悪性高熱症や神経筋疾患患者における麻酔管理上の注意点を概説できる。,F-02-10-na-08,
8809,患者情報の統合、分析と評価、診療計画,治療計画,食行動、食事摂取基準、食事バランス、日本食品標準成分表、補助食品、食物繊維・プロバイオティクス・プレバイオティクスを概説できる。,F-02-11-na-01,
8810,患者情報の統合、分析と評価、診療計画,治療計画,栄養アセスメント、栄養ケア・マネジメント、栄養サポートチーム(nutrition support team <NST>)、疾患別の栄養療法を説明できる。,F-02-11-na-02,
8811,患者情報の統合、分析と評価、診療計画,治療計画,各種補液製剤（ビタミン、微量元素を含む）の特徴と病態に合わせた適応、投与時の注意事項を説明できる。,F-02-11-na-03,
8812,患者情報の統合、分析と評価、診療計画,治療計画,経静脈栄養と経管・経腸栄養の適応、方法と合併症、長期投与時の注意事項を説明できる。,F-02-11-na-04,
8813,患者情報の統合、分析と評価、診療計画,治療計画,乳幼児と小児の輸液療法を説明できる。,F-02-11-na-05,
8814,患者情報の統合、分析と評価、診療計画,治療計画,主な医療機器の種類と原理を概説できる。,F-02-12-na-01,
8815,患者情報の統合、分析と評価、診療計画,治療計画,主な人工臓器の種類と原理を概説できる。,F-02-12-na-02,
8816,患者情報の統合、分析と評価、診療計画,治療計画,血液製剤及び血漿分画製剤の種類と適応を説明できる。,F-02-13-na-01,
8817,患者情報の統合、分析と評価、診療計画,治療計画,血液型(ABO、RhD)検査、血液交差適合（クロスマッチ）試験、不規則抗体検査を説明できる。,F-02-13-na-02,
8818,患者情報の統合、分析と評価、診療計画,治療計画,輸血副反応、輸血使用記録保管義務、不適合輸血の防止手順を説明できる。,F-02-13-na-03,
8819,患者情報の統合、分析と評価、診療計画,治療計画,輸血の適正使用、成分輸血、自己血輸血、緊急時の輸血を説明できる。,F-02-13-na-04,
8820,患者情報の統合、分析と評価、診療計画,治療計画,臓器移植、造血幹細胞移植の種類と適応を説明できる。,F-02-13-na-05,
8821,患者情報の統合、分析と評価、診療計画,治療計画,移植と組織適合性の関係を説明できる。,F-02-13-na-06,
8822,患者情報の統合、分析と評価、診療計画,治療計画,移植後の拒絶反応、移植片対宿主病の病態生理と発症時の対応を説明できる。,F-02-13-na-07,
8823,患者情報の統合、分析と評価、診療計画,治療計画,免疫抑制薬の種類、適応と副作用を説明できる。,F-02-13-na-08,
8824,患者情報の統合、分析と評価、診療計画,治療計画,リハビリテーションの概念と適応（心大血管疾患、呼吸器疾患、癌等の内部障害を含む）を説明できる。,F-02-14-na-01,
8825,患者情報の統合、分析と評価、診療計画,治療計画,福祉・介護との連携におけるリハビリテーションの役割を説明できる。,F-02-14-na-03,
8826,患者情報の統合、分析と評価、診療計画,治療計画,機能障害と日常生活動作(activities of daily living <ADL>)の評価ができる。,F-02-14-na-05,
8827,患者情報の統合、分析と評価、診療計画,治療計画,理学療法、作業療法と言語聴覚療法を概説できる。,F-02-14-na-06,
8828,患者情報の統合、分析と評価、診療計画,治療計画,主な歩行補助具、車椅子、義肢（義手、義足）と装具を概説できる。,F-02-14-na-07,
8829,患者情報の統合、分析と評価、診療計画,治療計画,在宅医療の在り方、今後の必要性と課題を概説できる。,F-02-15-na-01,
8830,患者情報の統合、分析と評価、診療計画,治療計画,在宅における人生の最終段階における医療、看取りの在り方と課題を概説できる。,F-02-15-na-04,
8831,患者情報の統合、分析と評価、診療計画,治療計画,介護の定義と種類を説明できる。,F-02-15-na-05,
8832,患者情報の統合、分析と評価、診療計画,治療計画,日常生活動作<ADL>（排泄、摂食、入浴等）に応じた介護と環境整備の要点を概説できる。,F-02-15-na-06,
8833,患者情報の統合、分析と評価、診療計画,治療計画,地域包括ケアシステムと介護保険制度、障害者総合支援法等の医療保健福祉制度を概説できる。,F-02-15-na-07,
8834,患者情報の統合、分析と評価、診療計画,治療計画,全人的苦痛を説明できる。,F-02-16-na-02,
8835,患者情報の統合、分析と評価、診療計画,治療計画,緩和ケアにおいて頻度の高い身体的苦痛、心理社会的苦痛を列挙することができる。,F-02-16-na-03,
8836,患者情報の統合、分析と評価、診療計画,治療計画,疼痛のアセスメント、疼痛緩和の薬物療法、癌疼痛治療法を説明できる。,F-02-16-na-04,
8837,患者情報の統合、分析と評価、診療計画,治療計画,オピオイドの適応と課題を説明できる。,F-02-16-na-05,
8838,患者情報の統合、分析と評価、診療計画,治療計画,緩和ケアにおける患者・家族の心理を説明できる。,F-02-16-na-06,
8839,患者情報の統合、分析と評価、診療計画,治療計画,科学的根拠に基づいた治療法を述べることができる。,F-03-04-na-02,
8840,患者情報の統合、分析と評価、診療計画,治療計画,治療の立案・実施に可能な範囲で参加できる。,F-03-05-08-03,治療手技も
8841,患者情報の統合、分析と評価、診療計画,治療計画,外科的治療の適応を知る。,G-04-01-02-01,
8842,患者情報の統合、分析と評価、診療計画,治療計画,手術計画の立案に可能な範囲で参加する。,G-04-01-02-02,
8843,患者情報の統合、分析と評価、診療計画,治療計画,周術期管理に可能な範囲で参加する。,G-04-01-02-03,
8844,患者情報の統合、分析と評価、診療計画,治療計画,手術を含めた婦人科的治療に可能な範囲で参加する。,G-04-01-04-05,
8845,患者情報の統合、分析と評価、診療計画,治療計画,健康問題に対する包括的アプローチ（複数の健康問題の相互作用等）を体験する。,G-04-01-06-02,
8846,患者情報の統合、分析と評価、診療計画,治療計画,家族や地域といった視点をもち、心理・社会的背景により配慮した診療に可能な範囲で参加する。,G-04-01-06-03,
8847,患者情報の統合、分析と評価、診療計画,治療計画,在宅医療を体験する。,G-04-01-06-04,
8848,患者情報の統合、分析と評価、診療計画,治療計画,治療やマネジメントに関して意思決定するために、患者側と情報共有や摺り合わせをすることができる。,F-02-01-na-07,
8849,患者情報の統合、分析と評価、診療計画,治療計画,放射線治療の原理を説明し、主な放射線治療法を列挙できる。,F-02-05-na-03,
8850,患者情報の統合、分析と評価、診療計画,治療計画,放射線診断・治療による利益と不利益を説明できる。,F-02-05-na-04,
8851,患者情報の統合、分析と評価、診療計画,治療計画,インターベンショナルラジオロジー（画像誘導下治療）を概説できる。,F-02-05-na-05,
8852,患者情報の統合、分析と評価、診療計画,治療計画,内視鏡を用いる治療を概説できる。,F-02-06-na-03,内視鏡治療の適応を説明できるに修正を提案(近藤)
8853,患者情報の統合、分析と評価、診療計画,治療計画,超音波を用いる治療を概説できる。,F-02-07-na-04,
8854,患者情報の統合、分析と評価、診療計画,治療計画,薬物（オピオイドを含む）の蓄積、耐性、タキフィラキシー、依存、習慣性や嗜癖を説明できる。,F-02-08-na-01,
8855,患者情報の統合、分析と評価、診療計画,治療計画,主な薬物アレルギーの症候、診察、診断を列挙し、予防策と対処法を説明できる。,F-02-08-na-02,
8856,患者情報の統合、分析と評価、診療計画,治療計画,各臓器系統（中枢・末梢神経、循環器、呼吸器、消化器、腎泌尿器、血液、内分泌等）に作用する薬の薬理作用、適応、有害事象、投与時の注意事項を説明できる。,F-02-08-na-04,
8857,患者情報の統合、分析と評価、診療計画,治療計画,抗微生物薬の薬理作用、適応、有害事象、投与時の注意事項を説明できる。,F-02-08-na-05,
8858,患者情報の統合、分析と評価、診療計画,治療計画,抗腫瘍薬の適応、有害事象、投与時の注意事項を説明できる。,F-02-08-na-06,
8859,患者情報の統合、分析と評価、診療計画,治療計画,麻薬性鎮痛薬・鎮静薬の適応、有害事象、投与時の注意事項を説明できる。,F-02-08-na-07,
8860,患者情報の統合、分析と評価、診療計画,治療計画,主な薬物の有害事象を概説できる。,F-02-08-na-08,
8861,患者情報の統合、分析と評価、診療計画,治療計画,年齢や臓器障害に応じた薬物動態の特徴を考慮して薬剤投与の注意点を説明できる。,F-02-08-na-09,
8862,患者情報の統合、分析と評価、診療計画,治療計画,薬物動態的相互作用について例を挙げて説明できる。,F-02-08-na-10,
8863,患者情報の統合、分析と評価、診療計画,治療計画,処方箋の書き方、服薬の基本・アドヒアランスを説明できる。,F-02-08-na-11,
8864,患者情報の統合、分析と評価、診療計画,治療計画,分子標的薬の薬理作用と有害事象を説明できる。,F-02-08-na-12,
8865,患者情報の統合、分析と評価、診療計画,治療計画,漢方医学の特徴や、主な和漢薬（漢方薬）の適応、薬理作用を概説できる。,F-02-08-na-13,
8866,患者情報の統合、分析と評価、診療計画,治療計画,ポリファーマシー、使用禁忌、特定条件下での薬物使用（アンチ・ドーピング等）を説明できる。,F-02-08-na-14,
8867,患者情報の統合、分析と評価、診療計画,治療計画,清潔の概念と必要性を説明できる。,F-02-09-01-01,
8868,患者情報の統合、分析と評価、診療計画,治療計画,手洗いの意味と手技を説明できる。,F-02-09-01-02,
8869,患者情報の統合、分析と評価、診療計画,治療計画,ガウンテクニックの必要性と手技を説明できる。,F-02-09-01-03,
8870,患者情報の統合、分析と評価、診療計画,治療計画,消毒の意味と方法を説明でき、被覆材の種類と適応、効果を説明できる。,F-02-09-01-05,
8871,患者情報の統合、分析と評価、診療計画,治療計画,外科的治療の適応と合併症を説明できる。,F-02-09-01-06,
8872,患者情報の統合、分析と評価、診療計画,治療計画,手術の危険因子を列挙し、その対応の基本を説明できる。,F-02-09-02-01,
8873,患者情報の統合、分析と評価、診療計画,治療計画,主な術後合併症を列挙し、その予防の基本を説明できる。,F-02-09-02-03,
8874,患者情報の統合、分析と評価、診療計画,治療計画,手術に関するインフォームド・コンセントの注意点を列挙できる。,F-02-09-02-04,治療計画？
8875,患者情報の統合、分析と評価、診療計画,治療計画,周術期管理における事前のリスク評価を説明できる。,F-02-09-02-05,
