臓器,分類,カテゴリ,サブカテゴリ,疾患,重要,UID,H28対応項目,H28表記,医学教育課修正案(20220419),医学教育課からのコメント(20220419),修正案(20220318),作業用(20220417),疾患(20220417),作業予定(20220417),コメント(20220318),重要(20220318),重複(計算列),重複のため削除する項目に●(20220408),重要度分類(スリム化チーム作業用)(20220330),"座長・副座長返答(1.医学教育課の意見を反映,2.原案ママ,3.その他)(20220411)",座長・副座長コメント(20220411),医学教育課修正案(20220317),医学教育課からのコメント(20220317),診断,治療,教育,予防,作成時(20220316コメント),修正案(20220316),パフォーマンス
小児,疾患・病態,皮膚系,なし,伝染性膿痂疹　ブドウ球菌性熱傷様皮膚症候群<SSSS>,,JlvnmFM,"D-03-04-07-01, D-03-04-07-05","皮膚細菌感染症（伝染性膿痂疹、せつ、癰、毛嚢炎、丹毒、ブドウ球菌性熱傷様皮膚症候群）を列挙し、概説できる。,皮膚ウイルス感染症（単純ヘルペス、帯状疱疹、伝染性軟属腫、麻疹、風疹、水痘）を列挙し、概説できる。",,,,伝染性膿痂疹　ブドウ球菌性熱傷様皮膚症候群<SSSS>,伝染性膿痂疹　ブドウ球菌性熱傷様皮膚症候群<SSSS>,,,,,,,,,,,,,,,,,
小児,疾患・病態,皮膚系,なし,伝染性軟属腫,,JlvnmFQ,"D-03-04-07-01, D-03-04-07-05","皮膚細菌感染症（伝染性膿痂疹、せつ、癰、毛嚢炎、丹毒、ブドウ球菌性熱傷様皮膚症候群）を列挙し、概説できる。,皮膚ウイルス感染症（単純ヘルペス、帯状疱疹、伝染性軟属腫、麻疹、風疹、水痘）を列挙し、概説できる。",,,,伝染性軟属腫,伝染性軟属腫,,,,重複あり,,,,,,,,,,,,,
小児,疾患・病態,皮膚系,なし,麻疹,●,JlvnmFY,"D-03-04-07-01, D-03-04-07-05","皮膚細菌感染症（伝染性膿痂疹、せつ、癰、毛嚢炎、丹毒、ブドウ球菌性熱傷様皮膚症候群）を列挙し、概説できる。,皮膚ウイルス感染症（単純ヘルペス、帯状疱疹、伝染性軟属腫、麻疹、風疹、水痘）を列挙し、概説できる。",,,,麻疹,麻疹,重要,,●,重複あり,,,,,,,,,,,,,
小児,疾患・病態,皮膚系,なし,風疹,●,JlvnmFg,"D-03-04-07-01, D-03-04-07-05","皮膚細菌感染症（伝染性膿痂疹、せつ、癰、毛嚢炎、丹毒、ブドウ球菌性熱傷様皮膚症候群）を列挙し、概説できる。,皮膚ウイルス感染症（単純ヘルペス、帯状疱疹、伝染性軟属腫、麻疹、風疹、水痘）を列挙し、概説できる。",,,,風疹,風疹,重要,,●,重複あり,,,,,,,,,,,,,
小児,疾患・病態,皮膚系,なし,水痘,●,JlvnmFk,"D-03-04-07-01, D-03-04-07-05","皮膚細菌感染症（伝染性膿痂疹、せつ、癰、毛嚢炎、丹毒、ブドウ球菌性熱傷様皮膚症候群）を列挙し、概説できる。,皮膚ウイルス感染症（単純ヘルペス、帯状疱疹、伝染性軟属腫、麻疹、風疹、水痘）を列挙し、概説できる。",,,,水痘,水痘,重要,,●,重複あり,,,,,,,,,,,,,
小児,疾患・病態,皮膚系,なし,伝染性紅斑,,JlvnmFs,"D-03-04-07-01, D-03-04-07-05","皮膚細菌感染症（伝染性膿痂疹、せつ、癰、毛嚢炎、丹毒、ブドウ球菌性熱傷様皮膚症候群）を列挙し、概説できる。,皮膚ウイルス感染症（単純ヘルペス、帯状疱疹、伝染性軟属腫、麻疹、風疹、水痘）を列挙し、概説できる。",,,,伝染性紅斑,伝染性紅斑,,,,重複あり,,,,,,,,,,,,,
小児,疾患・病態,皮膚系,なし,手足口病,,JlvnmFw,"D-03-04-07-01, D-03-04-07-05","皮膚細菌感染症（伝染性膿痂疹、せつ、癰、毛嚢炎、丹毒、ブドウ球菌性熱傷様皮膚症候群）を列挙し、概説できる。,皮膚ウイルス感染症（単純ヘルペス、帯状疱疹、伝染性軟属腫、麻疹、風疹、水痘）を列挙し、概説できる。",,,,手足口病,手足口病,,,,重複あり,,,,,,,,,,,,,
小児,疾患・病態,循環器系,なし,心房中隔欠損症,,JlvnmF4,D-05-04-06-01,主な先天性心疾患（心房中隔欠損症、心室中隔欠損症、動脈管開存、Fallot四徴症）の病態生理、症候と診断を説明し、治療を概説できる。,,,,心房中隔欠損症,心房中隔欠損症,重複削除,,,重複あり,●,,,,,,,,,,,,
小児,疾患・病態,循環器系,なし,心室中隔欠損症,,JlvnmF8,D-05-04-06-01,主な先天性心疾患（心房中隔欠損症、心室中隔欠損症、動脈管開存、Fallot四徴症）の病態生理、症候と診断を説明し、治療を概説できる。,,,,心室中隔欠損症,心室中隔欠損症,重複削除,,,重複あり,●,,,,,,,,,,,,
小児,疾患・病態,循環器系,なし,動脈管開存,,JlvnmGE,D-05-04-06-01,主な先天性心疾患（心房中隔欠損症、心室中隔欠損症、動脈管開存、Fallot四徴症）の病態生理、症候と診断を説明し、治療を概説できる。,,,,動脈管開存,動脈管開存,重複削除,,,重複あり,●,,,,,,,,,,,,
小児,疾患・病態,循環器系,なし,Fallot 四徴症,,JlvnmGM,D-05-04-06-01,主な先天性心疾患（心房中隔欠損症、心室中隔欠損症、動脈管開存、Fallot四徴症）の病態生理、症候と診断を説明し、治療を概説できる。,,,,Fallot 四徴症,Fallot 四徴症,重複削除,,,重複あり,●,,,,,,,,,,,,
小児,疾患・病態,呼吸器系,なし,クループ症候群,,JlvnmGQ,"D-06-04-02-02, D-06-04-02-06、D-06-04-03-03","気管支炎・細気管支炎・肺炎（定型肺炎、非定型肺炎）の主な病原体を列挙し、症候、診断と治療を説明できる。,{not found:  D-06-04-02-06、D-06-04-03-03}",,,,クループ症候群,クループ症候群,,,,重複あり,,,,,,,,,,,,,
小児,疾患・病態,呼吸器系,なし,細気管支炎,●,JlvnmGY,"D-06-04-02-02, D-06-04-02-06、D-06-04-03-03","気管支炎・細気管支炎・肺炎（定型肺炎、非定型肺炎）の主な病原体を列挙し、症候、診断と治療を説明できる。,{not found:  D-06-04-02-06、D-06-04-03-03}",,,,細気管支炎,細気管支炎,重要,,●,重複あり,,,,,,,,,,,,,
小児,疾患・病態,呼吸器系,なし,小児気管支喘息,●,JlvnmGc,"D-06-04-02-02, D-06-04-02-06、D-06-04-03-03","気管支炎・細気管支炎・肺炎（定型肺炎、非定型肺炎）の主な病原体を列挙し、症候、診断と治療を説明できる。,{not found:  D-06-04-02-06、D-06-04-03-03}",,,,小児気管支喘息,小児気管支喘息,重要,,●,,,●,,,,,,,,,,,
小児,疾患・病態,消化器系,なし,肥厚性幽門狭窄症,,JlvnmGk,"D-07-04-02-08 , D-07-04-03-09, D-07-04-03-10, D-07-04-03-11, D-07-04-07-03","肥厚性幽門狭窄症を概説できる。,大腸の主な先天性疾患（鎖肛、Hirschsprung病）を概説できる。,腸重積症を概説できる。,便秘症、乳児下痢症を説明できる。,鼠径部ヘルニアの病因、病態、診断と治療を説明できる。",,,,肥厚性幽門狭窄症,肥厚性幽門狭窄症,,,,重複あり,,,,,,,,,,,,,
小児,疾患・病態,消化器系,なし,鎖肛,,JlvnmGo,"D-07-04-02-08 , D-07-04-03-09, D-07-04-03-10, D-07-04-03-11, D-07-04-07-03","肥厚性幽門狭窄症を概説できる。,大腸の主な先天性疾患（鎖肛、Hirschsprung病）を概説できる。,腸重積症を概説できる。,便秘症、乳児下痢症を説明できる。,鼠径部ヘルニアの病因、病態、診断と治療を説明できる。",,,,鎖肛,鎖肛,,,,重複あり,,,,,,,,,,,,,
小児,疾患・病態,消化器系,なし,Hirschsprung病,,JlvnmGs,"D-07-04-02-08 , D-07-04-03-09, D-07-04-03-10, D-07-04-03-11, D-07-04-07-03","肥厚性幽門狭窄症を概説できる。,大腸の主な先天性疾患（鎖肛、Hirschsprung病）を概説できる。,腸重積症を概説できる。,便秘症、乳児下痢症を説明できる。,鼠径部ヘルニアの病因、病態、診断と治療を説明できる。",,,,Hirschsprung病,Hirschsprung病,,,,,,,,,,,,,,,,,
小児,疾患・病態,消化器系,なし,腸重積症,●,JlvnmGw,"D-07-04-02-08 , D-07-04-03-09, D-07-04-03-10, D-07-04-03-11, D-07-04-07-03","肥厚性幽門狭窄症を概説できる。,大腸の主な先天性疾患（鎖肛、Hirschsprung病）を概説できる。,腸重積症を概説できる。,便秘症、乳児下痢症を説明できる。,鼠径部ヘルニアの病因、病態、診断と治療を説明できる。",,,,腸重積症,腸重積症,重要,,●,重複あり,,,,,,,,,,,,,
小児,疾患・病態,消化器系,なし,便秘症,,JlvnmG0,"D-07-04-02-08 , D-07-04-03-09, D-07-04-03-10, D-07-04-03-11, D-07-04-07-03","肥厚性幽門狭窄症を概説できる。,大腸の主な先天性疾患（鎖肛、Hirschsprung病）を概説できる。,腸重積症を概説できる。,便秘症、乳児下痢症を説明できる。,鼠径部ヘルニアの病因、病態、診断と治療を説明できる。",,,,便秘症,便秘症,重複削除,,●,重複あり,●,,,,,,,,,,,,
小児,疾患・病態,消化器系,なし,乳児下痢症,●,JlvnmG8,"D-07-04-02-08 , D-07-04-03-09, D-07-04-03-10, D-07-04-03-11, D-07-04-07-03","肥厚性幽門狭窄症を概説できる。,大腸の主な先天性疾患（鎖肛、Hirschsprung病）を概説できる。,腸重積症を概説できる。,便秘症、乳児下痢症を説明できる。,鼠径部ヘルニアの病因、病態、診断と治療を説明できる。",,,,乳児下痢症,乳児下痢症,重要,,●,重複あり,,,,,,,,,,,,,
小児,疾患・病態,消化器系,なし,胆道閉鎖症,,JlvnmHE,"D-07-04-02-08 , D-07-04-03-09, D-07-04-03-10, D-07-04-03-11, D-07-04-07-03","肥厚性幽門狭窄症を概説できる。,大腸の主な先天性疾患（鎖肛、Hirschsprung病）を概説できる。,腸重積症を概説できる。,便秘症、乳児下痢症を説明できる。,鼠径部ヘルニアの病因、病態、診断と治療を説明できる。",,,,胆道閉鎖症,胆道閉鎖症,,,,,,,,,,,,,,,,,
小児,疾患・病態,消化器系,なし,鼠径ヘルニア,●,JlvnmHI,"D-07-04-02-08 , D-07-04-03-09, D-07-04-03-10, D-07-04-03-11, D-07-04-07-03","肥厚性幽門狭窄症を概説できる。,大腸の主な先天性疾患（鎖肛、Hirschsprung病）を概説できる。,腸重積症を概説できる。,便秘症、乳児下痢症を説明できる。,鼠径部ヘルニアの病因、病態、診断と治療を説明できる。",,,,鼠径ヘルニア,鼠径ヘルニア,重要,,●,,,,,,,,,,,,,,
小児,疾患・病態,腎臓,なし,溶血性尿毒症症候群 <HUS>,,JlvnmHQ,"D-01-04-02-05, D-08-04-06-05 , D-08-04-07-01","溶血性尿毒症症候群(hemolytic-uremic syndrome <HUS>)の基礎疾患、病態、診断と治療を説明できる。,IgA血管炎（紫斑病性腎炎）を概説できる。,腎尿路の主な先天異常（多発性嚢胞腎、膀胱尿管逆流）を概説できる。",,,,溶血性尿毒症症候群 <HUS>,溶血性尿毒症症候群 <HUS>,,,,重複あり,,,,,,,,,,,,,
小児,疾患・病態,腎臓,なし,小児ネフローゼ症候群,●,JlvnmHU,"D-01-04-02-05, D-08-04-06-05 , D-08-04-07-01","溶血性尿毒症症候群(hemolytic-uremic syndrome <HUS>)の基礎疾患、病態、診断と治療を説明できる。,IgA血管炎（紫斑病性腎炎）を概説できる。,腎尿路の主な先天異常（多発性嚢胞腎、膀胱尿管逆流）を概説できる。",,,,小児ネフローゼ症候群,小児ネフローゼ症候群,重要,,●,,,,,,,,,,,,,,
小児,疾患・病態,腎臓,なし,紫斑病性腎炎,,JlvnmHc,"D-01-04-02-05, D-08-04-06-05 , D-08-04-07-01","溶血性尿毒症症候群(hemolytic-uremic syndrome <HUS>)の基礎疾患、病態、診断と治療を説明できる。,IgA血管炎（紫斑病性腎炎）を概説できる。,腎尿路の主な先天異常（多発性嚢胞腎、膀胱尿管逆流）を概説できる。",,,,紫斑病性腎炎,紫斑病性腎炎,,,,,,,,,,,,,,,,,
小児,疾患・病態,腎臓,なし,先天性腎尿路奇形,,JlvnmHg,"D-01-04-02-05, D-08-04-06-05 , D-08-04-07-01","溶血性尿毒症症候群(hemolytic-uremic syndrome <HUS>)の基礎疾患、病態、診断と治療を説明できる。,IgA血管炎（紫斑病性腎炎）を概説できる。,腎尿路の主な先天異常（多発性嚢胞腎、膀胱尿管逆流）を概説できる。",,,,先天性腎尿路奇形,先天性腎尿路奇形,,,,,,,,,,,,,,,,,
小児,疾患・病態,腎臓,なし,膀胱尿管逆流,,JlvnmHo,"D-01-04-02-05, D-08-04-06-05 , D-08-04-07-01","溶血性尿毒症症候群(hemolytic-uremic syndrome <HUS>)の基礎疾患、病態、診断と治療を説明できる。,IgA血管炎（紫斑病性腎炎）を概説できる。,腎尿路の主な先天異常（多発性嚢胞腎、膀胱尿管逆流）を概説できる。",,,,膀胱尿管逆流,膀胱尿管逆流,,,,重複あり,,,,,,,,,,,,,
小児,疾患・病態,内分泌系・代謝,なし,成長ホルモン分泌不全型低身長,,JlvnmHw,"D-12-04-01-05, D-12-04-04-04","成長ホルモン分泌不全性低身長症を概説できる。,先天性副腎（皮質）過形成を概説できる。",,,,成長ホルモン分泌不全型低身長,成長ホルモン分泌不全型低身長,,,,重複あり,,,,,,,,,,,,,
小児,疾患・病態,内分泌系・代謝,なし,先天性副腎皮質過形成,,JlvnmH0,"D-12-04-01-05, D-12-04-04-04","成長ホルモン分泌不全性低身長症を概説できる。,先天性副腎（皮質）過形成を概説できる。",,,,先天性副腎皮質過形成,先天性副腎皮質過形成,,,,重複あり,,,,,,,,,,,,,
小児,疾患・病態,内分泌系・代謝,なし,アセトン血性嘔吐症,,JlvnmH8,"D-12-04-01-05, D-12-04-04-04","成長ホルモン分泌不全性低身長症を概説できる。,先天性副腎（皮質）過形成を概説できる。",,,,アセトン血性嘔吐症,アセトン血性嘔吐症,,,,,,,,,,,,,,,,,
小児,疾患・病態,精神系,神経発達症群,自閉スペクトラム症 <ASD>,,JlvnmIA,"E-07-03-na-08, E-07-03-na-05","神経発達障害群（自閉症スペクトラム障害<ASD>、注意欠如・多動障害<ADHD>、限局性学習障害、チック障害群）を列挙できる。,成長に関わる主な異常（小児心身症を含む）を列挙できる。",,,,自閉スペクトラム症 <ASD>,自閉スペクトラム症 <ASD>,,,,,,●,,,,,,,,,,,
小児,疾患・病態,精神系,なし,注意・欠如多動症 <ADHD>,,JlvnmII,"E-07-03-na-08, E-07-03-na-05","神経発達障害群（自閉症スペクトラム障害<ASD>、注意欠如・多動障害<ADHD>、限局性学習障害、チック障害群）を列挙できる。,成長に関わる主な異常（小児心身症を含む）を列挙できる。",,,,注意・欠如多動症 <ADHD>,注意・欠如多動症 <ADHD>,,,,,,,,,,,,,,,,,
小児,疾患・病態,精神系,なし,限局性学習症,,JlvnmIM,"E-07-03-na-08, E-07-03-na-05","神経発達障害群（自閉症スペクトラム障害<ASD>、注意欠如・多動障害<ADHD>、限局性学習障害、チック障害群）を列挙できる。,成長に関わる主な異常（小児心身症を含む）を列挙できる。",,,,限局性学習症,限局性学習症,,,,,,,,,,,,,,,,,
小児,疾患・病態,精神系,なし,チック症,,JlvnmIQ,"E-07-03-na-08, E-07-03-na-05","神経発達障害群（自閉症スペクトラム障害<ASD>、注意欠如・多動障害<ADHD>、限局性学習障害、チック障害群）を列挙できる。,成長に関わる主な異常（小児心身症を含む）を列挙できる。",,,,チック症,チック症,,,,,,,,,,,,,,,,,
小児,疾患・病態,精神系,なし,小児心身症,,JlvnmIU,"E-07-03-na-08, E-07-03-na-05","神経発達障害群（自閉症スペクトラム障害<ASD>、注意欠如・多動障害<ADHD>、限局性学習障害、チック障害群）を列挙できる。,成長に関わる主な異常（小児心身症を含む）を列挙できる。",,,,小児心身症,小児心身症,,,,,,,,,,,,,,,,,
小児,疾患・病態,腫瘍,なし,網膜芽細胞腫,,JlvnmIc,"D-13-04-02-01, D-12-04-10-03, E-03-05-na-14","網膜芽細胞腫の症候、診断と治療を説明できる。,神経芽腫を概説し、小児腹部固形腫瘍（腎芽腫、胚芽腫、奇形腫）との鑑別点を説明できる。,小児腫瘍：神経芽腫",,,,網膜芽細胞腫,網膜芽細胞腫,,,,重複あり,,,,,,,,,,,,,
小児,疾患・病態,腫瘍,なし,神経芽腫,,JlvnmIg,"D-13-04-02-01, D-12-04-10-03, E-03-05-na-14","網膜芽細胞腫の症候、診断と治療を説明できる。,神経芽腫を概説し、小児腹部固形腫瘍（腎芽腫、胚芽腫、奇形腫）との鑑別点を説明できる。,小児腫瘍：神経芽腫",,,,神経芽腫,神経芽腫,,,,重複あり,,,,,,,,,,,,,
小児,疾患・病態,腫瘍,なし,腎芽腫,,JlvnmIo,"D-13-04-02-01, D-12-04-10-03, E-03-05-na-14","網膜芽細胞腫の症候、診断と治療を説明できる。,神経芽腫を概説し、小児腹部固形腫瘍（腎芽腫、胚芽腫、奇形腫）との鑑別点を説明できる。,小児腫瘍：神経芽腫",,,,腎芽腫,腎芽腫,,,,重複あり,,,,,,,,,,,,,
小児,疾患・病態,腫瘍,なし,胚芽腫,,JlvnmIs,"D-13-04-02-01, D-12-04-10-03, E-03-05-na-14","網膜芽細胞腫の症候、診断と治療を説明できる。,神経芽腫を概説し、小児腹部固形腫瘍（腎芽腫、胚芽腫、奇形腫）との鑑別点を説明できる。,小児腫瘍：神経芽腫",,,,胚芽腫,胚芽腫,,,,,,,,,,,,,,,,,
小児,疾患・病態,腫瘍,なし,奇形腫,,JlvnmI0,"D-13-04-02-01, D-12-04-10-03, E-03-05-na-14","網膜芽細胞腫の症候、診断と治療を説明できる。,神経芽腫を概説し、小児腹部固形腫瘍（腎芽腫、胚芽腫、奇形腫）との鑑別点を説明できる。,小児腫瘍：神経芽腫",,,,奇形腫,奇形腫,,,,,,,,,,,,,,,,,
小児,疾患・病態,免疫・アレルギー,なし,IgA血管炎,,JlvnmI4,"D-01-04-02-06, E-04-03-05-03","IgA血管炎(Schönlein-Henoch紫斑病)を概説できる。,Kawasaki病（急性熱性皮膚粘膜リンパ節症候群）の病態生理、症候、診断と治療を説明できる。",,,,IgA血管炎,IgA血管炎,,,,重複あり,,,,,,,,,,,,,
小児,疾患・病態,免疫・アレルギー,なし,川崎病,,JlvnmJA,"D-01-04-02-06, E-04-03-05-03","IgA血管炎(Schönlein-Henoch紫斑病)を概説できる。,Kawasaki病（急性熱性皮膚粘膜リンパ節症候群）の病態生理、症候、診断と治療を説明できる。",,,,川崎病,川崎病,,,,重複あり,,,,,,,,,,,,,
小児,疾患・病態,染色体異常,なし,Down症,,JlvnmJE,新設,{not found: 新設},,,,Down症,Down症,,,,,,,,,,,,,,,,,
小児,疾患・病態,新生児,なし,新生児仮死,,JlvnmJM,"E-07-01-na-05, D-06-04-07-03, E-07-01-na-07, E-07-01-na-09, E-07-01-na-10, E-07-01-na-08","新生児仮死の病態を説明できる。,新生児呼吸促迫症候群の症候、病態、診断と治療を説明できる。,新生児黄疸の鑑別と治療を説明できる。,正常児・低出生体重児・病児の管理の基本を説明できる。,低出生体重児固有の疾患を概説できる。,新生児期の呼吸障害の病因を列挙できる。",,,,新生児仮死,新生児仮死,,,,,,,,,,,,,,,,,
小児,疾患・病態,新生児,なし,新生児呼吸促迫症候群 <IRDS>,,JlvnmJU,"E-07-01-na-05, D-06-04-07-03, E-07-01-na-07, E-07-01-na-09, E-07-01-na-10, E-07-01-na-08","新生児仮死の病態を説明できる。,新生児呼吸促迫症候群の症候、病態、診断と治療を説明できる。,新生児黄疸の鑑別と治療を説明できる。,正常児・低出生体重児・病児の管理の基本を説明できる。,低出生体重児固有の疾患を概説できる。,新生児期の呼吸障害の病因を列挙できる。",,,,新生児呼吸促迫症候群 <IRDS>,新生児呼吸促迫症候群 <IRDS>,,,,重複あり,,,,,,,,,,,,,
小児,疾患・病態,新生児,なし,新生児黄疸（高ビリルビン血症）,,JlvnmJY,"E-07-01-na-05, D-06-04-07-03, E-07-01-na-07, E-07-01-na-09, E-07-01-na-10, E-07-01-na-08","新生児仮死の病態を説明できる。,新生児呼吸促迫症候群の症候、病態、診断と治療を説明できる。,新生児黄疸の鑑別と治療を説明できる。,正常児・低出生体重児・病児の管理の基本を説明できる。,低出生体重児固有の疾患を概説できる。,新生児期の呼吸障害の病因を列挙できる。",,,,新生児黄疸（高ビリルビン血症）,新生児黄疸（高ビリルビン血症）,,,,,,,,,,,,,,,,,
小児,疾患・病態,新生児,なし,早産低出生体重児,,JlvnmJg,"E-07-01-na-05, D-06-04-07-03, E-07-01-na-07, E-07-01-na-09, E-07-01-na-10, E-07-01-na-08","新生児仮死の病態を説明できる。,新生児呼吸促迫症候群の症候、病態、診断と治療を説明できる。,新生児黄疸の鑑別と治療を説明できる。,正常児・低出生体重児・病児の管理の基本を説明できる。,低出生体重児固有の疾患を概説できる。,新生児期の呼吸障害の病因を列挙できる。",,,,早産低出生体重児,早産低出生体重児,,,,,,,,,,,,,,,,,
小児,疾患・病態,新生児,なし,胎便吸引症候群,,JlvnmJk,"E-07-01-na-05, D-06-04-07-03, E-07-01-na-07, E-07-01-na-09, E-07-01-na-10, E-07-01-na-08","新生児仮死の病態を説明できる。,新生児呼吸促迫症候群の症候、病態、診断と治療を説明できる。,新生児黄疸の鑑別と治療を説明できる。,正常児・低出生体重児・病児の管理の基本を説明できる。,低出生体重児固有の疾患を概説できる。,新生児期の呼吸障害の病因を列挙できる。",,,,胎便吸引症候群,胎便吸引症候群,,,,,,,,,,,,,,,,,
小児,疾患・病態,新生児,なし,新生児一過性多呼吸,,JlvnmJs,"E-07-01-na-05, D-06-04-07-03, E-07-01-na-07, E-07-01-na-09, E-07-01-na-10, E-07-01-na-08","新生児仮死の病態を説明できる。,新生児呼吸促迫症候群の症候、病態、診断と治療を説明できる。,新生児黄疸の鑑別と治療を説明できる。,正常児・低出生体重児・病児の管理の基本を説明できる。,低出生体重児固有の疾患を概説できる。,新生児期の呼吸障害の病因を列挙できる。",,,,新生児一過性多呼吸,新生児一過性多呼吸,,,,,,,,,,,,,,,,,
小児,疾患・病態,救急,なし,乳幼児突然死症候群 <SIDS>,,JlvnmJw,"E-07-02-na-04, E-07-03-na-06","乳幼児突然死症候群(sudden infant death syndrome <SIDS>)を説明できる。,児童虐待を概説できる。",,,,乳幼児突然死症候群 <SIDS>,乳幼児突然死症候群 <SIDS>,,,,,,,,,,,,,,,,,
小児,疾患・病態,救急,なし,被虐待児症候群,,JlvnmJ4,"E-07-02-na-04, E-07-03-na-06","乳幼児突然死症候群(sudden infant death syndrome <SIDS>)を説明できる。,児童虐待を概説できる。",,,,被虐待児症候群,被虐待児症候群,,,,,,,,,,,,,,,,,
乳房,疾患・病態,なし,なし,良性乳腺疾患（乳腺炎・乳腺症）,,JlvnmJ8,D-11-04-01-01,良性乳腺疾患の種類を列挙できる。,,,,良性乳腺疾患（乳腺炎・乳腺症）,良性乳腺疾患（乳腺炎・乳腺症）,,,,,,,,,,,,,,,,,
乳房,疾患・病態,なし,なし,腫瘍性疾患　※腫瘍の項目を参照,,JlvnmKE,,,,,,腫瘍性疾患　※腫瘍の項目を参照,腫瘍性疾患　※腫瘍の項目を参照,,,,,,,,,,,,,,,,,
内分泌・栄養・代謝系,疾患・病態,間脳・下垂体疾患,なし,先端巨大症,,JlvnmKI,"D-12-04-01-01,D-12-04-01-02, D-12-04-01-03, D-12-04-01-04, D-12-04-01-06, D-12-04-01-07","Cushing病の病態と診断を説明できる。,先端巨大症を概説できる。,汎下垂体機能低下症を概説できる。,尿崩症を概説できる。,高プロラクチン血症を概説できる。,抗利尿ホルモン不適合分泌症候群(syndrome of inappropriate secretion of antidiuretic hormone <SIADH>)を概説できる。",,,,先端巨大症,先端巨大症,,,,,,,,,,,,,,,,,
内分泌・栄養・代謝系,疾患・病態,間脳・下垂体疾患,なし,Cushing病,,JlvnmKQ,"D-12-04-01-01,D-12-04-01-02, D-12-04-01-03, D-12-04-01-04, D-12-04-01-06, D-12-04-01-07","Cushing病の病態と診断を説明できる。,先端巨大症を概説できる。,汎下垂体機能低下症を概説できる。,尿崩症を概説できる。,高プロラクチン血症を概説できる。,抗利尿ホルモン不適合分泌症候群(syndrome of inappropriate secretion of antidiuretic hormone <SIADH>)を概説できる。",,,,Cushing病,Cushing病,,,,,,,,,,,,,,,,,
内分泌・栄養・代謝系,疾患・病態,間脳・下垂体疾患,なし,高プロラクチン血症,,JlvnmKY,"D-12-04-01-01,D-12-04-01-02, D-12-04-01-03, D-12-04-01-04, D-12-04-01-06, D-12-04-01-07","Cushing病の病態と診断を説明できる。,先端巨大症を概説できる。,汎下垂体機能低下症を概説できる。,尿崩症を概説できる。,高プロラクチン血症を概説できる。,抗利尿ホルモン不適合分泌症候群(syndrome of inappropriate secretion of antidiuretic hormone <SIADH>)を概説できる。",,,,高プロラクチン血症,高プロラクチン血症,,,,,,,,,,,,,,,,,
内分泌・栄養・代謝系,疾患・病態,間脳・下垂体疾患,なし,下垂体前葉機能低下症,,JlvnmKc,"D-12-04-01-01,D-12-04-01-02, D-12-04-01-03, D-12-04-01-04, D-12-04-01-06, D-12-04-01-07","Cushing病の病態と診断を説明できる。,先端巨大症を概説できる。,汎下垂体機能低下症を概説できる。,尿崩症を概説できる。,高プロラクチン血症を概説できる。,抗利尿ホルモン不適合分泌症候群(syndrome of inappropriate secretion of antidiuretic hormone <SIADH>)を概説できる。",,,,下垂体前葉機能低下症,下垂体前葉機能低下症,,,,,,,,,,,,,,,,,
内分泌・栄養・代謝系,疾患・病態,間脳・下垂体疾患,なし,視床下部下垂体炎,,JlvnmKk,"D-12-04-01-01,D-12-04-01-02, D-12-04-01-03, D-12-04-01-04, D-12-04-01-06, D-12-04-01-07","Cushing病の病態と診断を説明できる。,先端巨大症を概説できる。,汎下垂体機能低下症を概説できる。,尿崩症を概説できる。,高プロラクチン血症を概説できる。,抗利尿ホルモン不適合分泌症候群(syndrome of inappropriate secretion of antidiuretic hormone <SIADH>)を概説できる。",,,,視床下部下垂体炎,視床下部下垂体炎,,,,,,,,,,,,,,,,,
内分泌・栄養・代謝系,疾患・病態,間脳・下垂体疾患,なし,中枢性尿崩症,,JlvnmKo,"D-12-04-01-01,D-12-04-01-02, D-12-04-01-03, D-12-04-01-04, D-12-04-01-06, D-12-04-01-07","Cushing病の病態と診断を説明できる。,先端巨大症を概説できる。,汎下垂体機能低下症を概説できる。,尿崩症を概説できる。,高プロラクチン血症を概説できる。,抗利尿ホルモン不適合分泌症候群(syndrome of inappropriate secretion of antidiuretic hormone <SIADH>)を概説できる。",,,,中枢性尿崩症,中枢性尿崩症,,,,,,●,,,,,,,,,,,
内分泌・栄養・代謝系,疾患・病態,間脳・下垂体疾患,なし,抗利尿ホルモン不適合分泌症候群（SIADH）,,JlvnmKw,"D-12-04-01-01,D-12-04-01-02, D-12-04-01-03, D-12-04-01-04, D-12-04-01-06, D-12-04-01-07","Cushing病の病態と診断を説明できる。,先端巨大症を概説できる。,汎下垂体機能低下症を概説できる。,尿崩症を概説できる。,高プロラクチン血症を概説できる。,抗利尿ホルモン不適合分泌症候群(syndrome of inappropriate secretion of antidiuretic hormone <SIADH>)を概説できる。",,,,抗利尿ホルモン不適合分泌症候群（SIADH）,抗利尿ホルモン不適合分泌症候群（SIADH）,,,,,,,,,,,,,,,,,
内分泌・栄養・代謝系,疾患・病態,間脳・下垂体疾患,なし,下垂体腫瘍,,JlvnmK0,"D-12-04-01-01,D-12-04-01-02, D-12-04-01-03, D-12-04-01-04, D-12-04-01-06, D-12-04-01-07","Cushing病の病態と診断を説明できる。,先端巨大症を概説できる。,汎下垂体機能低下症を概説できる。,尿崩症を概説できる。,高プロラクチン血症を概説できる。,抗利尿ホルモン不適合分泌症候群(syndrome of inappropriate secretion of antidiuretic hormone <SIADH>)を概説できる。",,,,下垂体腫瘍,下垂体腫瘍,,,,重複あり,,●,,,,,,,,,,,
