"臓器","分類","カテゴリ","サブカテゴリ","疾患","重要","Unnamed: 6","UID","H28対応項目","修正案(20220318)","作業用(20220417)","疾患(20220417)","作業予定(20220417)","コメント(20220318)","重要(20220318)","重複(計算列)","重複のため削除する項目に●(20220408)","重要度分類(スリム化チーム作業用)(20220330)","座長・副座長返答(1.医学教育課の意見を反映,2.原案ママ,3.その他)(20220411)","座長・副座長コメント(20220411)","医学教育課修正案(20220317)","医学教育課からのコメント(20220317)","診断","治療","教育","予防","作成時(20220316コメント)","修正案(20220316)","パフォーマンス"
"眼・視覚系","疾患・病態","なし","なし","網膜静脈閉塞症と動脈閉塞症","","","JlvnmOo","D-13-04-01-10","","網膜静脈閉塞症と動脈閉塞症","網膜静脈閉塞症と動脈閉塞症","","","","","","","","","","","","","","","","",""
"眼・視覚系","疾患・病態","なし","なし","腫瘍性疾患　※腫瘍の項目を参照","","","JlvnmOw","D-13-04-02-01","","腫瘍性疾患　※腫瘍の項目を参照","腫瘍性疾患　※腫瘍の項目を参照","","","","重複あり","","","","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","なし","なし","中耳炎（急性・慢性・滲出性・真珠腫性）","●","","JlvnmO0","D-14-04-01-01","","中耳炎（急性・慢性・滲出性・真珠腫性）","中耳炎（急性・慢性・滲出性・真珠腫性）","重要","","●","","","","","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","なし","なし","外耳炎","","","JlvnmO8","","","外耳炎","外耳炎","","","","","","●","","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","なし","なし","","","","JlvnmPA","","","","耳せつ","削除","割愛候補：たまたま外耳道にできた癤であり、病態としての独立性に乏しい。低頻度であり、割愛が望ましいが、外耳炎の合併症（重症型）なので外耳炎と併記でも可。生坂","","重複あり","","","","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","なし","なし","難聴（騒音性・薬剤性・突発性・老人性）","","","JlvnmPI","D-14-04-01-02","","難聴（騒音性・薬剤性・突発性・老人性）","難聴（騒音性・薬剤性・突発性・老人性）","","","","","","","","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","なし","なし","乳幼児の難聴","","","JlvnmPM","D-14-04-01-02","","乳幼児の難聴","乳幼児の難聴","","","","","","","","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","なし","なし","めまい（末梢性・中枢性）","","","JlvnmPU","D-14-04-01-03","","めまい（末梢性・中枢性）","めまい（末梢性・中枢性）","","","","","","","","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","なし","なし","動揺病","","","JlvnmPc","D-14-04-01-03","","動揺病","動揺病","","","","","","","","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","なし","なし","良性発作性頭位めまい症","●","","JlvnmPg","D-14-04-01-04","","良性発作性頭位めまい症","良性発作性頭位めまい症","重要","眩暈→めまいに用語修正（岡崎／小松）","●","","","","","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","なし","なし","Ménière病","●","","JlvnmPo","D-14-04-01-04","","Ménière病","Ménière病","重要","","●（追記）","","","","","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","なし","なし","前庭神経炎","","","JlvnmPs","","","前庭神経炎","前庭神経炎","","","","","","●","","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","なし","なし","鼻出血","●","","JlvnmP0","D-14-04-01-05","","鼻出血","鼻出血","重要","","●（追記）","","","","","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","なし","なし","副鼻腔炎（急性・慢性）","●","","JlvnmP4","D-14-04-01-06","","副鼻腔炎（急性・慢性）","副鼻腔炎（急性・慢性）","重要","","●","","","","","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","なし","なし","アレルギー性鼻炎","●","","JlvnmQA","D-14-04-01-07","","アレルギー性鼻炎","アレルギー性鼻炎","重要","","●","","","","","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","鼻咽喉頭の炎症性疾患","なし","鼻炎","","","JlvnmQI","D-14-04-01-08","","鼻炎","鼻炎","","","","","","","","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","鼻咽喉頭の炎症性疾患","なし","扁桃炎","","","JlvnmQM","D-14-04-01-08","","扁桃炎","扁桃炎","","","","","","","","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","鼻咽喉頭の炎症性疾患","なし","咽頭炎","●","","JlvnmQU","D-14-04-01-08","","咽頭炎","咽頭炎","重要","","●（追記）","重複あり","","●","","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","鼻咽喉頭の炎症性疾患","なし","喉頭炎","","","JlvnmQY","D-14-04-01-08","","喉頭炎","喉頭炎","","","","","","●","","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","鼻咽喉頭の炎症性疾患","なし","喉頭蓋炎","","","JlvnmQg","D-14-04-01-08","","喉頭蓋炎","喉頭蓋炎","","","","","","●","","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","鼻咽喉頭の炎症性疾患","なし","扁桃周囲炎","","","JlvnmQk","D-14-04-01-08","","扁桃周囲炎","扁桃周囲炎","","","","","","","","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","鼻咽喉頭の炎症性疾患","なし","膿瘍","","","JlvnmQs","D-14-04-01-08","","膿瘍","膿瘍","","","","","","","","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","なし","なし","う蝕","","","JlvnmQw","D-14-04-01-09","","う蝕","う蝕","","","","","","","","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","なし","なし","歯周病等の歯科疾患（全身への影響や口腔機能管理を含めて）","","","JlvnmQ4","D-14-04-01-09","","歯周病等の歯科疾患（全身への影響や口腔機能管理を含めて）","歯周病等の歯科疾患（全身への影響や口腔機能管理を含めて）","","","","","","","","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","なし","なし","口角炎","","","JlvnmQ8","D-14-04-01-10","","口角炎","口角炎","","","","","","●","","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","なし","なし","口内炎","","","JlvnmRE","D-14-04-01-10","","口内炎","口内炎","","","","","","●","","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","なし","なし","舌炎","","","JlvnmRM","D-14-04-01-10","","舌炎","舌炎","","","","","","●","","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","なし","なし","鵞口瘡","","","JlvnmRQ","D-14-04-01-10","","鵞口瘡","鵞口瘡","","","","","","","","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","なし","なし","白板症等","","","JlvnmRY","D-14-04-01-10","","白板症等","白板症等","","","","","","","","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","なし","なし","外耳道・鼻腔・咽頭・喉頭・気管・食道の代表的な異物","","","JlvnmRc","D-14-04-01-11","","外耳道・鼻腔・咽頭・喉頭・気管・食道の代表的な異物","外耳道・鼻腔・咽頭・喉頭・気管・食道の代表的な異物","","","","","","","","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","唾液腺疾患","なし","急性唾液腺炎","","","JlvnmRk","D-14-04-01-12","","急性唾液腺炎","急性唾液腺炎","","","","","","","","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","唾液腺疾患","なし","唾石症","","","JlvnmRo","D-14-04-01-12","","唾石症","唾石症","","","","","","","","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","唾液腺疾患","なし","Sjögren症候群","","","JlvnmRw","D-14-04-01-12","","Sjögren症候群","Sjögren症候群","","Sjögren症候群に修正（岡崎）","","重複あり","","","","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","唾液腺疾患","なし","","","","JlvnmR0","D-14-04-01-12","","","Mikulicz病","削除","削除対象（岡崎）IgG4関連疾患なので","","重複あり","","","","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","なし","なし","顎関節症","","","JlvnmR8","","","顎関節症","顎関節症","","","","","","●","","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","耳鼻・咽頭・口腔系の外傷・損傷","なし","鼻骨骨折","","","JlvnmSA","","","鼻骨骨折","鼻骨骨折","","","","","","●","","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","耳鼻・咽頭・口腔系の外傷・損傷","なし","吹き抜け骨折","","","JlvnmSI","","","吹き抜け骨折","吹き抜け骨折","","","","","","●","","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","耳鼻・咽頭・口腔系の外傷・損傷","なし","耳介血腫","","","JlvnmSQ","","","耳介血腫","耳介血腫","","","","","","","","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","耳鼻・咽頭・口腔系の外傷・損傷","なし","鼓膜損傷等","","","JlvnmSU","","","鼓膜損傷等","鼓膜損傷等","","","","","","●","","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","先天異常","なし","唇裂","","","JlvnmSc","","","唇裂","唇裂","","","","","","","","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","先天異常","なし","口蓋裂など","","","JlvnmSg","","","口蓋裂など","口蓋裂など","","","","","","","","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","なし","なし","口蓋扁桃肥大症","","","JlvnmSo","","","口蓋扁桃肥大症","口蓋扁桃肥大症","","","","","","●","","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","なし","なし","咽頭扁桃（アデノイド）増殖症","","","JlvnmSs","","","咽頭扁桃（アデノイド）増殖症","咽頭扁桃（アデノイド）増殖症","","","","","","●","","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","なし","なし","声帯ポリープ","","","JlvnmS0","","","声帯ポリープ","声帯ポリープ","","","","","","","","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","頭頸部疾患","なし","頸部リンパ節炎","","","JlvnmS4","","","頸部リンパ節炎","頸部リンパ節炎","","","","","","●","","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","頭頸部疾患","なし","頸部膿瘍","","","JlvnmTA","","","頸部膿瘍","頸部膿瘍","","","","","","●","","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","頭頸部疾患","なし","頸部リンパ節転移等","","","JlvnmTI","","","頸部リンパ節転移等","頸部リンパ節転移等","","","","","","","","","","","","","","","","",""
"耳鼻・咽喉・口腔系","疾患・病態","腫瘍性疾患","なし","※腫瘍の項目を参照","","","JlvnmTM","D-14-04-02-01, D-14-04-02-02","","※腫瘍の項目を参照","※腫瘍の項目を参照","保留","","","重複あり","","","","","","","","","","","","",""
"精神系","疾患・病態","なし","なし","認知症　※神経系の項目を参照","","","JlvnmTU","D-15-03-na-02","","認知症　※神経系の項目を参照","認知症　※神経系の項目を参照","","","","","","","","","","","","","","","","",""
"精神系","疾患・病態","なし","なし","症状性精神病","","","JlvnmTY","D-15-03-na-01","","症状性精神病","症状性精神病","","","","","","","","","","","","","","","","",""
"精神系","疾患・病態","なし","なし","依存症（薬物使用、アルコール、ギャンブル）","","","JlvnmTg","D-15-03-na-03","","依存症（薬物使用、アルコール、ギャンブル）","依存症（薬物使用、アルコール、ギャンブル）","","依存症（薬物使用、アルコール、ギャンブル）と一つにまとめてはどうか（小松）","","","","","","","","","","","","","","",""
"精神系","疾患・病態","なし","なし","","","","JlvnmTk","D-15-03-na-03","","","","","依存症（薬物使用、アルコール、ギャンブル）と一つにまとめてはどうか（小松）","","","","","","","","","","","","","","",""
"精神系","疾患・病態","なし","なし","","","","JlvnmTs","D-15-03-na-03","","","","","依存症（薬物使用、アルコール、ギャンブル）と一つにまとめてはどうか（小松）","","","","","","","","","","","","","","",""
"精神系","疾患・病態","なし","なし","うつ病","●","","JlvnmT0","D-15-03-na-05, D-15-03-na-06","","うつ病","うつ病","重要","","●（追記）","","","","","","","","","","","","","",""
"精神系","疾患・病態","なし","なし","双極性障害（躁うつ病）","","","JlvnmT4","D-15-03-na-05, D-15-03-na-06","","双極性障害（躁うつ病）","双極性障害（躁うつ病）","","","","","","","","","","","","","","","","",""
"精神系","疾患・病態","なし","なし","統合失調症","●","","JlvnmUA","D-15-03-na-04","","統合失調症","統合失調症","重要","","●（追記）","","","","","","","","","","","","","",""
"精神系","疾患・病態","なし","なし","強迫性障害","","","JlvnmUE","","","強迫性障害","強迫性障害","","","","","","●","","","","","","","","","","",""
"精神系","疾患・病態","なし","なし","不安障害（パニック障害・社交不安障害）","●","","JlvnmUM","D-15-03-na-07","","不安障害（パニック障害・社交不安障害）","不安障害（パニック障害・社交不安障害）","重要","","●","","","●","","","","","","","","","","",""
"精神系","疾患・病態","なし","なし","解離性障害","","","JlvnmUQ","D-15-03-na-09","","解離性障害","解離性障害","","","","","","","","","","","","","","","","",""
"精神系","疾患・病態","なし","なし","身体症状症（身体化障害・疼痛性障害・心気症）","●","","JlvnmUY","D-15-03-na-07, D-15-03-na-08","","身体症状症（身体化障害・疼痛性障害・心気症）","身体症状症（身体化障害・疼痛性障害・心気症）","重要","DSM5では身体症状症としてまとめられている。生坂　小松も同意です","●","","","","","","","","","","","","","",""
"精神系","疾患・病態","なし","なし","心身症","","","JlvnmUc","D-15-03-na-07, D-15-03-na-08","","心身症","心身症","保留","DSM5では身体症状症としてまとめられている。生坂　小松も同意です","（削除）","","","","","","","","","","","","","",""
"精神系","疾患・病態","なし","ストレス関連障害","急性ストレス障害","","","JlvnmUk","D-15-03-na-07, D-15-03-na-08","","急性ストレス障害","急性ストレス障害","保留","DSM5では身体症状症としてまとめられている。生坂　小松も同意です","●","","","","","","","","","","","","","",""
"精神系","疾患・病態","なし","ストレス関連障害","心的外傷後ストレス障害","","","JlvnmUo","D-15-03-na-07, D-15-03-na-08","","心的外傷後ストレス障害","心的外傷後ストレス障害","保留","DSM5では身体症状症としてまとめられている。生坂　小松も同意です","●","","","","","","","","","","","","","",""
"精神系","疾患・病態","なし","なし","過換気症候群","","","JlvnmUw","D-15-03-na-07, D-15-03-na-08","","過換気症候群","過換気症候群","保留","DSM5では身体症状症としてまとめられている。生坂　小松も同意です","●","重複あり","","","","","","","","","","","","",""
"精神系","疾患・病態","なし","なし","摂食障害（神経性食思不振症（神経性やせ症）・神経性過食症）","","","JlvnmU0","D-15-03-na-08","","摂食障害（神経性食思不振症（神経性やせ症）・神経性過食症）","摂食障害（神経性食思不振症（神経性やせ症）・神経性過食症）","","（神経性やせ症）を追加（岡崎／小松）","","","","","","","","","","","","","","",""
"精神系","疾患・病態","なし","なし","パーソナリティ障害","","","JlvnmU8","D-15-03-na-10","","パーソナリティ障害","パーソナリティ障害","","","","","","","","","","","","","","","","",""
"免疫・アレルギー","疾患・病態","なし","なし","関節リウマチ","●","","","","","関節リウマチ","関節リウマチ","重要","","●","","","","","","","","","","","","","",""
"免疫・アレルギー","疾患・病態","なし","なし","成人スチル病、若年性特発性関節炎（JIA）","","","","","","成人スチル病、若年性特発性関節炎（JIA）","成人スチル病、若年性特発性関節炎（JIA）","","","","","","","","","","","","","","","","",""
"免疫・アレルギー","疾患・病態","なし","なし","全身性エリテマトーデス（SLE）および合併症（中枢神経ループス、ループス腎炎、抗リン脂質抗体症候群）","●","","","","","全身性エリテマトーデス（SLE）および合併症（中枢神経ループス、ループス腎炎、抗リン脂質抗体症候群）","全身性エリテマトーデス（SLE）および合併症（中枢神経ループス、ループス腎炎、抗リン脂質抗体症候群）","重要","","●","","","","","","","","","","","","","",""
"免疫・アレルギー","疾患・病態","なし","なし","全身性強皮症","","","","","","全身性強皮症","全身性強皮症","","","","","","","","","","","","","","","","",""
"免疫・アレルギー","疾患・病態","なし","なし","皮膚筋炎・多発性筋炎","","","","","","皮膚筋炎・多発性筋炎","皮膚筋炎・多発性筋炎","","","","","","","","","","","","","","","","",""
"免疫・アレルギー","疾患・病態","なし","なし","混合性結合組織病","","","","","","混合性結合組織病","混合性結合組織病","","","","","","","","","","","","","","","","",""
"免疫・アレルギー","疾患・病態","なし","なし","Sjögren症候群","","","","","","Sjögren症候群","Sjögren症候群","","","","重複あり","","","","","","","","","","","","",""
"免疫・アレルギー","疾患・病態","なし","なし","Behçet病","","","","","","Behçet病","Behçet病","","","","","","","","","","","","","","","","",""
"免疫・アレルギー","疾患・病態","なし","なし","全身性アレルギー性疾患","","","","","","全身性アレルギー性疾患","全身性アレルギー性疾患","","","","","","","","","","","","","","","","",""
"免疫・アレルギー","疾患・病態","なし","なし","後天性免疫不全症（AIDS）","●","","","","","後天性免疫不全症（AIDS）","後天性免疫不全症（AIDS）","重要","","●（追記）","","","","","","","","","","","","","",""
"免疫・アレルギー","疾患・病態","なし","なし","原発性免疫不全症","","","","","","原発性免疫不全症","原発性免疫不全症","","","","","","","","","","","","","","","","",""
"免疫・アレルギー","疾患・病態","なし","なし","二次性免疫不全症候群（悪性腫瘍・医原性・自己免疫疾患による）","","","","","","二次性免疫不全症候群（悪性腫瘍・医原性・自己免疫疾患による）","二次性免疫不全症候群（悪性腫瘍・医原性・自己免疫疾患による）","","日本医学会医学用語辞典の記載に合わせ、「二次性免疫不全症」を「二次性免疫不全症候群」に変更しております。（金子早）","","","","","","","","","","","","","","",""
"免疫・アレルギー","疾患・病態","なし","なし","自己炎症性疾患","","","","","","自己炎症性疾患","自己炎症性疾患","","","","","","","","","","","","","","","","",""
"免疫・アレルギー","疾患・病態","他のリウマチ性疾患","なし","強直性脊椎炎","","","JlvnmVE","","","強直性脊椎炎","強直性脊椎炎","","","","","","","","","","","","","","","","",""
"免疫・アレルギー","疾患・病態","他のリウマチ性疾患","なし","反応性関節炎","","","JlvnmVI","","","反応性関節炎","反応性関節炎","","","","","","","","","","","","","","","","",""
"免疫・アレルギー","疾患・病態","他のリウマチ性疾患","なし","乾癬性関節炎","","","JlvnmVQ","","","乾癬性関節炎","乾癬性関節炎","","","","","","","","","","","","","","","","",""
"免疫・アレルギー","疾患・病態","他のリウマチ性疾患","なし","掌蹠膿疱症性関節炎","","","JlvnmVU","","","掌蹠膿疱症性関節炎","掌蹠膿疱症性関節炎","","","","","","","","","","","","","","","","",""
"免疫・アレルギー","疾患・病態","他のリウマチ性疾患","なし","結晶誘発性関節炎","","","JlvnmVc","","","結晶誘発性関節炎","結晶誘発性関節炎","","","","","","","","","","","","","","","","",""
"免疫・アレルギー","疾患・病態","他のリウマチ性疾患","なし","変形性関節症","","","JlvnmVg","","","変形性関節症","変形性関節症","","","","重複あり","","","","","","","","","","","","",""
"免疫・アレルギー","疾患・病態","他のリウマチ性疾患","なし","リウマチ性多発筋痛症","","","JlvnmVo","","","リウマチ性多発筋痛症","リウマチ性多発筋痛症","","","","","","","","","","","","","","","","",""
"免疫・アレルギー","疾患・病態","他のリウマチ性疾患","なし","線維筋痛症","","","JlvnmVs","","","線維筋痛症","線維筋痛症","","","","","","","","","","","","","","","","",""
"免疫・アレルギー","疾患・病態","他のリウマチ性疾患","なし","IgG4関連疾患","","","JlvnmV0","","","IgG4関連疾患","IgG4関連疾患","","","","","","","","","","","","","","","","",""
"免疫・アレルギー","疾患・病態","他のリウマチ性疾患","なし","","","","JlvnmV8","","","","再発性多発軟骨炎","削除","削除対象（岡崎）","","重複あり","","","","","","","","","","","","",""
"免疫・アレルギー","疾患・病態","他のリウマチ性疾患","なし","リウマチ熱","","","JlvnmWA","","","リウマチ熱","リウマチ熱","","","","","","","","","","","","","","","","",""
"免疫・アレルギー","疾患・病態","血管炎症候群","なし","巨細胞性動脈炎","","","JlvnmWI","E-04-03-05-01","","巨細胞性動脈炎","巨細胞性動脈炎","","","","","","","","","","","","","","","","",""
"免疫・アレルギー","疾患・病態","血管炎症候群","なし","高安動脈炎（大動脈炎症候群）","","","JlvnmWM","E-04-03-05-01","","高安動脈炎（大動脈炎症候群）","高安動脈炎（大動脈炎症候群）","","","","重複あり","","","","","","","","","","","","",""
"免疫・アレルギー","疾患・病態","血管炎症候群","なし","結節性多発動脈炎","","","JlvnmWU","E-04-03-05-01","","結節性多発動脈炎","結節性多発動脈炎","","","","","","","","","","","","","","","","",""
"免疫・アレルギー","疾患・病態","血管炎症候群","なし","顕微鏡的多発血管炎","","","JlvnmWY","E-04-03-05-01","","顕微鏡的多発血管炎","顕微鏡的多発血管炎","","","","","","","","","","","","","","","","",""
"免疫・アレルギー","疾患・病態","血管炎症候群","なし","多発血管炎性肉芽腫症","","","JlvnmWg","E-04-03-05-01","","多発血管炎性肉芽腫症","多発血管炎性肉芽腫症","","","","","","","","","","","","","","","","",""
"免疫・アレルギー","疾患・病態","血管炎症候群","なし","好酸球性多発血管炎性肉芽腫症","","","JlvnmWk","E-04-03-05-01","","好酸球性多発血管炎性肉芽腫症","好酸球性多発血管炎性肉芽腫症","","","","","","","","","","","","","","","","",""
"免疫・アレルギー","疾患・病態","血管炎症候群","なし","IgA血管炎","●","","JlvnmWs","E-04-03-05-01","","IgA血管炎","IgA血管炎","重要","","","重複あり","●","","","","","","","","","","","",""
"免疫・アレルギー","疾患・病態","血管炎症候群","なし","川崎病","●","","JlvnmW0","E-04-03-05-01","","川崎病","川崎病","重要","","","重複あり","●","","","","","","","","","","","",""
"免疫・アレルギー","疾患・病態","血管炎症候群","なし","悪性関節リウマチ","","","JlvnmW4","E-04-03-05-01","","悪性関節リウマチ","悪性関節リウマチ","","","","","","","","","","","","","","","","",""
"免疫・アレルギー","疾患・病態","血管炎症候群","なし","抗GBM病","","","JlvnmXA","E-04-03-05-01","","抗GBM病","抗GBM病","","","","","","","","","","","","","","","","",""
"感染症","疾患・病態","市中感染症","なし","髄膜脳炎","●","","JlvnmXE","E-02-01-na-02","","髄膜脳炎","髄膜脳炎","重要","","●（追記）","","","","","","","","","","","","","",""
"感染症","疾患・病態","市中感染症","なし","咽頭炎","","","JlvnmXM","E-02-01-na-02","","咽頭炎","咽頭炎","重複削除","","●（追記）","重複あり","●","","","","","","","","","","","",""
"感染症","疾患・病態","市中感染症","なし","","","","JlvnmXQ","E-02-01-na-02","","","中耳炎","削除","","●（追記）","重複あり","●","","","","","","","","","","","",""
"感染症","疾患・病態","市中感染症","なし","血流感染・感染性心内膜炎","●","","JlvnmXY","E-02-01-na-02","","血流感染・感染性心内膜炎","血流感染・感染性心内膜炎","重要","","●（追記）","","","","","","","","","","","","","",""
"感染症","疾患・病態","市中感染症","なし","肺炎","●","","JlvnmXc","E-02-01-na-02","","肺炎","肺炎","重要","","●（追記）","","","","","","","","","","","","","",""
"感染症","疾患・病態","市中感染症","なし","腹腔内感染","","","JlvnmXk","E-02-01-na-02","","腹腔内感染","腹腔内感染","","","","","","","","","","","","","","","","",""
"感染症","疾患・病態","市中感染症","なし","膀胱炎・腎盂腎炎","●","","JlvnmXo","E-02-01-na-02","","膀胱炎・腎盂腎炎","膀胱炎・腎盂腎炎","重要","","●（追記）","","","","","","","","","","","","","",""
"感染症","疾患・病態","市中感染症","なし","皮膚軟部組織感染","","","JlvnmXw","E-02-01-na-02","","皮膚軟部組織感染","皮膚軟部組織感染","","","","","","","","","","","","","","","","",""
"感染症","疾患・病態","市中感染症","なし","関節炎","","","JlvnmX0","E-02-01-na-02","","関節炎","関節炎","重複削除","","","重複あり","●","","","","","","","","","","","",""
"感染症","疾患・病態","医療関連感染","なし","血管内留置カテーテル関連感染","●","","JlvnmX4","E-02-01-na-02,E-02-01-na-03","","血管内留置カテーテル関連感染","血管内留置カテーテル関連感染","重要","","●（追記）","","","","","","","","","","","","","",""
"感染症","疾患・病態","医療関連感染","なし","尿路カテーテル感染","●","","JlvnmX8","E-02-01-na-02,E-02-01-na-03","","尿路カテーテル感染","尿路カテーテル感染","重要","","●（追記）","","","","","","","","","","","","","",""
"感染症","疾患・病態","医療関連感染","なし","医療関連肺炎・人工呼吸器関連肺炎","","","JlvnmYE","E-02-01-na-02,E-02-01-na-03","","医療関連肺炎・人工呼吸器関連肺炎","医療関連肺炎・人工呼吸器関連肺炎","","","","","","","","","","","","","","","","",""
"感染症","疾患・病態","医療関連感染","なし","手術部位感染","●","","JlvnmYI","E-02-01-na-02,E-02-01-na-03","","手術部位感染","手術部位感染","重要","","●（追記）","","","","","","","","","","","","","",""
"感染症","疾患・病態","医療関連感染","なし","クロストリディオイデス・ディフィシル感染","","","JlvnmYQ","E-02-01-na-02,E-02-01-na-03","","クロストリディオイデス・ディフィシル感染","クロストリディオイデス・ディフィシル感染","","","","","","","","","","","","","","","","",""
"感染症","疾患・病態","免疫不全","なし","糖尿病","","","JlvnmYU","E-02-01-na-06","","糖尿病","糖尿病","","","","","","","","","","","","","","","","",""
"感染症","疾患・病態","免疫不全","なし","腎臓病","","","JlvnmYc","E-02-01-na-06","","腎臓病","腎臓病","","","","","","","","","","","","","","","","",""
"感染症","疾患・病態","免疫不全","なし","肝臓病","","","JlvnmYg","E-02-01-na-06","","肝臓病","肝臓病","","","","","","","","","","","","","","","","",""
"感染症","疾患・病態","免疫不全","なし","がん・血液疾患","","","JlvnmYo","E-02-01-na-06","","がん・血液疾患","がん・血液疾患","","","","","","","","","","","","","","","","",""
"感染症","疾患・病態","免疫不全","なし","好中球減少","","","JlvnmYs","E-02-01-na-06","","好中球減少","好中球減少","","","","","","","","","","","","","","","","",""
"感染症","疾患・病態","免疫不全","なし","免疫抑制薬使用中","","","JlvnmY0","E-02-01-na-06","","免疫抑制薬使用中","免疫抑制薬使用中","","","","","","","","","","","","","","","","",""
"感染症","疾患・病態","免疫不全","なし","HIV・AIDS","","","JlvnmY8","E-02-01-na-06","","HIV・AIDS","HIV・AIDS","","","","","","","","","","","","","","","","",""
"感染症","疾患・病態","免疫不全","なし","臓器移植","","","JlvnmZA","E-02-01-na-06","","臓器移植","臓器移植","","","","","","","","","","","","","","","","",""
"感染症","疾患・病態","ワクチン予防可能な疾患","なし","麻疹","","","JlvnmZI","E-02-02-na-07","","麻疹","麻疹","重複削除","","","重複あり","●","","","","","","","","","","","",""
"感染症","疾患・病態","ワクチン予防可能な疾患","なし","風疹","","","JlvnmZM","E-02-02-na-07","","風疹","風疹","重複削除","","","重複あり","●","","","","","","","","","","","",""
"感染症","疾患・病態","ワクチン予防可能な疾患","なし","ムンプス","","","JlvnmZU","E-02-02-na-07","","ムンプス","ムンプス","","","","","","","","","","","","","","","","",""
"感染症","疾患・病態","ワクチン予防可能な疾患","なし","水痘","","","JlvnmZY","E-02-02-na-07","","水痘","水痘","重複削除","","","重複あり","●","","","","","","","","","","","",""
"感染症","疾患・病態","ワクチン予防可能な疾患","なし","B型肝炎","","","JlvnmZg","E-02-02-na-07","","B型肝炎","B型肝炎","","","","","","","","","","","","","","","","",""
"感染症","疾患・病態","ワクチン予防可能な疾患","なし","インフルエンザ菌","","","JlvnmZk","E-02-02-na-07","","インフルエンザ菌","インフルエンザ菌","","","","","","","","","","","","","","","","",""
"感染症","疾患・病態","ワクチン予防可能な疾患","なし","肺炎球菌","","","JlvnmZs","E-02-02-na-07","","肺炎球菌","肺炎球菌","","","","","","","","","","","","","","","","",""
"感染症","疾患・病態","ワクチン予防可能な疾患","なし","破傷風ジフテリア","","","JlvnmZ0","E-02-02-na-07","","破傷風ジフテリア","破傷風ジフテリア","","","","","","","","","","","","","","","","",""
"感染症","疾患・病態","ワクチン予防可能な疾患","なし","インフルエンザ","","","JlvnmZ4","E-02-02-na-07","","インフルエンザ","インフルエンザ","","","","","","","","","","","","","","","","",""
"感染症","疾患・病態","ワクチン予防可能な疾患","なし","新型コロナウイルス","","","JlvnmaA","E-02-02-na-07","","新型コロナウイルス","新型コロナウイルス","","","","","","","","","","","","","","","","",""
